iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0106+013,1981,29,17.1615463701,0.443,1.5834208212,1.74,-0.948
0212+735,1981,14,34.3783880781,0.371,73.8257283095,0.415,-0.27
0234+285,1981,15,39.468357292,0.588,28.8024970451,1.356,-0.75
0235+164,1981,11,39.6622088154,0.878,16.6164652063,2.584,-0.819
0552+398,1981,31,88.8783568813,0.414,39.8136572583,0.673,-0.565
0742+103,1981,6,116.3877479875,0.663,10.1868588314,2.723,-0.897
1637+574,1981,12,249.5560679444,1.277,57.3399944449,2.087,-0.514
1642+690,1981,8,250.5327023122,0.991,68.9443765895,1.448,-0.306
