iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0003+380,2001,3,1.4882308077,0.728,38.3375414042,0.88,0.349
0003-066,2001,107,1.5578870152,0.129,-6.3931487049,0.24,-0.14
0008-264,2001,2,2.7551946596,0.954,-26.2092715121,0.639,0.193
0014+813,2001,60,4.2853119983,0.049,81.5855935539,0.052,0.019
0016+731,2001,1,4.9407762706,0.244,73.458338264,0.232,-0.076
0035+413,2001,1,9.6035150858,0.27,41.6183334382,0.275,-0.197
0039+230,2001,1,10.5189383335,0.085,23.3336284997,0.159,-0.106
0048-097,2001,110,12.6721557769,0.13,-9.4847806299,0.25,-0.104
0056-001,2001,1,14.7729787664,0.223,0.1143393792,0.418,-0.082
0059+581,2001,134,15.6906765716,0.06,58.40309351,0.065,-0.019
0104-408,2001,56,16.6879497958,0.21,-40.5722111773,0.484,0.193
0106+013,2001,67,17.1615462995,0.159,1.5834214828,0.202,-0.019
0109+224,2001,5,18.0242696502,0.067,22.7441073168,0.157,-0.137
0110+495,2001,2,18.362528457,0.339,49.8066785267,0.402,-0.24
0111+021,2001,19,18.4297705267,0.342,2.3714768188,0.636,-0.535
0118-272,2001,2,20.131930937,0.851,-27.0235147377,1.03,-0.428
0119+041,2001,38,20.4869237459,0.118,4.3735373142,0.231,-0.31
0119+115,2001,112,20.4233126764,0.098,11.8306702665,0.197,-0.044
0119+247,2001,1,20.661733253,0.18,25.0421647139,0.242,-0.062
0127+084,2001,1,22.6151433961,3.196,8.7128249504,11.18,0.949
0130-171,2001,3,23.1811976451,0.632,-16.9134784307,0.425,0.086
0133+476,2001,60,24.2441449949,0.047,47.8580833564,0.055,-0.062
0134+311,2001,1,24.2863901247,0.066,31.3766264948,0.127,-0.263
0149+218,2001,1,28.0752460365,0.054,22.1188055469,0.116,-0.305
0151+474,2001,1,28.7345413034,0.203,47.72403878,0.248,-0.094
0201+113,2001,27,30.9444043889,0.103,11.5792804324,0.188,-0.447
0202+149,2001,49,31.2100578756,0.086,15.2364010934,0.115,-0.122
0208-512,2001,7,32.6925010981,0.505,-51.0171923624,0.968,0.431
0212+735,2001,1,34.3783893677,0.026,73.8257282014,0.022,-0.192
0229+131,2001,126,37.9412251857,0.158,13.3818656177,0.251,-0.071
0234+285,2001,17,39.4683569751,0.037,28.8024972654,0.055,-0.159
0235+164,2001,73,39.6622087809,0.078,16.6164651729,0.117,-0.028
0237+040,2001,2,39.963595974,0.372,4.2726144952,0.326,-0.323
0239+108,2001,6,40.6215452755,0.153,11.0168688432,0.281,-0.876
0256+075,2001,1,44.8628192905,0.077,7.794345362,0.194,0.06
0302+625,2001,1,46.6777480544,0.075,62.717228966,0.082,0.086
0306+102,2001,2,47.2650978708,0.364,10.4878724992,0.315,0.15
0322+222,2001,1,51.4033932214,0.388,22.4001016162,0.406,-0.224
0335-364,2001,2,54.2250980511,1.567,-36.2683956825,0.65,0.274
0338-214,2001,1,55.1483661579,0.088,-21.3253255852,0.267,-0.349
0342+147,2001,1,56.276735449,0.557,14.8970993813,0.419,0.23
0402-362,2001,37,60.9739578608,0.195,-36.0838648402,0.531,0.175
0405-123,2001,1,61.9517957607,0.368,-12.1935166081,0.316,0.15
0405-385,2001,2,61.7459803983,0.592,-38.4411226582,0.51,-0.149
0409+229,2001,1,63.1819452937,0.072,23.0848479704,0.108,-0.084
0414-189,2001,4,64.1522686503,0.216,-18.8523167888,0.622,-0.193
0420+417,2001,1,65.9833740825,0.055,41.8340869444,0.088,-0.288
0420-014,2001,5,65.8158371218,4.756,-1.3425167972,6.134,-0.293
0423+233,2001,1,66.7322289725,1.858,23.4610103459,4.794,0.882
0431-512,2001,1,68.0882429642,1.212,-51.1569958849,2.297,-0.335
0434-188,2001,1,69.2561780889,0.335,-18.7468373351,0.84,-0.857
0438-436,2001,2,70.0715832678,0.208,-43.5523899908,0.472,0.207
0440+345,2001,1,70.8818132862,0.195,34.6851843371,0.24,-0.194
0451-282,2001,3,73.3110281407,0.483,-28.1270352962,0.407,-0.08
0454-234,2001,96,74.2632467811,0.141,-23.4144500535,0.226,-0.035
0458-020,2001,126,75.3033745032,0.146,-1.9872934414,0.248,-0.158
0502+049,2001,1,76.3466030556,0.07,4.9952012609,0.13,-0.05
0507+179,2001,2,77.50987127,0.679,18.0115505164,0.775,0.434
0521-365,2001,1,80.7416025954,0.376,-36.4585698869,0.295,0.13
0524-460,2001,2,81.3808336628,1.465,-45.9651904321,1.293,-0.346
0528+134,2001,136,82.7350697732,0.077,13.5319860035,0.134,-0.039
0528-250,2001,1,82.5331784152,0.145,-25.0583060194,0.527,-0.537
0537-286,2001,4,84.9761728718,0.114,-28.6655411516,0.25,-0.072
0537-441,2001,29,84.7098398998,0.266,-44.0858163595,0.525,0.469
0539-057,2001,3,85.408680843,0.325,-5.6970629238,0.789,0.988
0544+273,2001,1,86.8922871532,0.225,27.3657898137,0.307,-0.022
0552+398,2001,153,88.8783567284,0.052,39.8136569485,0.065,-0.016
0556+238,2001,48,89.8834713953,0.167,23.8983129556,0.252,0.16
0600+177,2001,1,90.7880427346,0.48,17.7046696386,0.319,0.089
0602+673,2001,3,91.9694652431,0.215,67.3487248781,0.235,-0.067
0636+680,2001,1,100.5177393208,0.063,67.9765613322,0.061,-0.472
0637-337,2001,1,99.837102652,0.715,-33.766698223,0.445,0.183
0637-752,2001,8,98.9437825943,0.887,-75.2713375888,0.636,0.005
0642+449,2001,60,101.6334416368,0.046,44.8546083674,0.059,-0.05
0646-306,2001,1,102.0587349761,1.124,-30.7387943058,1.247,-0.699
0648-165,2001,3,102.6024242934,0.448,-16.6277014837,0.282,-0.052
0651+410,2001,1,103.7917697402,0.683,41.0028233554,3.659,-0.034
0657+172,2001,12,105.0063564015,0.08,17.1560281847,0.168,-0.335
0711+356,2001,1,108.6034061527,0.127,35.5777213056,0.161,-0.058
0722+145,2001,2,111.3200323211,0.373,14.4204851756,0.284,-0.026
0727-115,2001,150,112.5796353095,0.105,-11.6868334691,0.157,-0.153
0733-174,2001,1,113.94088975,22.261,-17.5968065947,2.372,0.53
0735+178,2001,4,114.5308074037,0.421,17.7052770082,0.773,-0.91
0742+103,2001,1,116.3877479833,0.052,10.1868590235,0.112,-0.411
0743+259,2001,1,116.6078091565,0.112,25.8172598199,0.226,0.079
0743-006,2001,1,116.4753429856,0.048,-0.7382055672,0.107,0.0
0745+241,2001,1,117.1504553109,0.058,24.0066972269,0.105,-0.271
0748+126,2001,1,117.7168571903,0.041,12.5180078327,0.083,-0.102
0749+540,2001,90,118.2557690269,0.084,53.8832325071,0.096,0.106
