iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0106+013,1982,56,17.1615465225,0.552,1.5834206127,1.962,-0.957
0133+476,1982,1,24.2441445605,0.936,47.8580830423,1.465,0.019
0212+735,1982,52,34.3783881013,0.419,73.8257284424,0.483,-0.312
0229+131,1982,1,37.9412251588,0.711,13.3818655799,2.784,-0.79
0234+285,1982,53,39.4683571798,0.383,28.8024967816,0.922,-0.738
0300+470,1982,4,45.8968423392,0.209,47.2711880334,0.251,-0.076
0420-014,1982,1,65.8158353955,5.875,-1.3425123638,31.622,-0.989
0528+134,1982,5,82.7350698353,0.859,13.5319821089,1.929,-0.591
0552+398,1982,57,88.878356658,0.433,39.8136571527,0.615,-0.53
0814+425,1982,1,124.5666669919,3.348,42.3792791981,8.145,-0.946
1144+402,1982,1,176.7429078916,1.582,39.9761954279,2.084,-0.777
1418+546,1982,1,214.9441559943,0.659,54.387441094,0.626,-0.391
1538+149,1982,1,235.206215915,4.239,14.7960767781,14.456,-0.964
1606+106,1982,1,242.1925130482,1.893,10.4854927001,8.466,-0.916
1637+574,1982,27,249.5560676648,0.469,57.3399941643,0.613,-0.179
1741-038,1982,2,265.9952337657,0.601,-3.8346195553,1.47,-0.605
1749+096,1982,1,267.8867446614,1.381,9.6502005009,6.323,-0.899
1803+784,1982,1,270.1903497025,0.557,78.4677825995,0.734,-0.349
1823+568,1982,1,276.029451143,0.879,56.8504142983,2.654,0.334
1923+210,1982,1,291.4983550745,1.111,21.1072682578,3.78,-0.817
2145+067,1982,1,327.0227447718,2.039,6.960725279,10.081,-0.912
2216-038,1982,3,334.7168242634,0.668,-3.5935802541,1.89,-0.923
