iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0002-478,2008,2,1.1485645307,0.168,-47.6054455812,0.384,0.522
0003+380,2008,4,1.4882307275,0.11,38.3375413848,0.17,0.15
0003-066,2008,87,1.5578870193,0.158,-6.3931487528,0.262,0.174
0005-239,2008,1,2.0015397142,1.387,-23.6550432105,8.538,-0.554
0007+171,2008,2,2.6416278809,0.146,17.4052114967,0.244,-0.21
0008-264,2008,4,2.7551946267,0.273,-26.2092714191,0.245,0.532
0010+405,2008,3,3.3797091597,0.111,40.8603178256,0.137,0.0
0014+813,2008,82,4.2853119299,0.184,81.5855934694,0.182,-0.042
0016+731,2008,4,4.9407765283,0.082,73.458338224,0.089,-0.032
0019+058,2008,3,5.6351716751,0.103,6.1345192416,0.194,-0.102
0024+224,2008,1,6.8140482419,0.778,22.6994636927,0.614,-0.157
0027+056,2008,1,7.4412347416,0.51,5.9113090529,0.207,0.031
0035+413,2008,2,9.6035149268,0.133,41.6183333451,0.147,0.077
0035-252,2008,2,9.561398025,0.296,-24.9839542133,0.126,-0.589
0039+230,2008,2,10.5189382409,0.148,23.3336284195,0.359,-0.112
0039+568,2008,1,10.5810486813,0.178,57.1434962028,0.205,0.011
0047+023,2008,2,12.4301498581,0.678,2.6177162766,1.044,-0.029
0047-579,2008,3,12.4978043569,0.203,-57.64092778,0.261,0.329
0048-097,2008,65,12.6721557698,0.097,-9.4847806478,0.079,-0.099
0048-427,2008,4,12.789590838,0.274,-42.4425814314,0.361,0.542
0054+161,2008,2,14.2303930125,0.272,16.4203724347,0.319,0.272
0055-059,2008,5,14.5211096196,0.105,-5.6645216266,0.087,0.034
0059+581,2008,110,15.690676594,0.063,58.4030935338,0.072,-0.052
0104-275,2008,1,16.6086652765,20.553,-27.3032950044,25.992,0.961
0104-408,2008,102,16.6879498438,0.169,-40.572211229,0.187,-0.064
0106+013,2008,46,17.1615462933,0.123,1.5834214985,0.147,-0.034
0107-610,2008,4,17.3144800825,0.184,-60.8301277477,0.349,0.099
0109+224,2008,5,18.0242696484,0.106,22.744107347,0.14,0.144
0110+495,2008,2,18.3625282878,0.101,49.8066787029,0.17,-0.203
0110-668,2008,3,18.0788036701,0.386,-66.5792189571,0.689,0.659
0111+021,2008,4,18.4297705621,0.137,2.3714768412,0.332,0.265
0112-245,2008,1,18.7388602012,0.421,-24.3290775243,0.979,0.299
0113-283,2008,1,18.849515637,6.349,-28.0820067524,1.632,0.969
0115-214,2008,2,19.4532501335,1.103,-21.1851757667,0.512,-0.352
0116-219,2008,4,19.73859263,0.533,-21.6917055699,0.219,-0.181
0119+041,2008,11,20.4869236896,0.198,4.3735374427,0.498,0.195
0119+115,2008,86,20.423312685,0.063,11.830670397,0.136,0.028
0121+560,2008,1,21.1076131651,2.374,56.3144214225,2.584,0.883
0122-514,2008,3,21.2391311589,0.224,-51.2211575809,0.469,0.566
0123+257,2008,4,21.6783026202,0.095,25.9836944293,0.225,-0.264
0124-155,2008,1,21.6412113464,0.178,-15.3094769926,0.403,-0.025
0130-171,2008,3,23.1811978038,0.409,-16.9134783027,0.217,-0.186
0131-522,2008,3,23.2740105934,0.227,-52.0010959696,0.353,0.55
0133+476,2008,103,24.2441449978,0.044,47.8580833789,0.057,-0.09
0134+311,2008,6,24.2863901287,0.182,31.3766265679,0.285,-0.007
0135-247,2008,2,24.4097768419,0.113,-24.5149682,0.296,0.08
0136+176,2008,1,24.9249133955,0.355,17.8854305578,0.45,-0.085
0138-097,2008,7,25.3576339161,0.237,-9.4787984344,0.259,0.025
0148+274,2008,3,27.8631090281,0.123,27.7449427349,0.157,-0.382
0149+218,2008,2,28.0752460097,0.085,22.1188055924,0.125,-0.036
0150-144,2008,1,28.133385332,1.763,-14.2109435661,2.246,-0.536
0150-334,2008,2,28.2921740774,0.507,-33.1738505815,0.298,-0.393
0151+474,2008,4,28.7345411752,0.107,47.7240388277,0.168,-0.315
0153+744,2008,2,29.3956868086,0.276,74.7120081414,0.33,0.06
0155-549,2008,1,29.2071328269,5.304,-54.6634714183,5.31,-0.946
0159+723,2008,3,30.8891040492,0.081,72.5482409561,0.074,0.089
0201+113,2008,50,30.9444044164,0.202,11.5792804263,0.296,-0.002
0202+149,2008,40,31.2100578609,0.223,15.2364010805,0.337,-0.158
0202+319,2008,2,31.2705223274,0.072,32.2083598049,0.11,0.087
0202-172,2008,3,31.2403097481,0.199,-17.0221780118,0.218,0.197
0206+136,2008,1,32.3999930408,0.397,13.866875735,1.44,-0.008
0206-178,2008,1,32.14559729,0.244,-17.6596337334,0.681,-0.124
0206-689,2008,1,31.9622151346,0.208,-68.6319895611,0.535,0.11
0208-512,2008,47,32.6925018594,0.178,-51.0171921036,0.236,-0.259
0210-180,2008,1,33.0943482679,0.171,-17.7706508195,0.386,0.001
0212+735,2008,3,34.3783895015,0.066,73.8257282009,0.063,-0.096
0215+015,2008,3,34.4539781095,0.068,1.7471386063,0.081,-0.051
0216+011,2008,1,34.7792686624,0.528,1.3499636544,1.747,-0.684
0219+428,2008,2,35.6650478596,0.084,43.0354997117,0.139,-0.062
0220-349,2008,5,35.7350067618,0.198,-34.691314066,0.37,-0.118
0221+067,2008,2,36.1184508314,0.149,6.9898170898,0.121,0.068
0222-234,2008,1,36.2617560241,0.226,-23.2134684081,0.538,-0.253
0224-189,2008,1,36.6984515788,0.979,-18.7275666451,1.876,-0.855
0226-559,2008,1,37.089993076,0.232,-55.7675778419,0.523,0.377
0227+403,2008,1,37.690461676,0.284,40.5480747993,0.62,0.469
0227-369,2008,1,37.3685378013,0.196,-36.7324506404,0.093,-0.31
0229+131,2008,49,37.9412252461,0.12,13.381865669,0.151,-0.094
