iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0106+013,1986,148,17.1615461005,0.355,1.5834211363,1.261,-0.3
0212+735,1986,87,34.3783887086,0.911,73.8257282506,0.3,0.004
0229+131,1986,95,37.9412252682,0.255,13.3818654466,0.811,-0.301
0234+285,1986,35,39.4683570338,0.213,28.802497076,0.358,-0.386
0300+470,1986,15,45.8968431016,0.87,47.2711880809,0.629,-0.093
0316+413,1986,28,49.9506673021,0.597,41.5116949449,0.466,-0.217
0336-019,1986,1,54.878894386,33.107,-1.7766122159,40.347,0.465
0355+508,1986,33,59.8739473781,1.171,50.9639339648,0.715,-0.273
0420-014,1986,16,65.8158364604,0.19,-1.3425183032,0.876,0.019
0430+052,1986,2,68.2962300083,10.543,5.3543414388,15.562,0.065
0454-234,1986,5,74.2632470936,0.94,-23.4144488901,1.537,0.387
0458-020,1986,1,75.3033633018,30.846,-1.987291562,41.968,0.384
0528+134,1986,123,82.7350699646,0.283,13.5319860275,1.096,-0.313
0552+398,1986,150,88.8783568303,0.312,39.8136568815,0.385,-0.282
0723-008,1986,1,111.4609929755,48.633,-0.9157115321,57.959,0.707
0727-115,1986,6,112.5796351946,0.517,-11.6868325769,0.986,-0.114
0742+103,1986,3,116.3877478811,0.578,10.1868587906,1.396,0.207
0743-006,1986,1,116.475343038,39.637,-0.7382035361,51.494,0.586
0748+126,1986,1,117.7168584917,30.256,12.518009257,30.087,0.146
0754+100,1986,2,119.2776788705,0.575,9.943014224,1.29,0.164
0851+202,1986,152,133.7036456517,0.255,20.1085111925,0.875,-0.149
0923+392,1986,137,141.7625579717,0.295,39.0391254717,0.51,-0.383
1034-293,1986,5,159.3169982434,1.135,-29.5674455715,1.859,0.391
1055+018,1986,1,164.6233551473,0.745,1.5663396318,1.447,-0.242
1144+402,1986,8,176.7429079242,0.283,39.9761955035,0.49,0.135
1222+037,1986,1,186.2184247625,1.045,3.5139701078,1.437,-0.178
1226+023,1986,151,187.2779153832,0.351,2.0523884164,1.476,0.039
1228+126,1986,1,187.7059307981,1.147,12.391123128,0.998,-0.251
1253-055,1986,11,194.0465268756,1.521,-5.7893112297,6.666,0.679
1308+326,1986,10,197.6194328302,0.17,32.3454950109,0.357,0.297
1354+195,1986,9,209.2684861502,0.861,19.3187141256,1.432,-0.141
1404+286,1986,90,211.751643376,0.386,28.4540803321,0.999,0.009
1418+546,1986,1,214.944155011,1.435,54.387441262,0.691,-0.266
1502+106,1986,16,226.1040824437,0.232,10.4942215496,0.963,-0.188
1548+056,1986,13,237.6469552059,0.218,5.4529024355,0.753,0.065
1624+416,1986,1,246.4902955746,41.647,41.5779534014,29.095,0.348
1633+382,1986,2,248.8145506941,11.05,38.1345837516,8.87,0.303
1637+574,1986,1,249.5560692295,55.255,57.339996122,26.887,0.383
1638+398,1986,1,250.1234775985,41.301,39.7794535789,28.712,0.359
1641+399,1986,152,250.7450415198,0.383,39.8102759338,0.491,0.257
1642+690,1986,1,250.5327030733,59.828,68.9443811645,23.807,-0.044
1730-130,1986,30,263.2612742362,0.684,-13.0804293585,1.665,0.226
1741-038,1986,18,265.995233669,0.26,-3.834615932,0.888,-0.689
1749+096,1986,10,267.8867442102,0.212,9.6502019158,0.897,0.102
1749+701,1986,1,267.1368296757,57.093,70.0974410949,24.106,0.038
1803+784,1986,104,270.1903496734,1.375,78.4677828578,0.237,0.489
1807+698,1986,1,271.7111709654,53.493,69.8244807392,23.952,0.063
1823+568,1986,1,276.0294658945,37.254,56.8504213414,23.471,0.349
1921-293,1986,28,291.2127340904,1.328,-29.2416966025,1.979,0.113
2007+777,1986,2,301.3791605282,2.516,77.8786799746,0.437,0.113
2037+511,1986,3,309.6543135009,0.702,51.3201842274,0.453,-0.085
2121+053,1986,3,320.935489068,0.534,5.5894700734,1.485,-0.031
2134+004,1986,107,324.1607762648,0.442,0.6983922591,1.798,-0.35
2144+092,1986,1,326.7923509677,27.471,9.4962980969,28.58,0.315
2145+067,1986,23,327.0227444895,0.177,6.9607231371,0.589,-0.026
2200+420,1986,85,330.6803806286,0.465,42.2777720828,0.464,0.161
2216-038,1986,34,334.7168238215,0.278,-3.5935776236,0.966,-0.424
2230+114,1986,1,338.1517072145,23.257,11.7308120302,24.031,0.192
2234+282,1986,4,339.0936283857,0.161,28.4826148709,0.305,0.032
2251+158,1986,151,343.4906163634,0.246,16.1482111448,0.703,-0.04
2345-167,1986,6,357.0108693067,0.907,-16.5200049399,1.243,-0.146
