iers_name, num_ses, obs_len, mean_epoch, beg_epoch, end_epoch, mean_ra, sigma_ra, mean_dec, sigma_dec
0003+340,   5,  7.5, 2016.46, 2011.97, 2019.44,   1.5307606604, 0.051, +34.3723349677, 0.094
0003+380,  30, 26.2, 2003.90, 1992.27, 2018.51,   1.4882307509, 0.047, +38.3375413978, 0.037
0003-066,1725, 33.4, 2007.00, 1988.04, 2021.48,   1.5578870258, 0.006,  -6.3931486968, 0.009
0003-302,   5, 17.1, 2014.42, 2002.37, 2019.51,   1.5046806455, 0.130, -29.9305824950, 0.154
0004+240,   5, 22.5, 2008.64, 1996.01, 2018.50,   1.7032891800, 0.027, +24.3767756065, 0.101
0005+021,   3,  0.8, 2019.51, 2019.08, 2019.91,   1.9326676028, 0.515,  +2.4422910196, 0.808
0005+114,   5, 16.7, 2014.31, 2002.37, 2019.08,   2.0034927310, 0.077, +11.7335485604, 0.124
0005+568,   5, 24.8, 2012.71, 1994.61, 2019.44,   1.9519525826, 0.050, +57.1028998078, 0.127
0005+683,   6, 24.3, 2012.08, 1995.30, 2019.63,   2.1394701842, 0.700, +68.6227913248, 0.096
0005-239,   8, 22.0, 2011.78, 1997.50, 2019.51,   2.0015400703, 0.086, -23.6550416936, 0.190
0005-262,   6, 22.0, 2010.82, 1997.50, 2019.51,   2.1093854149, 0.079, -25.9865390971, 0.170
0006+061,   5, 16.5, 2013.16, 2002.37, 2018.84,   2.2663826971, 0.059,  +6.4725667355, 0.129
0006+397,   5, 23.1, 2013.23, 1996.44, 2019.51,   2.2673899393, 0.131, +40.0296404662, 0.058
0006+771,   4,  2.0, 2018.16, 2017.32, 2019.30,   2.4295498398, 1.128, +77.4116678896, 0.292
0006-363,   6, 14.2, 2014.91, 2005.50, 2019.72,   2.1402546678, 0.364, -36.0236206901, 0.888
0007+016,   5,  1.4, 2018.92, 2018.14, 2019.53,   2.4944071810, 0.147,  +1.9653193182, 0.217
0007+171,  29, 28.3, 2002.10, 1990.11, 2018.38,   2.6416276352, 0.149, +17.4052114886, 0.059
0007+205,   4,  4.9, 2017.41, 2014.42, 2019.30,   2.6197626700, 0.076, +20.7971634493, 0.121
0007+439,   5, 12.5, 2015.34, 2006.96, 2019.51,   2.6251936460, 0.102, +44.2118069307, 0.101
0007+757,   4,  2.0, 2018.17, 2017.32, 2019.30,   2.4509760334, 1.564, +76.0550457089, 0.308
0007-048,   7,  4.7, 2016.92, 2015.22, 2019.95,   2.5016194319, 0.051,  -4.5634741108, 0.140
0007-325,   6, 10.4, 2016.78, 2009.37, 2019.72,   2.3981573184, 0.060, -32.2769248260, 0.235
0008+006,   6,  5.2, 2018.11, 2014.44, 2019.63,   2.8766800705, 0.041,  +0.9644102904, 0.154
0008+704,   5, 24.0, 2013.05, 1995.30, 2019.30,   2.8829284689, 0.157, +70.7587849757, 0.082
0008-222,   5, 20.9, 2009.09, 1997.50, 2018.42,   2.7235416055, 0.076, -21.9511722619, 0.196
0008-264, 358, 33.3, 2015.51, 1988.12, 2021.39,   2.7551947440, 0.018, -26.2092714123, 0.020
0008-300,   4, 12.6, 2015.58, 2006.96, 2019.53,   2.6882389873, 0.091, -29.7536604916, 0.227
0008-307,   5, 17.6, 2014.50, 2002.09, 2019.72,   2.6489258590, 0.097, -30.4631718087, 0.138
0008-311,   5,  7.6, 2017.38, 2012.11, 2019.72,   2.6454572016, 0.191, -30.9042501220, 0.168
0008-421,  11, 28.3, 2010.58, 1990.74, 2019.07,   2.7188229255, 1.278, -41.8863277118, 1.738
0009+081,   7, 23.3, 2014.73, 1995.54, 2018.88,   2.8969567074, 0.044,  +8.3987739506, 0.064
0009+467,   5, 14.0, 2015.07, 2005.55, 2019.51,   3.1220953481, 0.042, +47.0763160823, 0.164
0009+655,   5, 15.2, 2014.92, 2004.40, 2019.63,   3.1569622796, 2.141, +65.8530063874, 0.523
0009-148,  10, 14.4, 2018.56, 2007.03, 2021.47,   2.9185660480, 0.150, -14.5679541296, 0.117
0010+336,   5, 14.1, 2014.94, 2005.36, 2019.44,   3.1974257177, 0.092, +33.8940199054, 0.113
0010+405,  97, 29.8, 2012.41, 1991.49, 2021.24,   3.3797091577, 0.016, +40.8603178229, 0.016
0010+463,   5, 22.9, 2013.28, 1996.61, 2019.53,   3.3187035250, 0.118, +46.6024084776, 0.093
0010-155,   4, 12.9, 2014.89, 2006.96, 2019.88,   3.3362575458, 0.042, -15.2299402941, 0.182
0010-401,  19, 17.8, 2016.47, 2002.09, 2019.93,   3.2496243106, 0.089, -39.9072376171, 0.156
0011+189,   5, 22.4, 2008.47, 1996.01, 2018.38,   3.4849004704, 0.059, +19.1783099039, 0.104
0011-046,   6,  6.1, 2017.34, 2014.01, 2020.06,   3.4755457385, 0.053,  -4.3978597359, 0.070
0012+077,   3,  1.9, 2018.71, 2017.61, 2019.53,   3.8577244412, 0.211,  +8.0345029757, 0.582
0012+319,   5, 14.0, 2014.96, 2005.42, 2019.44,   3.7756142349, 0.055, +32.2703637546, 0.069
0012+610,   5, 17.3, 2014.33, 2002.37, 2019.63,   3.7033004841, 0.220, +61.2954284808, 0.107
0012-008,   2,  0.5, 2019.38, 2019.13, 2019.63,   3.7641541122, 0.340,  -0.5831493318, 1.467
0012-184,   5, 20.6, 2009.02, 1997.50, 2018.11,   3.7603834679, 0.078, -18.2141342099, 0.168
0013-005,  94, 30.9, 2008.40, 1990.13, 2021.04,   4.0462022981, 0.021,  -0.2534570317, 0.036
0013-184,   5, 12.8, 2015.37, 2007.03, 2019.88,   3.8930189045, 0.050, -18.1237740010, 0.252
0013-240,   4,  5.1, 2017.46, 2014.44, 2019.53,   4.0239110884, 0.207, -23.7311666330, 0.215
0014+813,1350, 33.7, 2003.57, 1987.62, 2021.37,   4.2853119855, 0.023, +81.5855934888, 0.007
0015+145,   4,  3.0, 2017.72, 2016.11, 2019.08,   4.4037659949, 0.100, +14.8505221933, 0.164
0015+529,   5, 24.8, 2012.71, 1994.61, 2019.44,   4.4656658962, 0.128, +53.2053115611, 0.109
0015-028,   3,  1.2, 2019.68, 2019.13, 2020.29,   4.4684319843, 0.200,  -2.6053386311, 0.555
0015-054,   6, 12.8, 2014.60, 2005.52, 2018.33,   4.3992383445, 0.137,  -5.2116022889, 0.158
0015-280,   5, 14.0, 2015.11, 2005.55, 2019.53,   4.4958581743, 0.167, -27.8059926761, 0.399
0016+039,   2,  0.5, 2019.38, 2019.13, 2019.63,   4.6570754391, 0.085,  +4.2623084678, 0.638
0016+453,   2,  0.8, 2019.94, 2019.52, 2020.36,   4.8709493328, 0.253, +45.6286372280, 0.177
0016+731,1109, 37.9, 2007.06, 1983.57, 2021.48,   4.9407764616, 0.019, +73.4583382462, 0.003
0016-013,   2,  0.6, 2019.44, 2019.16, 2019.72,   4.8227865043, 0.030,  -1.0659960454, 0.109
0016-223,   6,  2.1, 2018.33, 2017.44, 2019.53,   4.8451171448, 0.082, -22.0910937604, 0.116
0017+200, 444, 25.4, 2017.23, 1996.01, 2021.40,   4.9077270442, 0.008, +20.3626790687, 0.005
0017+257,   5, 22.1, 2011.93, 1996.37, 2018.51,   4.9157524478, 0.040, +26.0478547852, 0.117
0017+296,   4,  4.9, 2017.41, 2014.42, 2019.30,   4.9074596263, 0.330, +29.9338672245, 0.358
0017-307,   5, 17.8, 2014.35, 2002.09, 2019.85,   4.9278137634, 0.089, -30.5220413133, 0.275
0018+715,   5, 24.0, 2013.06, 1995.30, 2019.32,   5.2617240894, 0.139, +71.8391029121, 0.018
0018+729,   5, 24.0, 2011.54, 1995.30, 2019.32,   5.3640631831, 0.217, +73.2116475403, 0.042
0019+058, 454, 33.1, 2016.07, 1988.39, 2021.48,   5.6351717152, 0.011,  +6.1345191542, 0.010
0019+451,   4, 21.8, 2011.72, 1996.61, 2018.42,   5.5275472398, 0.065, +45.4260723033, 0.064
0020+015,   5,  1.4, 2019.72, 2019.02, 2020.39,   5.6592713042, 0.141,  +1.7840073849, 0.084
0020+446,   5, 22.9, 2013.35, 1996.61, 2019.53,   5.8976769618, 0.065, +44.9432661820, 0.075
0021+040,   3,  0.8, 2019.60, 2019.16, 2019.91,   5.9090194601, 0.520,  +4.2834544645, 2.406
0021+243,   7, 16.9, 2009.92, 2002.37, 2019.30,   6.1138772307, 0.088, +24.6572859183, 0.222
0021+464,   5, 22.9, 2013.38, 1996.61, 2019.53,   6.0897401723, 0.057, +46.7350638099, 0.116
0021-084,   7, 15.7, 2014.29, 2004.40, 2020.06,   6.0028031245, 0.046,  -8.1861247142, 0.148
0022+390,   5, 23.1, 2013.17, 1996.44, 2019.51,   6.3589903276, 0.159, +39.3265109078, 0.188
0022-044,   7,  6.1, 2017.58, 2014.01, 2020.06,   6.1915966892, 0.064,  -4.2004302410, 0.077
0022-227,   5, 12.7, 2015.42, 2006.96, 2019.63,   6.3510308536, 0.127, -22.4632213239, 0.189
0022-423,  12, 28.3, 2009.88, 1990.74, 2019.07,   6.1791243692, 0.831, -42.0344300990, 1.146
0023-263,   5, 17.3, 2014.51, 2002.37, 2019.63,   6.4548179720, 0.137, -26.0368372098, 0.578
0023-354,   8,  5.2, 2018.05, 2014.61, 2019.85,   6.5682796097, 0.342, -35.2135536345, 0.146
0024+092,   5, 17.4, 2014.55, 2002.09, 2019.53,   6.7741403746, 0.099,  +9.4993788801, 0.184
0024+224,   7, 22.5, 2010.27, 1996.01, 2018.51,   6.8140480320, 0.052, +22.6994634254, 0.097
0024+597,   4, 23.7, 2011.07, 1994.61, 2018.33,   6.7636923929, 0.201, +59.9813776642, 0.129
0024-114,   5, 14.4, 2015.15, 2005.50, 2019.95,   6.7143466112, 0.352, -11.2145625064, 0.404
0025+197, 146, 25.5, 2016.72, 1996.01, 2021.48,   7.1242436618, 0.016, +20.0074288966, 0.017
0025+449,   5,  2.4, 2018.11, 2017.09, 2019.53,   6.9260949120, 0.202, +45.2491876560, 0.092
0026+048,   6, 24.3, 2014.29, 1995.54, 2019.85,   7.2649674531, 0.162,  +5.1596853952, 0.201
0026+324,   2,  0.8, 2019.94, 2019.52, 2020.36,   7.3875588224, 0.037, +32.7474425410, 0.631
0026+346,  18, 31.9, 2001.48, 1987.59, 2019.51,   7.3093432208, 0.489, +34.9422907421, 0.321
0026-015,   7, 15.7, 2016.16, 2004.33, 2020.05,   7.2541084465, 0.046,  -1.2282665006, 0.111
0027+056,  10, 24.3, 2015.35, 1995.54, 2019.85,   7.4412346446, 0.043,  +5.9113089539, 0.074
0027+05A,   2,  0.7, 2019.52, 2019.19, 2019.85,   7.5511125341, 0.050,  +5.9241418229, 0.337
0027+587,   3,  1.2, 2018.94, 2018.33, 2019.51,   7.6810592487, 0.138, +59.0721389632, 0.785
0027+703,   5, 24.0, 2013.08, 1995.30, 2019.32,   7.5600539035, 0.097, +70.6277947095, 0.055
0027-024,   5, 14.0, 2011.78, 2004.33, 2018.35,   7.6325989114, 0.056,  -2.1989257854, 0.197
0027-426,   5,  9.8, 2016.11, 2009.31, 2019.07,   7.5728860145, 0.224, -42.4129119152, 0.599
0028-017,   3,  1.0, 2019.77, 2019.20, 2020.23,   7.7302850738, 0.013,  -1.4753467028, 0.078
0028-396,   5, 17.5, 2014.01, 2002.37, 2019.85,   7.8513811806, 0.259, -39.3803798293, 0.425
0029-147,   5, 13.9, 2011.82, 2004.33, 2018.23,   7.9850491216, 0.125, -14.4387066427, 0.362
0029-414,   2,  0.3, 2020.19, 2020.02, 2020.36,   7.8669177612, 0.272, -41.1377452708, 0.087
0030+048,   2,  0.7, 2019.54, 2019.20, 2019.88,   8.2469491515, 0.302,  +5.1670845014, 0.056
0030+196,   5,  4.7, 2017.39, 2014.42, 2019.08,   8.1597434745, 5.599, +19.8982705244, 0.718
0031+211,   1,  0.0, 2020.38, 2020.38, 2020.38,   8.5701649947, 0.000, +21.4448883098, 0.000
0032+276,   4, 22.2, 2011.69, 1996.37, 2018.57,   8.6811920438, 0.289, +27.9071446082, 0.119
0032+612,   5, 16.7, 2012.74, 2002.95, 2019.63,   8.8554607210, 0.095, +61.5085447937, 0.045
0032-011,   5,  5.4, 2017.85, 2014.44, 2019.88,   8.6830082200, 0.098,  -0.9036208139, 0.128
0033+079,   3,  0.6, 2019.72, 2019.30, 2019.95,   9.0671877970, 0.174,  +8.2511199482, 0.239
0033+082,   2,  0.7, 2019.54, 2019.20, 2019.88,   8.9312841594, 0.266,  +8.5377355547, 0.044
0033+098,   6,  1.7, 2019.69, 2018.72, 2020.39,   9.0990298066, 0.126, +10.1329073375, 0.053
0033+142,   5, 16.8, 2014.33, 2002.37, 2019.13,   9.1462879040, 0.097, +14.5676718880, 0.213
0033+143,   5, 12.0, 2015.26, 2007.03, 2019.08,   8.9336995547, 0.063, +14.6338812949, 0.079
0033-088,   6, 14.6, 2015.43, 2005.42, 2020.06,   8.9427099398, 0.089,  -8.5983450693, 0.150
0034+078,   7, 14.4, 2016.43, 2005.52, 2019.95,   9.3841548830, 0.051,  +8.1369603395, 0.104
0034+108,   5, 22.9, 2012.36, 1995.54, 2018.42,   9.3585059892, 0.097, +11.1641447655, 0.035
0034+214,   1,  0.0, 2020.38, 2020.38, 2020.38,   9.3480867772, 0.000, +21.6980902662, 0.000
0034+393,   4,  2.4, 2018.25, 2017.09, 2019.51,   9.4030239229, 0.139, +39.6366097046, 0.218
0034-220,   5, 12.7, 2014.83, 2006.96, 2019.63,   9.3117745850, 0.121, -21.7568649370, 0.472
0035+121,   5, 22.4, 2008.51, 1996.01, 2018.42,   9.5750690878, 0.060, +12.4586801021, 0.072
0035+186,   1,  0.0, 2020.38, 2020.38, 2020.38,   9.6203823691, 0.000, +18.9382309579, 0.000
0035+238,   5, 11.8, 2015.45, 2007.52, 2019.32,   9.4929157156, 0.333, +24.1199635264, 0.518
0035+367,   5, 23.1, 2013.18, 1996.44, 2019.53,   9.4422624567, 0.104, +36.9863565069, 0.162
0035+413,  57, 25.6, 2011.12, 1994.19, 2019.79,   9.6035149386, 0.029, +41.6183334201, 0.027
0035+503,   5, 21.7, 2010.90, 1996.61, 2018.33,   9.6183899709, 0.139, +50.5905094425, 0.080
0035-024,   5, 13.1, 2015.40, 2007.07, 2020.14,   9.5855389798, 0.066,  -2.1279296871, 0.049
0035-037,   7, 14.6, 2016.18, 2005.55, 2020.14,   9.5866431226, 0.043,  -3.4997115930, 0.102
0035-252, 125, 24.0, 2012.90, 1997.50, 2021.48,   9.5613979130, 0.019, -24.9839542403, 0.026
0035-340,   3,  0.7, 2020.39, 2020.02, 2020.77,   9.3702685474, 0.081, -33.7451151519, 0.112
0035-534,   1,  0.0, 2017.97, 2017.97, 2017.97,   9.3973323522, 0.000, -53.1261561737, 0.000
0036-099,   5, 13.2, 2015.50, 2006.96, 2020.14,   9.7762152579, 0.084,  -9.7130248201, 0.157
0036-191,   5, 14.4, 2015.18, 2005.52, 2019.95,   9.8205190277, 0.075, -18.9015577514, 0.387
0036-216,   6, 22.1, 2010.89, 1997.50, 2019.63,   9.6248117765, 0.119, -21.3344497438, 0.469
0037+011,   5,  5.3, 2017.90, 2014.61, 2019.95,  10.0563560041, 0.054,  +1.4295415650, 0.080
0037+094,   5,  2.4, 2018.70, 2017.47, 2019.91,  10.0762674569, 0.253,  +9.7116060958, 0.587
0037+139,   8, 22.4, 2005.22, 1996.01, 2018.44,   9.9150816589, 0.040, +14.1993213000, 0.092
0037+487,   5, 23.0, 2013.39, 1996.61, 2019.63,   9.9458285950, 0.073, +49.0092152593, 0.064
0037-329,   4, 17.8, 2013.43, 2002.09, 2019.88,  10.0730862636, 0.236, -32.7243959971, 0.500
0037-593,  12, 15.9, 2013.88, 2003.68, 2019.60,  10.0327047456, 0.296, -59.0646568460, 0.271
0038+133,   5, 12.1, 2015.32, 2007.03, 2019.13,  10.3217122904, 0.132, +13.6576462922, 0.089
0038+319,   4,  8.8, 2016.56, 2010.71, 2019.53,  10.3163916874, 0.050, +32.1854352606, 0.115
0038-019,   5,  4.2, 2017.93, 2015.92, 2020.14,  10.3583702205, 0.146,  -1.7210225306, 0.201
0038-020,   5,  4.9, 2015.77, 2013.56, 2018.42,  10.2400482108, 0.086,  -1.7755627584, 0.182
0038-326,  16, 18.1, 2018.02, 2002.09, 2020.20,  10.1277285666, 0.169, -32.4223136158, 0.370
0039+211,   3,  0.8, 2018.98, 2018.57, 2019.32,  10.4226971448, 0.321, +21.4028081986, 0.590
0039+230,  24, 26.5, 2004.18, 1992.81, 2019.32,  10.5189381971, 0.056, +23.3336283370, 0.087
0039+568,   6, 24.7, 2012.57, 1994.61, 2019.34,  10.5810486759, 0.114, +57.1434961476, 0.066
0039-407,   4,  0.7, 2018.98, 2018.56, 2019.26,  10.5051021403, 0.328, -40.5110393945, 0.134
0040+098,   6, 22.9, 2013.20, 1995.54, 2018.44,  10.6848820907, 0.117, +10.1636688126, 0.147
0041+047,   5,  1.4, 2019.80, 2019.02, 2020.39,  10.9447111450, 0.074,  +5.0488993058, 0.113
0041+677,   5, 14.2, 2014.97, 2005.52, 2019.72,  11.2114982843, 0.059, +68.0507461281, 0.040
0042+186,   5, 14.8, 2014.78, 2004.33, 2019.13,  11.1759494227, 0.074, +18.9180651326, 0.154
0042+456,   3,  1.2, 2019.02, 2018.44, 2019.63,  11.2501422517, 0.094, +45.9209092421, 0.072
0042-373,   5,  4.9, 2017.53, 2014.97, 2019.88,  11.3002753442, 0.048, -37.0967964794, 0.159
0043+044,   3,  0.7, 2019.81, 2019.32, 2020.06,  11.5523295339, 0.116,  +4.7249474051, 0.272
0043+246,   5, 15.0, 2014.82, 2004.33, 2019.32,  11.5326072648, 0.035, +24.9423678656, 0.088
0043-268,   4, 10.7, 2016.18, 2009.06, 2019.72,  11.5574006200, 0.031, -26.5317925660, 0.422
0043-392,   3, 10.8, 2015.39, 2009.06, 2019.88,  11.3771210177, 0.064, -39.0008139610, 0.205
0044+030,   8,  3.4, 2018.37, 2016.71, 2020.06,  11.7746613569, 0.057,  +3.3318848921, 0.144
0044+085,   4,  0.7, 2019.83, 2019.32, 2020.06,  11.8132506681, 0.320,  +8.7930002955, 0.347
0044+387,   5, 23.1, 2013.20, 1996.44, 2019.53,  11.6982427218, 0.079, +39.0130967074, 0.069
0044+566,   4, 23.7, 2011.07, 1994.61, 2018.35,  11.7517868252, 0.161, +56.9617762609, 0.071
0044-846,   6,  5.0, 2016.60, 2015.36, 2020.38,  11.1112052655, 0.217, -84.3777743501, 0.041
0045+079,   2,  0.8, 2019.76, 2019.38, 2020.14,  12.0982402492, 0.067,  +8.1808732618, 0.196
0045+243,   5, 22.6, 2008.56, 1996.01, 2018.58,  11.9327973258, 0.058, +24.5877760257, 0.178
0045-000,   4,  0.9, 2019.91, 2019.32, 2020.23,  12.0796744935, 0.095,  +0.2492051209, 0.123
0046+063,   7, 15.8, 2014.08, 2004.33, 2020.14,  12.2446796869, 0.163,  +6.6684648625, 0.333
0046+511,   9, 23.7, 2010.39, 1994.61, 2018.35,  12.4082966804, 0.059, +51.4704701128, 0.097
0046+861,   4, 13.9, 2013.28, 2005.55, 2019.41,  13.1369015840, 1.431, +86.4622923157, 0.085
0046-315,   5, 17.9, 2013.79, 2002.09, 2019.95,  12.3454203259, 0.129, -31.2742567952, 0.259
0047+023,  45, 24.7, 2015.42, 1995.54, 2020.26,  12.4301497353, 0.027,  +2.6177162790, 0.049
0047-051,   4,  5.6, 2017.66, 2014.61, 2020.20,  12.5897282850, 0.034,  -4.8723874787, 0.136
0047-579,  39, 31.4, 2004.87, 1988.01, 2019.37,  12.4978043395, 0.163, -57.6409277172, 0.096
0048+447,   5, 23.0, 2013.41, 1996.61, 2019.63,  12.9019739297, 0.139, +44.9933218193, 0.042
0048-071,   4,  5.6, 2017.67, 2014.61, 2020.20,  12.7842076015, 0.043,  -6.8339525848, 0.075
0048-097,1913, 39.8, 2002.61, 1981.46, 2021.27,  12.6721557568, 0.005,  -9.4847806242, 0.006
0048-427, 202, 19.4, 2014.49, 2002.09, 2021.48,  12.7895909429, 0.032, -42.4425814697, 0.047
0049+003,   5,  2.5, 2018.66, 2017.61, 2020.14,  13.0232041801, 0.190,  +0.5939301988, 0.243
0049+162,   2,  0.9, 2019.92, 2019.48, 2020.36,  13.1506849834, 0.373, +16.5501229102, 0.015
0049+437,   5, 22.1, 2008.77, 1996.44, 2018.50,  13.1159410849, 0.096, +44.0484767066, 0.082
0050-287,   5, 14.2, 2014.57, 2005.55, 2019.72,  13.2189849588, 0.104, -28.4317180137, 0.186
0051+291,   4,  5.9, 2017.22, 2013.47, 2019.38,  13.4346812088, 0.084, +29.4186389225, 0.121
0051+679,   4, 23.1, 2011.23, 1995.30, 2018.38,  13.5734238803, 0.163, +68.1864377799, 0.082
0051+706,   5, 24.0, 2013.08, 1995.30, 2019.32,  13.5736876816, 0.220, +70.8990605999, 0.085
0051-077,   5, 14.7, 2015.24, 2005.52, 2020.20,  13.4021487841, 0.129,  -7.4582280928, 0.214
0052+044,   2,  0.8, 2019.80, 2019.41, 2020.20,  13.8259594779, 0.185,  +4.7356900562, 0.424
0052+076,   2,  0.8, 2019.80, 2019.41, 2020.20,  13.7783136902, 0.213,  +7.9237154863, 0.298
0052-125,   5, 14.4, 2015.18, 2005.50, 2019.95,  13.7990940802, 0.027, -12.2991936947, 0.154
0052-201,   5, 12.8, 2012.28, 2005.42, 2018.23,  13.6372853081, 0.124, -19.8836116887, 0.249
0054+078,   6,  2.7, 2018.93, 2017.47, 2020.20,  14.3281932064, 0.413,  +8.0935873856, 0.709
0054+161, 184, 25.2, 2015.67, 1996.20, 2021.37,  14.2303930191, 0.012, +16.4203725048, 0.014
0054-006,   8, 14.6, 2016.63, 2005.55, 2020.20,  14.3208425629, 0.046,  -0.4092159252, 0.083
0055+032,   2,  0.8, 2019.84, 2019.41, 2020.26,  14.6109250049, 0.074,  +3.4860095097, 0.242
0055+040,   2,  0.8, 2019.80, 2019.41, 2020.20,  14.4216110433, 0.238,  +4.3063214094, 0.354
0055+060,   5, 15.1, 2011.72, 2004.33, 2019.41,  14.6408523748, 0.142,  +6.3350204103, 0.080
0055+329,   5, 14.1, 2015.13, 2005.52, 2019.63,  14.6336208509, 0.081, +33.1881151225, 0.043
0055-016,   4,  2.1, 2018.95, 2018.14, 2020.26,  14.3954358434, 0.193,  -1.3909863850, 0.330
0055-059, 137, 12.9, 2014.74, 2008.39, 2021.31,  14.5211096200, 0.023,  -5.6645216861, 0.035
0055-328,   5, 17.9, 2014.47, 2002.09, 2019.95,  14.5092930051, 0.030, -32.5724306035, 0.124
0055-340,   6,  7.2, 2017.27, 2012.76, 2019.95,  14.5651742680, 0.125, -33.7993040316, 0.283
0056+579,   5, 17.4, 2014.27, 2002.09, 2019.51,  14.9675374153, 0.117, +58.2065786649, 0.070
0056-001,  20, 29.7, 2001.83, 1989.96, 2019.63,  14.7729788870, 0.082,  +0.1143390864, 0.152
0056-187,   5,  5.0, 2017.63, 2014.97, 2019.95,  14.6552755534, 1.573, -18.4936252863, 2.428
0056-572,  16, 30.5, 2007.25, 1987.44, 2017.90,  14.6940879938, 0.237, -56.9865195674, 0.189
0057+028,   2,  0.8, 2019.84, 2019.41, 2020.26,  15.0380994123, 0.151,  +3.0867582585, 0.177
0057+334,   5, 14.1, 2015.13, 2005.52, 2019.63,  15.1595446512, 0.066, +33.7517004761, 0.170
0057+678,   5, 24.4, 2012.96, 1995.30, 2019.72,  15.2152664651, 0.616, +68.1390363383, 0.184
0057-338,   4, 12.0, 2015.81, 2007.93, 2019.95,  15.0391290382, 0.051, -33.6255383032, 0.120
0058+058,   4,  4.7, 2016.69, 2014.68, 2019.41,  15.3111255512, 0.195,  +6.0956957588, 0.398
0058+498,   5, 22.9, 2011.76, 1996.61, 2019.51,  15.3208230514, 0.292, +50.0791639257, 0.151
0059+163,   7, 23.1, 2007.99, 1996.01, 2019.13,  15.4904981351, 0.072, +16.6613759876, 0.282
0059+581,2983, 29.2, 2006.14, 1992.27, 2021.44,  15.6906765450, 0.004, +58.4030935124, 0.002
0059-287,   5, 22.1, 2013.59, 1997.66, 2019.72,  15.4682904071, 0.267, -28.5223403462, 1.813
0100+151,   2,  0.9, 2019.92, 2019.48, 2020.36,  15.8583404309, 0.069, +15.4401848641, 0.232
0100-270,   5, 12.7, 2015.55, 2007.03, 2019.72,  15.7348079648, 0.174, -26.7768101115, 0.304
0100-760,   4,  1.5, 2017.22, 2016.57, 2018.07,  15.5777504388, 0.782, -75.7810362622, 0.173
0101+113,   5,  4.6, 2017.49, 2014.60, 2019.16,  16.0442532345, 0.070, +11.5711945537, 0.137
0101-126,   6,  4.9, 2018.13, 2015.21, 2020.06,  15.9383706777, 0.203, -12.3789265011, 0.817
0102+480,   5, 23.0, 2013.22, 1996.61, 2019.63,  16.4580340349, 0.039, +48.3175536072, 0.070
0102+511,   6, 22.9, 2012.41, 1996.61, 2019.51,  16.3731604343, 0.135, +51.4296057091, 0.122
0102-245,   5, 21.1, 2009.24, 1997.50, 2018.57,  16.2425224007, 0.060, -24.2745683522, 0.185
0103+057,   6,  2.7, 2017.98, 2016.75, 2019.44,  16.4965418614, 0.094,  +6.0164767498, 0.207
0103+127,   7, 23.3, 2013.68, 1996.20, 2019.46,  16.6389853590, 0.079, +13.0007235020, 0.146
0103+253,   5, 23.0, 2013.27, 1996.37, 2019.38,  16.5457040515, 0.074, +25.6584710940, 0.114
0103+337,   5, 23.3, 2013.30, 1996.37, 2019.63,  16.5012220864, 0.120, +34.0341627847, 0.237
0103-021,   4,  5.7, 2017.69, 2014.61, 2020.26,  16.5958094805, 0.230,  -1.9273376329, 0.250
0104+195,   5, 13.8, 2014.98, 2005.36, 2019.16,  16.7192967939, 0.096, +19.8507116283, 0.090
