iers_name, num_ses, obs_len, mean_epoch, beg_epoch, end_epoch, mean_ra, sigma_ra, mean_dec, sigma_dec
1040+244, 313, 24.8, 2015.47, 1996.37, 2021.15, 160.7876490803, 0.094, +24.1431692799, 0.086
1040-414,   4,  3.0, 2016.12, 2015.35, 2018.38, 160.6849996918, 0.875, -41.7238191229, 1.426
1041+536,   3, 24.0, 2009.20, 1994.61, 2018.57, 161.0444707035, 0.281, +53.3723724716, 0.101
1041-452,   4,  1.5, 2018.75, 2017.70, 2019.19, 160.9642594457, 0.434, -45.5026563036, 2.471
1042+071,  32, 26.7, 2011.94, 1994.40, 2021.07, 161.2329634791, 0.108,  +6.9272952173, 0.418
1042+178,   4, 21.1, 2003.66, 1996.00, 2017.06, 161.3098323419, 0.276, +17.5966898608, 0.717
1043+066,  10, 23.3, 2005.23, 1995.54, 2018.88, 161.4697220061, 0.249,  +6.4101254952, 0.465
1043+541,   3, 24.0, 2009.20, 1994.61, 2018.57, 161.6001599953, 0.265, +53.9072876310, 0.096
1043-291,   3, 20.9, 2010.27, 1997.65, 2018.57, 161.4192737336, 0.166, -29.4573150550, 1.299
1043-29G,   2,  0.4, 2018.77, 2018.57, 2018.97, 161.5413718360, 0.707, -29.3527323615, 2.921
1044+007,   3, 13.4, 2012.14, 2005.52, 2018.92, 161.7785999493, 0.184,  +0.4936343959, 0.630
1044+719,1232, 30.1, 2002.79, 1990.58, 2020.67, 162.1150829406, 0.047, +71.7266495778, 0.016
1044-128,   2, 20.0, 2007.34, 1997.35, 2017.32, 161.7663787879, 0.011, -13.1423383151, 0.051
1045+011,   3, 23.4, 2009.81, 1995.54, 2018.92, 162.0322691118, 0.219,  +0.9287449608, 0.209
1045+019,   7, 23.4, 2013.50, 1995.54, 2018.92, 162.0952829644, 1.667,  +1.6966988391, 3.145
1045+063,   1,  0.0, 2020.05, 2020.05, 2020.05, 162.1236933674, 0.000,  +6.0771934941, 0.000
1045+155,   1,  0.0, 2018.97, 2018.97, 2018.97, 162.0050256349, 0.000, +15.2440062391, 0.000
1045-188, 150, 33.0, 2012.36, 1988.04, 2021.04, 162.0275858717, 0.074, -19.1599242681, 0.127
1045-620,  17, 15.7, 2017.21, 2003.64, 2019.34, 161.9289676143, 0.805, -62.2873979821, 0.911
1046+835,   1,  0.0, 2018.44, 2018.44, 2018.44, 163.0758668742, 0.000, +83.2907308278, 0.000
1046+867,   1,  0.0, 2018.44, 2018.44, 2018.44, 163.5928108460, 0.000, +86.4933715737, 0.000
1046-222,   2, 10.1, 2013.55, 2008.52, 2018.58, 162.3411210878, 0.707, -22.5187512197, 1.870
1046-409,  16, 12.0, 2015.28, 2008.06, 2020.04, 162.1594628667, 0.383, -41.2333654126, 0.711
1047+038,   1,  0.0, 2020.05, 2020.05, 2020.05, 162.4062524596, 0.000,  +3.6044184522, 0.000
1047+048,   2,  2.1, 2017.85, 2016.78, 2018.92, 162.5419200315, 8.505,  +4.5469767630, 5.373
1047+147,   2,  8.8, 2012.66, 2008.25, 2017.06, 162.4430315985, 0.100, +14.4940482826, 0.232
1048+207,   3, 14.2, 2013.35, 2004.33, 2018.50, 162.7557261443, 0.105, +20.4555473503, 0.173
1048+347,   4, 22.0, 2011.70, 1996.37, 2018.33, 162.7421793095, 0.277, +34.5030384323, 0.356
1048+470,   4, 21.5, 2011.60, 1996.61, 2018.07, 162.8162327247, 0.617, +46.7381578830, 0.344
1048-313,  30, 29.3, 2004.91, 1989.31, 2018.58, 162.7699065957, 0.212, -31.6373078739, 0.290
1048-470,   3,  0.5, 2018.00, 2017.70, 2018.16, 162.7225155867, 0.772, -47.3179325494, 0.604
1048-526,  10,  9.8, 2017.14, 2008.70, 2018.47, 162.6584518047, 0.990, -52.8300915615, 1.300
1049+215,  52, 30.2, 2007.53, 1990.11, 2020.29, 162.9532877565, 0.093, +21.3311983095, 0.107
1049-534,   3,  0.6, 2018.07, 2017.70, 2018.35, 162.7879157209, 0.875, -53.7462624124, 1.104
1049-650,   4,  4.3, 2004.95, 2003.68, 2007.97, 162.8480061716, 6.354, -65.3023950271, 2.072
1049-726,   1,  0.0, 2008.70, 2008.70, 2008.70, 162.6885408059, 0.000, -72.9089757525, 0.000
1050+024,   2,  2.4, 2018.83, 2017.60, 2020.05, 163.2099086232, 4.416,  +2.1570620513,43.807
1050+341,   3,  1.9, 2018.15, 2017.14, 2018.99, 163.2085833342, 2.248, +33.9180634463, 2.151
1051+391,   2,  0.7, 2018.66, 2018.33, 2018.99, 163.6328822392, 1.194, +38.9226806345, 0.559
1051+397,   3, 11.4, 2014.15, 2006.96, 2018.35, 163.6350927954, 0.928, +39.4701064243, 1.885
1052+023,   3,  1.1, 2017.52, 2016.92, 2018.05, 163.8219683241, 0.529,  +2.0958075488, 4.480
1053+704, 509, 27.7, 2015.00, 1993.42, 2021.15, 164.2234062727, 0.098, +70.1960876441, 0.034
1053+815, 806, 31.9, 2005.57, 1989.07, 2021.00, 164.5480641361, 0.196, +81.2424097742, 0.025
1054+004,   3, 10.6, 2013.50, 2007.48, 2018.05, 164.3156973477, 0.809,  +0.2009953097, 4.834
1054-234,   4, 21.1, 2007.08, 1997.50, 2018.58, 164.3517552522, 0.095, -23.7004757273, 0.422
1055+018, 402, 39.6, 2000.08, 1981.46, 2021.04, 164.6233550061, 0.169,  +1.5663398100, 0.251
1055+201,   6, 23.2, 2009.05, 1996.00, 2019.17, 164.5745867871, 0.401, +19.8641303710, 0.514
1055+285,   3,  4.1, 2016.72, 2014.41, 2018.51, 164.6245622404, 0.247, +28.2961699395, 1.050
1055+433,   4, 21.6, 2011.56, 1996.43, 2018.07, 164.5121700548, 0.367, +43.0781959971, 0.270
1055+567,   3, 24.0, 2009.20, 1994.61, 2018.58, 164.6571986826, 0.267, +56.4697797304, 0.151
1055-028,   3, 14.1, 2012.40, 2004.35, 2018.44, 164.5458777867, 0.562,  -3.1575707327, 1.309
1055-242,   4, 21.1, 2011.23, 1997.50, 2018.58, 164.4808692737, 3.236, -24.5635702514, 5.547
1055-248,   4, 21.1, 2007.08, 1997.50, 2018.58, 164.4755569702, 0.219, -25.1580731180, 0.143
1055-301,  11, 14.3, 2007.39, 2004.33, 2018.58, 164.5017808890, 0.674, -30.4152857360, 1.054
1056+212,  16, 22.0, 2009.35, 1996.00, 2018.01, 164.9126777820, 0.115, +20.9560988172, 0.253
1056-113,   1,  0.0, 1997.35, 1997.35, 1997.35, 164.8017766082, 0.000, -11.5729945707, 0.000
1057+100,   2,  0.9, 2018.51, 2018.05, 2018.97, 165.0841912294, 5.262,  +9.8265784347, 7.087
1057+411,   1,  0.0, 2018.07, 2018.07, 2018.07, 164.9662755726, 0.000, +40.8539448336, 0.000
1057-797,1655, 33.1, 2011.13, 1988.01, 2021.15, 164.6804573715, 0.150, -80.0650443983, 0.025
1058+393,   3, 21.9, 2010.64, 1996.43, 2018.35, 165.3752901404, 0.591, +39.0757317340, 0.412
1058+629,   4, 23.0, 2011.22, 1995.30, 2018.35, 165.4727120678, 1.248, +62.6973902265, 0.201
1058+726,   4, 23.0, 2007.54, 1995.30, 2018.33, 165.4533553108, 0.243, +72.4269772853, 0.177
1058-425,   1,  0.0, 2018.56, 2018.56, 2018.56, 165.2096557268, 0.000, -42.8203621058, 0.000
1059+025,   3,  1.5, 2018.01, 2017.47, 2018.97, 165.4059673606, 9.587,  +2.2533857908,31.004
1059+229,   4, 13.0, 2013.82, 2005.52, 2018.51, 165.5131020284, 0.702, +22.6989234603, 0.852
1059+282, 125, 24.7, 2016.84, 1996.37, 2021.10, 165.5595352645, 0.071, +27.9524137453, 0.075
1059+289,   2,  0.5, 2018.75, 2018.51, 2018.99, 165.5494127278, 1.530, +28.6780858905, 1.488
1059+599,   2, 11.6, 2012.81, 2007.03, 2018.58, 165.6781785120, 0.276, +59.6887735278, 0.350
1059-438,   3,  9.4, 2013.83, 2009.06, 2018.42, 165.5201504653, 0.590, -44.0730104279, 1.116
1059-631,   4,  0.8, 2018.13, 2017.64, 2018.47, 165.4765768454, 0.703, -63.4229452822, 1.861
1100+122,  39, 16.4, 2015.84, 2004.33, 2020.73, 165.7647075971, 0.075, +11.9712845038, 0.166
1100+223,   5, 22.5, 2008.47, 1996.00, 2018.51, 165.8461151387, 0.226, +22.0604778426, 0.870
1100+305,   4, 22.0, 2008.07, 1996.37, 2018.35, 165.8054247209, 0.553, +30.2451952486, 0.459
1100+772,   1,  0.0, 2018.35, 2018.35, 2018.35, 166.0577572919, 0.000, +76.9828319277, 0.000
1100+798,   4, 23.0, 2007.13, 1995.30, 2018.33, 166.0231593306, 1.550, +79.5480431931, 0.311
1101+077,   3,  2.5, 2016.51, 2015.54, 2018.07, 166.1002977470, 0.332,  +7.5147730092, 0.572
1101+384, 563, 26.6, 2005.48, 1994.46, 2021.04, 166.1138080877, 0.037, +38.2088330650, 0.029
1101+609,   4, 23.7, 2009.29, 1994.61, 2018.35, 166.2237281285, 1.585, +60.6486986134, 0.760
1101-325,  16, 19.3, 2005.73, 1999.32, 2018.61, 165.8813600103, 0.243, -32.8546371835, 0.393
1101-536,  71, 28.5, 2004.38, 1990.60, 2019.13, 165.9675904396, 0.178, -53.9501935791, 0.355
1102-242,   5, 21.1, 2009.19, 1997.50, 2018.61, 166.1924019008, 0.159, -24.5238333621, 0.281
1102-392,   4, 14.2, 2010.74, 2004.40, 2018.61, 166.2961723779, 0.919, -39.4783753842, 0.615
1103+023,   4, 15.4, 2014.05, 2004.35, 2019.79, 166.4124701680, 0.597,  +2.0492981304, 0.499
1103+284,   4, 13.1, 2013.83, 2005.52, 2018.57, 166.5302573311, 0.282, +28.2130736768, 0.644
1103-006,   2,  0.1, 2017.54, 2017.47, 2017.60, 166.6323937978, 4.956,  -0.8812284582,61.883
1103-267,   3,  4.0, 2016.75, 2014.59, 2018.61, 166.4959099410, 0.175, -26.9925325716, 0.364
1104+167,   3, 21.0, 2003.08, 1996.00, 2017.05, 166.8126975753, 0.192, +16.4672905932, 0.394
1104+525,   3, 13.2, 2012.79, 2005.36, 2018.58, 166.8576157913, 0.766, +52.3254544964, 0.539
1104+728,  54, 25.0, 2014.33, 1995.30, 2020.35, 166.9238439760, 0.729, +72.5433344503, 0.619
1104-121,   1,  0.0, 2015.06, 2015.06, 2015.06, 166.7763737430, 0.000, -12.4418941406, 0.000
1104-445, 725, 33.7, 2010.26, 1987.44, 2021.14, 166.7862255125, 0.112, -44.8187828828, 0.109
1105+437,   5, 21.6, 2009.74, 1996.43, 2018.07, 167.0978206378, 0.437, +43.5149049652, 0.315
1105-680,  21, 25.7, 2006.11, 1992.39, 2018.07, 166.8028962973, 0.761, -68.3474245202, 0.368
1106+023,   4, 12.7, 2012.94, 2005.42, 2018.07, 167.1895351769, 0.369,  +2.0446955787, 0.229
1106+084,   3, 12.5, 2011.52, 2005.55, 2018.07, 167.1562451815, 0.518,  +8.1837736583, 0.250
1106+380,   3, 16.3, 2012.53, 2002.09, 2018.35, 167.3702245058, 0.814, +37.7419739839, 0.461
1107+072,   2,  1.4, 2018.29, 2017.60, 2018.97, 167.4635587928,13.065,  +6.9823075198, 7.632
1107+443,   4, 20.7, 2006.20, 1996.43, 2017.15, 167.6931073823, 0.347, +44.0572015702, 0.215
1107+485,   4, 20.5, 2008.99, 1996.61, 2017.15, 167.6513502322, 0.324, +48.2979026805, 0.255
1107+607,   4, 23.7, 2011.05, 1994.61, 2018.35, 167.5545342467, 1.163, +60.4784910138, 0.269
1107-187,   2,  0.2, 1997.58, 1997.50, 1997.65, 167.5016954443, 1.191, -18.9802068867, 1.343
1108+052,   1,  0.0, 2021.07, 2021.07, 2021.07, 167.7038688136, 0.000,  +4.9355657042, 0.000
1108+201,   3, 21.0, 2003.08, 1996.00, 2017.05, 167.8336070392, 0.160, +19.9266667439, 0.205
1108+527,   2,  5.3, 2015.94, 2013.28, 2018.61, 167.7745088526, 0.114, +52.4636107891, 0.368
1109+027,   1,  0.0, 2019.94, 2019.94, 2019.94, 167.9652967130, 0.000,  +2.4804131879, 0.000
1109+076,   3, 13.5, 2012.86, 2005.52, 2019.06, 168.0398272425, 0.529,  +7.4136431640, 1.799
1109+350,   3, 12.9, 2013.69, 2005.52, 2018.38, 168.1615384610, 1.573, +34.7775303819, 0.453
1109+353,   2,  1.2, 2017.77, 2017.15, 2018.38, 168.1385276871, 1.635, +35.0608963191, 0.442
1109-567,   8, 11.4, 2017.01, 2007.97, 2019.34, 168.0302905724, 5.244, -57.0610437570, 3.782
1110-217,   5, 21.1, 2009.05, 1997.50, 2018.61, 168.2077035012, 0.763, -21.9748194441, 0.896
1110-355,   3, 14.3, 2012.47, 2004.35, 2018.61, 168.2561758467, 0.308, -35.8300760303, 0.874
1110-374,   2,  0.4, 2018.80, 2018.61, 2018.99, 168.1533559021, 1.853, -37.7625589253, 0.387
1111+149, 208, 33.5, 2012.88, 1987.57, 2021.10, 168.4945628286, 0.262, +14.7074868818, 0.394
1112-080,   3, 21.1, 2010.07, 1997.35, 2018.44, 168.6356276516, 0.208,  -8.2775008182, 0.370
1112-365,   2,  4.2, 2016.55, 2014.44, 2018.67, 168.7428898685, 0.414, -36.8777902940, 0.230
1113+087,   5, 24.0, 2009.54, 1995.54, 2019.54, 169.0415557487, 0.468,  +8.4894534215, 0.178
1113-307,   3, 13.3, 2012.82, 2005.36, 2018.67, 168.9950603437, 0.712, -30.9909534083, 0.671
1115-023,   2,  0.5, 2018.70, 2018.44, 2018.97, 169.3910305286, 1.642,  -2.6001125426, 3.001
1115-122,   3, 20.9, 2009.77, 1997.35, 2018.27, 169.5714220591, 0.741, -12.5484058854, 1.177
1115-306,   3, 16.6, 2010.75, 2002.09, 2018.67, 169.5858755686, 0.061, -30.9162574991, 0.592
1116+128,  44, 30.0, 2000.57, 1988.31, 2018.27, 169.7387559165, 0.436, +12.5782551421, 0.497
1116+227,   4,  4.6, 2016.04, 2013.95, 2018.57, 169.8763255883, 0.032, +22.4470476186, 0.417
1116+603,   4, 11.4, 2014.29, 2006.96, 2018.35, 169.8097724660, 1.038, +60.0825571062, 0.906
1116-462,  35, 30.3, 2009.40, 1990.60, 2020.86, 169.6123233395, 0.334, -46.5708337403, 0.468
1117+044,   4, 24.3, 2011.60, 1995.54, 2019.79, 169.9284342247, 0.128,  +4.1744243584, 0.536
1117+146,   7, 25.0, 2004.75, 1993.30, 2018.27, 170.1158668794, 1.860, +14.3486052283, 2.261
1117+543,   2,  4.2, 2016.51, 2014.41, 2018.61, 170.0967895844, 0.247, +54.0741974820, 0.400
1117-124,   3, 20.9, 2010.01, 1997.35, 2018.27, 170.0503351920, 0.639, -12.7271744277, 0.835
1117-248,   5,  8.0, 2016.58, 2010.93, 2018.97, 170.0380127745,23.775, -25.1354874029,20.466
1117-270,   9, 21.9, 2014.68, 1997.65, 2019.60, 170.0674651476, 2.010, -27.3184351324, 0.777
1118+000,   2,  4.1, 2016.46, 2014.41, 2018.50, 170.3309259312, 0.506,  -0.2212376483, 0.276
1118+073,   3, 21.5, 2008.87, 1995.54, 2017.06, 170.1601816226, 0.183,  +7.0797702209, 0.103
1118-056,   3, 21.2, 2010.09, 1997.35, 2018.50, 170.3546166963, 0.292,  -5.8990110077, 0.471
1118-140,   3, 20.8, 2010.06, 1997.50, 2018.27, 170.2315150072, 0.703, -14.3416454909, 0.743
1119+183,   6, 22.3, 2006.32, 1996.00, 2018.27, 170.6237978111, 0.161, +18.0906510257, 0.484
1119-044,   3, 13.0, 2012.87, 2005.52, 2018.50, 170.4296427850, 0.268,  -4.7100417221, 0.293
1119-069,   5, 12.9, 2013.78, 2005.55, 2018.50, 170.4255121124, 0.538,  -7.1850949774, 0.820
1119-252,   5, 21.2, 2009.06, 1997.50, 2018.67, 170.5239300656, 0.189, -25.5427309482, 0.329
1120+510,   2,  4.0, 2016.60, 2014.59, 2018.61, 170.9046335531, 0.521, +50.7588444738, 0.272
1120-274,   4, 13.2, 2013.92, 2005.52, 2018.67, 170.7350417335, 0.381, -27.7134624650, 0.308
1121+234,   4, 11.5, 2014.23, 2007.03, 2018.57, 171.1316178843, 0.164, +23.1322092120, 0.152
1121+238,   7, 21.2, 2003.82, 1996.00, 2017.24, 171.0112745732, 0.116, +23.6127418985, 0.248
1121+518,   2,  2.5, 2017.36, 2016.11, 2018.61, 171.0548605754, 2.227, +51.5637099404, 0.479
1121+661,   3,  3.1, 2016.97, 2015.31, 2018.38, 171.1027758122, 2.459, +65.9170504846, 0.822
1121-147,   3, 12.7, 2012.74, 2005.55, 2018.27, 171.0106896608, 0.758, -15.0330412363, 0.766
1121-200,   3,  4.2, 2016.72, 2014.44, 2018.67, 170.8897646140, 0.208, -20.3369557927, 0.102
1123+002,   5,  2.3, 2017.75, 2016.74, 2019.06, 171.4262030581,14.797,  +0.0170312280,30.060
1123+203,   5, 22.6, 2008.50, 1996.00, 2018.57, 171.4947580824, 0.110, +20.0984269854, 0.180
1123+264, 322, 33.6, 2007.77, 1987.50, 2021.08, 171.4737996786, 0.122, +26.1722162479, 0.121
1123-356,   3,  4.2, 2015.86, 2014.44, 2018.67, 171.3811741244, 0.450, -35.9509311049, 0.762
1124+067,   3, 11.5, 2012.52, 2005.52, 2017.06, 171.7214417938, 0.621,  +6.4324834772, 1.025
1124+455,   3, 20.6, 2009.60, 1996.61, 2017.23, 171.7402289223, 0.236, +45.2684123995, 0.312
1124+571,   5, 24.1, 2011.30, 1994.61, 2018.67, 171.9172298629, 1.581, +56.8374432833, 0.562
1124-056,   3, 13.0, 2011.50, 2005.52, 2018.51, 171.7396801474, 0.099,  -5.9313293582, 0.196
1124-073,   3, 21.2, 2010.15, 1997.35, 2018.51, 171.8018179332, 0.261,  -7.5867122233, 1.057
1124-186,2081, 33.9, 2008.91, 1987.22, 2021.15, 171.7683018498, 0.026, -18.9548449455, 0.029
1124-382,   4, 14.4, 2010.79, 2004.33, 2018.72, 171.6838890962, 0.469, -38.4789027263, 0.611
1125+062,   4, 12.7, 2009.25, 2004.33, 2017.06, 171.9021898218, 1.364,  +5.9255721878, 0.452
1125+213,   5, 22.6, 2008.50, 1996.00, 2018.58, 172.1480890003, 0.134, +21.0437101667, 0.240
1125+221,   2,  0.4, 2018.79, 2018.58, 2018.99, 171.9602798516, 1.813, +21.8930017856, 0.414
1125+366,  36, 23.9, 2015.90, 1996.43, 2020.35, 171.9952951382, 0.247, +36.3412086237, 0.221
1125+596,   6, 24.5, 2000.23, 1994.19, 2018.67, 172.0555863657, 0.462, +59.4207775015, 0.161
1125-110,   2,  3.9, 2016.37, 2014.41, 2018.33, 172.1026859262, 0.816, -11.3716806721, 0.988
1126+109,   3,  6.7, 2015.66, 2011.59, 2018.27, 172.1897898100, 0.393, +10.6519394733, 0.967
1126+237,   2,  1.1, 2018.04, 2017.49, 2018.58, 172.2153957440, 0.097, +23.4381509622, 0.357
1127+078,   2,  1.4, 2017.59, 2016.92, 2018.27, 172.5724256705, 0.966,  +7.5369530078, 0.844
1127-023,   4,  3.0, 2018.49, 2016.78, 2019.79, 172.4704963590, 0.494,  -2.6688262536, 1.074
1127-045,   3,  1.7, 2019.24, 2018.51, 2020.23, 172.3979646507, 1.345,  -4.7831934944, 2.332
1127-145,  44, 36.1, 2001.56, 1982.79, 2018.89, 172.5293861277, 1.713, -14.8242770270, 6.366
1127-358,   3, 16.4, 2011.28, 2002.37, 2018.72, 172.5184034224, 0.510, -36.1344682503, 0.968
1127-368,   3, 13.4, 2012.90, 2005.36, 2018.72, 172.4824326046, 0.835, -37.1326003426, 1.125
1127-443,   3,  9.7, 2013.71, 2008.70, 2018.42, 172.3821748325, 0.654, -44.5972041168, 0.849
1128+090,   3, 13.9, 2013.22, 2004.35, 2018.27, 172.6497976226, 1.094,  +8.7786410216, 2.018
1128+308,   3, 22.0, 2010.66, 1996.37, 2018.38, 172.6767884068, 1.146, +30.5264966033, 0.331
1128+385,1641, 33.7, 2004.24, 1987.49, 2021.15, 172.7220108861, 0.023, +38.2551519343, 0.028
1128+517,   2,  2.6, 2017.39, 2016.11, 2018.67, 172.8562044418, 1.498, +51.4826255358, 0.341
1128-047,  15, 25.4, 2006.18, 1993.31, 2018.70, 172.8771531900, 0.297,  -5.0054604050, 0.334
1129-161,   2,  6.2, 2015.22, 2012.11, 2018.33, 172.9031163155, 0.216, -16.4759541582, 0.645
1129-580,  26, 15.3, 2010.21, 2003.82, 2019.13, 172.9303667474, 0.389, -58.3148455029, 0.449
1130+005,   6, 14.2, 2016.31, 2005.52, 2019.69, 173.2626248812, 0.371,  +0.2636056402, 0.786
1130+008,   2,  1.5, 2017.51, 2016.74, 2018.27, 173.1900790451, 0.228,  +0.5743965053, 0.404
1130+009,  74, 32.7, 2007.07, 1988.32, 2021.07, 173.3335658066, 0.135,  +0.6813438440, 0.348
1130+106,   4,  2.8, 2016.98, 2015.54, 2018.33, 173.2478699364, 0.155, +10.3950593887, 0.359
1130-037,   2,  0.4, 2018.77, 2018.57, 2018.97, 173.2713007155, 2.224,  -4.0132481769, 3.704
1130-741,   1,  0.0, 2008.70, 2008.70, 2008.70, 173.0796252180, 0.000, -74.4191737191, 0.000
1131+012,   1,  0.0, 2021.07, 2021.07, 2021.07, 173.4899487063, 0.000,  +0.9795347078, 0.000
1131+730,   5, 23.0, 2011.25, 1995.30, 2018.35, 173.5475336361, 1.019, +72.8222371097, 0.639
1131-088,   2,  5.9, 2015.61, 2012.64, 2018.57, 173.3999701927, 0.039,  -9.0898337139, 0.977
1132-306,   3, 13.3, 2012.91, 2005.42, 2018.72, 173.8365694332, 0.234, -30.9416472873, 0.389
1133+344,   3, 12.9, 2013.71, 2005.52, 2018.38, 174.1139335381, 1.778, +34.1276343500, 0.565
1133+704,  13, 21.0, 2002.23, 1996.60, 2017.65, 174.1100349791, 0.415, +70.1575852102, 0.207
1133-032, 318, 23.7, 2015.78, 1997.35, 2021.10, 174.1024038717, 0.063,  -3.5081935434, 0.105
1133-041,   4, 13.1, 2013.66, 2005.52, 2018.57, 173.9926457232, 0.232,  -4.4744131344, 2.105
1133-681,   3,  0.7, 2018.02, 2017.64, 2018.35, 174.0087422378, 0.936, -68.4516178943, 0.713
1134-739,   6, 14.8, 2011.78, 2003.68, 2018.47, 174.0402487192, 1.337, -74.2625761850, 0.237
1135+480,   3, 20.6, 2009.60, 1996.61, 2017.23, 174.5880755005, 0.304, +47.7542769507, 0.222
1136+408,   3, 20.8, 2009.54, 1996.43, 2017.23, 174.7613925770, 0.282, +40.5485671033, 0.132
1136+771,   3, 23.0, 2010.29, 1995.30, 2018.35, 174.9647463484, 2.327, +76.9089851933, 0.313
1136-135,   3, 21.0, 2010.03, 1997.35, 2018.33, 174.7945940301, 0.086, -13.8454552499, 1.165
1136-156,   5, 21.1, 2013.40, 1997.50, 2018.58, 174.8732334986, 0.258, -15.8810144813, 1.146
1136-466,   3,  3.1, 2016.38, 2015.35, 2018.42, 174.7314960659, 0.660, -46.8950716151, 1.652
1137+123,   2,  1.2, 2017.73, 2017.14, 2018.33, 175.1156025145, 0.191, +12.0522971860, 0.025
1137+660,   3,  8.8, 2015.06, 2009.58, 2018.38, 174.9876073178, 1.742, +65.7970786552, 0.891
1137-272,   4, 13.2, 2013.94, 2005.55, 2018.72, 175.0441602772, 0.479, -27.5112926538, 0.188
1138+006,   4,  1.5, 2017.55, 2016.78, 2018.33, 175.3344547007, 4.058,  +0.3824328289,27.984
1138+644,   4, 23.1, 2011.23, 1995.30, 2018.38, 175.3009516192, 1.427, +64.1681965553, 0.750
1138-120,   2,  3.8, 2016.47, 2014.59, 2018.35, 175.3508208018, 0.098, -12.2774012575, 2.198
1138-277,   3,  5.3, 2016.44, 2013.47, 2018.72, 175.2140386920, 0.458, -28.0107581263, 0.460
1139+160,   3, 12.8, 2013.67, 2005.55, 2018.33, 175.5322329261, 0.755, +15.7983831920, 0.827
1140+188,   4, 22.3, 2006.93, 1996.00, 2018.35, 175.8586235950, 0.146, +18.5773224947, 0.380
1140+190,   2,  0.8, 2017.91, 2017.49, 2018.33, 175.7751195058, 0.083, +18.7285765837, 0.677
1140+668,   5, 23.1, 2012.31, 1995.30, 2018.38, 175.9233477980, 1.671, +66.5586750123, 0.674
1141+011,   3, 12.8, 2013.63, 2005.52, 2018.33, 176.0363074444, 0.286,  +0.9100934935, 0.799
1142+052,   7, 22.8, 2009.45, 1995.54, 2018.33, 176.3388132775, 0.469,  +4.9240798790, 0.592
1142+134,   2,  1.2, 2017.75, 2017.15, 2018.35, 176.3122963924, 0.182, +13.1709396031, 0.716
1142+198,  17, 20.9, 2001.62, 1996.83, 2017.68, 176.2708710360, 0.137, +19.6063169685, 0.265
1142+422,   2,  2.3, 2016.10, 2014.97, 2017.23, 176.3583245824, 0.305, +41.9397522104, 0.324
1142-225,  12, 22.9, 2013.96, 1997.50, 2020.37, 176.3418617816, 0.668, -22.8420394833, 0.688
1143+052,   3,  1.9, 2018.16, 2017.14, 2019.02, 176.6322557175, 0.314,  +4.9720247650, 0.375
1143+446,   3, 20.6, 2008.71, 1996.61, 2017.24, 176.4104942278, 0.620, +44.3394208066, 0.419
1143+590,   4, 24.1, 2009.76, 1994.61, 2018.72, 176.6121318455, 1.253, +58.8095174402, 0.902
1143-031,   1,  0.0, 2020.23, 2020.23, 2020.23, 176.6149564643, 0.000,  -3.3973526301, 0.000
1143-245,  48, 31.1, 2005.44, 1989.31, 2020.44, 176.5337637701, 0.107, -24.7924709468, 0.413
1143-287,  20, 21.1, 2007.41, 1997.65, 2018.73, 176.6091189828, 0.471, -28.9884736177, 0.487
1143-332,  38, 12.8, 2016.47, 2007.58, 2020.35, 176.6185487967, 0.349, -33.4785089399, 0.625
1143-696,  46, 15.7, 2013.08, 2003.64, 2019.34, 176.4734341346, 0.584, -69.9004995128, 0.409
1144+352,   6, 22.0, 2004.31, 1996.43, 2018.42, 176.8422050619, 4.318, +35.0187591038, 2.515
1144+402, 769, 38.6, 2011.54, 1982.46, 2021.04, 176.7429079309, 0.050, +39.9761956533, 0.041
1144+542,   3, 24.1, 2009.31, 1994.61, 2018.72, 176.6841846416, 0.411, +53.9453008121, 0.255
1144-043,   3,  2.6, 2018.93, 2017.60, 2020.23, 176.7702686993,17.640,  -4.5950726438,48.843
1144-379,1805, 31.7, 2010.20, 1989.43, 2021.15, 176.7557112755, 0.041, -38.2030620872, 0.036
1145+268, 177, 24.8, 2014.57, 1996.37, 2021.14, 176.9990162627, 0.099, +26.5950922969, 0.101
1145+321,   1,  0.0, 2018.42, 2018.42, 2018.42, 177.0786667885, 0.000, +31.9027828217, 0.000
1145-005,   3, 13.1, 2012.89, 2005.52, 2018.57, 177.0299665266, 0.278,  -0.7793535857, 0.223
1145-071, 247, 33.0, 2006.39, 1988.04, 2021.02, 176.9648084235, 0.063,  -7.4114280451, 0.104
1145-676,   6,  3.8, 2016.39, 2015.35, 2019.19, 176.8891638978, 2.456, -67.8949362023, 0.729
1146+189,   4, 22.3, 2006.93, 1996.00, 2018.35, 177.1574030179, 0.280, +18.6691581291, 0.356
1146+286,   4, 13.1, 2013.86, 2005.52, 2018.58, 177.2871064275, 0.780, +28.4096927026, 0.299
1146+362,   3, 11.4, 2014.23, 2007.03, 2018.42, 177.3915651398, 0.137, +35.9855821562, 0.223
1146+531,   3,  7.2, 2014.93, 2011.49, 2018.72, 177.2357045719, 0.167, +52.9070341192, 0.274
1146+596,   9, 24.1, 2004.36, 1994.61, 2018.72, 177.2098255411, 0.316, +59.4156618186, 0.161
1146-037,   3, 21.2, 2010.17, 1997.35, 2018.58, 177.2328535332, 0.269,  -4.0693231126, 0.396
1147+067,   3, 12.8, 2013.68, 2005.55, 2018.35, 177.6363709838, 1.419,  +6.5081722278, 1.588
