iers_name, num_ses, obs_len, mean_epoch, beg_epoch, end_epoch, mean_ra, sigma_ra, mean_dec, sigma_dec
0725-381,   3,  8.3, 2015.55, 2010.59, 2018.92, 111.7505433363, 0.861, -38.2198401269, 2.686
0726-132,   3, 14.2, 2012.48, 2004.33, 2018.51, 112.3242402281, 0.447, -13.3339642486, 0.680
0726-224,   4, 14.6, 2013.36, 2004.35, 2018.92, 112.1241601983, 0.161, -22.5268631930, 0.627
0727+409,   5, 23.4, 2012.37, 1996.43, 2019.79, 112.7139440421, 0.119, +40.8307852662, 0.205
0727-025,   3, 21.3, 2010.14, 1997.35, 2018.67, 112.6078233044, 0.193,  -2.6902510628, 0.627
0727-115,4481, 38.4, 2002.92, 1982.79, 2021.15, 112.5796352964, 0.015, -11.6868335114, 0.021
0727-365,   7, 11.4, 2016.17, 2007.52, 2018.89, 112.2725494733, 1.852, -36.6625644012, 1.468
0728+249,   5, 22.8, 2003.81, 1996.00, 2018.84, 112.8906061447, 0.202, +24.8662773827, 0.356
0728+281,   2,  2.7, 2017.47, 2016.11, 2018.84, 112.9697058679, 0.403, +28.0758166981, 2.657
0728-054,   3, 11.6, 2013.37, 2007.03, 2018.67, 112.6184853535, 0.077,  -5.5963619298, 0.396
0728-235,   6, 14.6, 2015.19, 2004.35, 2018.92, 112.7777830933, 0.304, -23.6966308443, 1.345
0728-320,   4, 16.0, 2012.82, 2002.09, 2018.05, 112.6595768653, 0.652, -32.1389375546, 3.362
0728-345,   4, 16.0, 2012.82, 2002.09, 2018.05, 112.4890211933, 1.002, -34.6554423093, 3.605
0729+019,   3, 14.0, 2013.28, 2004.35, 2018.35, 113.0949527458, 0.705,  +1.8431625395, 2.868
0729+146,   4, 12.9, 2013.97, 2005.52, 2018.42, 112.9958205876, 0.518, +14.5601372492, 0.493
0729+259,  97, 24.8, 2014.17, 1996.37, 2021.13, 113.2344802994, 0.085, +25.8107766414, 0.129
0729+562,   1,  0.0, 2018.05, 2018.05, 2018.05, 113.3692304296, 0.000, +56.0949344121, 0.000
0729-222,   4, 14.6, 2013.60, 2004.33, 2018.92, 112.8812848787, 0.163, -22.4057961625, 0.337
0730+353,   2,  0.3, 2018.82, 2018.67, 2018.97, 113.3732518714, 0.212, +35.2618670265, 2.378
0730+504,   8, 23.5, 2006.05, 1994.61, 2018.07, 113.4688355506, 1.036, +50.3691839809, 0.608
0730-034,   2,  4.1, 2016.63, 2014.59, 2018.67, 113.2106811575, 0.228,  -3.5759759752, 0.736
0731+050,   5, 22.8, 2008.97, 1995.54, 2018.35, 113.4894162067, 0.073,  +4.9373606750, 1.152
0731+166,   1,  0.0, 2020.23, 2020.23, 2020.23, 113.4987375540, 0.000, +16.5182715589, 0.000
0731+479,   2, 21.8, 2007.52, 1996.61, 2018.44, 113.7596325381, 0.742, +47.8356740434, 0.465
0732+207,   2,  0.8, 2018.62, 2018.22, 2019.02, 113.9697621198, 0.016, +20.6107938163, 0.380
0732+237,   3,  4.2, 2016.73, 2014.59, 2018.84, 113.9996686033, 2.490, +23.6841293813, 1.888
0732+755,   4, 22.8, 2011.11, 1995.30, 2018.07, 114.8049778271, 0.434, +75.4632527409, 0.178
0733+016,   3, 22.8, 2010.35, 1995.54, 2018.35, 113.9943110385, 0.089,  +1.5010109217, 1.153
0733+261,   5, 23.4, 2013.64, 1996.37, 2019.79, 114.2419734962, 0.384, +26.0805404319, 0.460
0733+300,   3, 22.5, 2009.94, 1996.37, 2018.84, 114.0569211501, 0.129, +29.9061626772, 0.736
0733+597,   4, 23.5, 2009.20, 1994.61, 2018.07, 114.3753621287, 0.192, +59.6842207460, 0.941
0733+646,   3, 23.6, 2009.59, 1995.30, 2018.88, 114.4957514657, 0.241, +64.5120409308, 0.343
0733-174,  28, 25.7, 2004.16, 1992.81, 2018.51, 113.9408852846, 0.150, -17.5968062929, 0.302
0733-187,   2, 10.2, 2013.47, 2008.37, 2018.57, 114.0099064872, 0.267, -18.8860901819, 1.627
0734+175,   1,  0.0, 2020.69, 2020.69, 2020.69, 114.3886887056, 0.000, +17.4843959383, 0.000
0734-044,   3, 13.2, 2011.91, 2005.52, 2018.72, 114.1401138780, 0.236,  -4.5532947783, 0.223
0734-072,   3, 13.2, 2012.95, 2005.52, 2018.72, 114.2797206045, 0.510,  -7.3438995281, 0.341
0735+178, 530, 28.4, 1993.95, 1981.46, 2009.84, 114.5308072619, 0.032, +17.7052772619, 0.065
0735+674,   3, 23.6, 2009.59, 1995.30, 2018.88, 115.2224939032, 0.092, +67.3189535978, 0.233
0736+017, 330, 39.7, 2014.14, 1981.46, 2021.15, 114.8251412618, 0.079,  +1.6179493717, 0.079
0736+177,   2,  0.6, 2018.71, 2018.42, 2018.99, 114.8689714916, 1.472, +17.6575499503, 0.931
0736-063,   3, 21.4, 2010.22, 1997.35, 2018.72, 114.7382315869, 0.368,  -6.4494600254, 0.265
0736-332,   8, 26.6, 2010.04, 1992.39, 2019.02, 114.5706194864, 0.725, -33.3702155485, 1.334
0736-397,   6,  3.9, 2017.61, 2014.97, 2018.89, 114.4826693809, 4.649, -39.9094637198,12.394
0737+289,   3, 13.3, 2012.96, 2005.55, 2018.88, 115.1397659342, 0.207, +28.8797907886, 0.859
0737-242,   3,  4.3, 2016.89, 2014.59, 2018.92, 114.8499377258, 0.577, -24.3485931971, 1.269
0738+272,   3, 22.5, 2009.90, 1996.37, 2018.88, 115.3572202149, 0.129, +27.1126090368, 0.275
0738+313, 183, 37.8, 2011.91, 1983.36, 2021.15, 115.2945971312, 0.144, +31.2000636966, 0.123
0738+491, 205, 26.0, 2014.47, 1995.09, 2021.13, 115.5114539875, 0.077, +49.0043358266, 0.088
0738+548,   4, 23.5, 2010.96, 1994.61, 2018.07, 115.6657943969, 0.327, +54.7401853910, 0.173
0738-246,   4, 13.7, 2013.40, 2004.33, 2018.05, 115.0613194703, 0.115, -24.7435219550, 3.708
0738-674,  26, 30.2, 2003.81, 1988.01, 2018.16, 114.7354010025, 0.284, -67.5974516876, 0.172
0739+398,   3, 22.2, 2009.90, 1996.43, 2018.67, 115.7911939068, 0.433, +39.6918836056, 0.166
0739-266,   4, 13.7, 2013.41, 2004.35, 2018.05, 115.4820050947, 0.410, -26.7918039100, 1.524
0740+173,   4, 22.4, 2006.30, 1996.00, 2018.42, 115.7712782397, 0.267, +17.2401148990, 0.246
0740+235,   3, 22.7, 2009.84, 1996.20, 2018.88, 115.9373839570, 0.351, +23.4775010305, 0.162
0740+767,   4, 22.8, 2011.11, 1995.30, 2018.07, 116.8108654608, 1.130, +76.6547978086, 0.176
0740+828,   3, 20.7, 2010.21, 1997.65, 2018.38, 117.7406502277, 8.778, +82.6994535407, 0.329
0740-383,   6, 16.0, 2010.04, 2002.09, 2018.07, 115.6750202069, 1.895, -38.4844190867, 6.911
0741+214,   3, 13.3, 2013.00, 2005.63, 2018.92, 116.1969863013, 0.057, +21.3334517696, 0.304
0741+294,   2,  0.3, 2018.78, 2018.64, 2018.92, 116.2140178881, 0.494, +29.3350113000, 0.244
0741-045,   4, 13.4, 2013.93, 2005.36, 2018.72, 115.9683610293, 0.082,  -4.6723698065, 0.992
0741-063,   4, 11.5, 2014.41, 2007.24, 2018.73, 116.0902348680, 0.194,  -6.4933091805, 0.621
0741-379,   7, 16.8, 2011.73, 2002.09, 2018.89, 115.9367523298, 1.864, -38.0656675437, 3.163
0741-444,   6,  9.8, 2016.69, 2009.06, 2018.89, 115.8864941368, 2.642, -44.5680904958, 4.794
0742+103, 332, 37.0, 1991.47, 1981.46, 2018.44, 116.3877479691, 0.102, +10.1868590726, 0.254
0742+263,   3,  2.9, 2018.01, 2016.11, 2018.99, 116.2746769682, 0.916, +26.2360475158, 0.188
0742+318,   3, 22.3, 2009.90, 1996.37, 2018.72, 116.4236308974, 0.640, +31.7157271137, 0.512
0742+333,   3, 13.2, 2012.94, 2005.52, 2018.72, 116.4971833224, 0.862, +33.2261485310, 0.050
0742+792,   5, 22.8, 2007.01, 1995.30, 2018.07, 117.6802719064, 0.715, +79.1547230067, 0.183
0742-562,   8,  4.4, 2016.67, 2014.86, 2019.24, 115.8353533241, 2.091, -56.3258194848, 2.141
0743+182,   2,  1.7, 2017.61, 2016.78, 2018.44, 116.5694416123, 5.743, +18.1221275380, 1.894
0743+259, 802, 32.3, 2007.20, 1988.67, 2021.00, 116.6078090815, 0.039, +25.8172596604, 0.025
0743+277, 220, 24.7, 2016.05, 1996.37, 2021.12, 116.6684679810, 0.071, +27.5830686025, 0.073
0743+744,   4, 22.8, 2011.11, 1995.30, 2018.07, 117.3435697592, 0.441, +74.3448870765, 0.343
0743-006, 130, 36.2, 2011.66, 1984.81, 2021.04, 116.4753430539, 0.082,  -0.7382055819, 0.147
0743-247,   2,  2.2, 2019.17, 2018.05, 2020.29, 116.2927647979, 0.400, -24.8621578809, 0.635
0743-673,  34, 28.0, 2007.78, 1990.60, 2018.62, 115.8817148159, 0.428, -67.4404294756, 0.227
0744-158,   3, 16.5, 2011.75, 2002.09, 2018.57, 116.5759834936, 0.123, -15.9263183010, 0.532
0744-691,   6, 13.9, 2009.13, 2003.68, 2017.63, 116.0849732904, 0.431, -69.3186546435, 0.232
0745+241, 186, 31.6, 2000.91, 1988.85, 2020.42, 117.1504553453, 0.111, +24.0066971924, 0.172
0745+579,   1,  0.0, 2018.97, 2018.97, 2018.97, 117.4873014050, 0.000, +57.8375829877, 0.000
0745-165,   3, 13.1, 2012.83, 2005.50, 2018.57, 117.0128490262, 0.938, -16.6639592261, 0.682
0745-291,   4, 13.7, 2012.69, 2004.33, 2018.05, 116.9245400624, 1.334, -29.3172423230, 2.699
0745-330,   4, 16.0, 2012.85, 2002.09, 2018.07, 116.8320131960, 0.753, -33.1797138180, 0.975
0746+110,   3, 11.5, 2013.33, 2006.96, 2018.44, 117.3641057127, 0.172, +10.9592020314, 0.476
0746+483,   4, 21.8, 2009.40, 1996.61, 2018.44, 117.5851516107, 0.485, +48.2482100852, 0.282
0746+503,   4, 22.5, 2003.85, 1994.61, 2017.15, 117.5347616990, 0.230, +50.2518919467, 0.086
0746+688,   3, 13.4, 2013.00, 2005.52, 2018.88, 117.9416025998, 0.344, +68.6741201848, 0.295
0746-167,   3, 16.2, 2011.80, 2002.37, 2018.58, 117.2028273334, 0.238, -16.8409441668, 0.971
0747+104,   2,  6.9, 2015.01, 2011.59, 2018.44, 117.6369918704, 0.325, +10.3574362203, 0.929
0747+185,  69, 25.0, 2014.08, 1996.00, 2020.98, 117.5013747846, 0.172, +18.3865020043, 0.246
0747+194,   3,  2.3, 2018.10, 2016.74, 2019.06, 117.6663764703, 0.172, +19.3298164391, 0.564
0748+019,   3, 12.8, 2013.72, 2005.55, 2018.38, 117.7595066906, 1.354,  +1.8710446321, 3.074
0748+126, 750, 39.7, 2013.36, 1981.46, 2021.15, 117.7168572436, 0.028, +12.5180078392, 0.040
0748+333,   3, 22.3, 2009.90, 1996.37, 2018.72, 117.9736383511, 0.282, +33.2221719148, 0.399
0748+582,   1,  0.0, 2017.23, 2017.23, 2017.23, 118.0403243886, 0.000, +58.1478489071, 0.000
0748-006,   4, 11.7, 2014.02, 2007.03, 2018.73, 117.7925216361, 0.500,  -0.7808469418, 1.155
0748-069,   4, 13.4, 2013.94, 2005.36, 2018.73, 117.6964515154, 0.163,  -7.1011188002, 1.128
0748-378,   3,  4.0, 2017.05, 2014.97, 2018.97, 117.5704082799,15.638, -37.9969081051,15.689
0749+376,   3, 22.3, 2009.92, 1996.43, 2018.72, 118.1704494259, 0.184, +37.5067533564, 0.130
0749+426,   2, 22.0, 2007.44, 1996.43, 2018.44, 118.2639063485, 0.244, +42.5252123536, 0.475
0749+540,1195, 36.8, 2005.94, 1984.20, 2021.02, 118.2557690430, 0.036, +53.8832325208, 0.022
0749+718,   1,  0.0, 2018.97, 2018.97, 2018.97, 118.6895838352, 0.000, +71.6824249178, 0.000
0749-333,   3, 15.2, 2011.11, 2002.09, 2017.24, 117.7727934708, 0.248, -33.5266647601, 0.580
0750+535,   1,  0.0, 2018.97, 2018.97, 2018.97, 118.5634073752, 0.000, +53.4156769742, 0.000
0750+633,   3,  9.7, 2015.72, 2009.31, 2018.97, 118.8401706172, 1.746, +63.2099205004, 1.551
0750-395,   1,  0.0, 2018.97, 2018.97, 2018.97, 118.1181444570, 0.000, -39.6708257991, 0.000
0751+393,   2,  2.7, 2017.39, 2016.05, 2018.73, 118.6544555286, 0.917, +39.1799430790, 2.254
0751+485,   2, 21.8, 2007.52, 1996.61, 2018.44, 118.6902942898, 0.872, +48.3974298617, 0.308
0752+258,   4,  2.2, 2017.68, 2016.71, 2018.92, 118.9043028618, 0.174, +25.7108397120, 0.531
0752+639,   3, 23.6, 2009.61, 1995.30, 2018.92, 119.2275430985, 0.681, +63.7997322448, 0.343
0752-116,   3, 14.2, 2012.46, 2004.35, 2018.58, 118.6102349150, 0.843, -11.7880416179, 2.269
0752-385,   2,  2.3, 2016.10, 2014.97, 2017.24, 118.6731860147, 0.420, -38.7102916725, 4.374
0753+135,   2,  0.5, 2018.75, 2018.50, 2018.99, 119.1101802539, 1.198, +13.4281219839, 0.468
0753+519,   3, 22.6, 2006.27, 1994.61, 2017.23, 119.2480964900, 0.417, +51.8500654051, 2.179
0753+613,   1,  0.0, 2018.92, 2018.92, 2018.92, 119.4362216874, 0.000, +61.1757674327, 0.000
0753-425,   4,  7.8, 2014.88, 2010.48, 2018.33, 118.8465514424, 1.715, -42.6661992337,24.820
0754+100,  65, 34.1, 2006.73, 1984.81, 2018.89, 119.2776789435, 0.168,  +9.9430146087, 0.234
0754-155,   3, 13.2, 2012.79, 2005.36, 2018.58, 119.2112456138, 0.240, -15.7015102248, 1.567
0755+085,   3,  3.9, 2016.70, 2014.48, 2018.38, 119.6168499611, 0.528,  +8.4525091912, 0.799
0755+117,   3, 23.0, 2008.43, 1995.54, 2018.50, 119.5319077895, 0.295, +11.6127910309, 0.158
0755+379,   6, 19.8, 2012.12, 1999.18, 2019.02, 119.6171173590, 0.930, +37.7866135061, 1.314
0757+441,   2, 12.9, 2012.03, 2005.55, 2018.50, 120.2844836540, 1.165, +44.0194876358, 1.940
0757+477,   2,  1.6, 2017.71, 2016.92, 2018.50, 120.3831899996, 1.428, +47.6044619731, 0.366
0758+120,   2,  1.2, 2017.91, 2017.32, 2018.50, 120.2520112550, 1.667, +11.8898859158, 1.588
0758+594,   3, 22.6, 2006.29, 1994.61, 2017.23, 120.6024701027, 0.574, +59.3596655761, 0.317
0758-229,   4, 12.7, 2013.68, 2005.42, 2018.07, 120.0532952569, 0.664, -23.0473710629, 1.048
0758-398,   5, 15.2, 2006.31, 2002.09, 2017.24, 120.1011240604, 3.231, -39.9882243374,12.726
0758-737,  22,  4.0, 2015.22, 2014.05, 2018.07, 119.3086549956, 2.027, -73.8859365596, 0.563
0759+183, 140, 25.1, 2013.83, 1996.00, 2021.14, 120.7001332296, 0.132, +18.1636803518, 0.128
0759+252,   6, 23.2, 2013.76, 1996.37, 2019.54, 120.6732807822, 0.267, +25.1530293309, 4.505
0759+641,   3, 23.6, 2009.61, 1995.30, 2018.92, 120.9673305850, 0.199, +64.0539926192, 0.110
0759+779,   2,  0.9, 2016.58, 2016.11, 2017.05, 121.6558603340, 2.719, +77.7686854520, 0.023
0759-283,   4, 13.7, 2013.41, 2004.33, 2018.07, 120.4437245117, 0.192, -28.5185756596, 1.633
0759-334,   3, 15.2, 2007.88, 2002.09, 2017.24, 120.3581353324, 0.361, -33.6055266291, 0.621
0800+618, 504, 18.8, 2015.29, 2002.37, 2021.15, 121.3257481772, 0.105, +61.7399168472, 0.061
0800-380,   2,  4.7, 2014.98, 2012.64, 2017.32, 120.6150188161, 2.884, -38.1814067925, 0.313
0801+044,   3, 22.8, 2010.38, 1995.54, 2018.38, 120.9851853216, 0.533,  +4.3507617059, 0.918
0801+103,   2,  4.0, 2016.50, 2014.48, 2018.51, 121.0315876644, 0.675, +10.2036773786, 1.378
0801-079,   4, 13.2, 2013.93, 2005.52, 2018.73, 120.9137786708, 0.105,  -8.0892750181, 1.260
0802+115,   3, 13.0, 2012.83, 2005.55, 2018.51, 121.2854400396, 0.712, +11.3658860133, 1.630
0802+212,   6, 23.8, 2010.56, 1996.00, 2019.79, 121.4105591984, 0.532, +21.1143330806, 4.545
0802+596,   1,  0.0, 2017.09, 2017.09, 2017.09, 121.6081183049, 0.000, +59.5185858154, 0.000
0802+733,   2, 21.8, 2006.22, 1995.30, 2017.14, 122.0687148978, 0.714, +73.2533305420, 0.208
0802-010,   9, 23.2, 2016.58, 1997.35, 2020.57, 121.3037018948, 0.224,  -1.1871652491, 0.253
0802-170,   3, 13.1, 2011.60, 2005.52, 2018.58, 121.1404790641, 3.077, -17.2010766964, 5.018
0802-276,   4, 20.4, 2011.85, 1997.65, 2018.07, 121.2143796837, 1.063, -27.8198108069, 1.899
0803+452,   2, 21.9, 2007.55, 1996.61, 2018.50, 121.6394687454, 0.139, +45.0756313926, 0.264
0803+514,   3, 22.6, 2002.82, 1994.61, 2017.23, 121.7542231432, 0.173, +51.2940768066, 0.206
0803-047,   4,  6.4, 2015.70, 2012.49, 2018.84, 121.5366071172, 0.261,  -4.9031502039, 0.422
0804+140,   3, 14.2, 2012.43, 2004.33, 2018.51, 121.9104369872, 0.110, +13.8714891774, 1.025
0804+499,1538, 32.7, 2002.74, 1988.01, 2020.69, 122.1652762025, 0.027, +49.8434806619, 0.021
0804-055,   4, 21.5, 2011.92, 1997.35, 2018.84, 121.7900731674, 0.096,  -5.6871986003, 0.490
0804-153,   2, 10.4, 2013.43, 2008.25, 2018.61, 121.7721207876, 0.177, -15.5237170813, 0.081
0804-172,   3, 13.1, 2012.86, 2005.52, 2018.61, 121.6040237889, 0.248, -17.4123151576, 0.715
0804-267,   6, 21.7, 2010.69, 1997.50, 2019.24, 121.5530108073, 0.089, -26.8759189500, 1.054
0804-290,   3, 12.9, 2012.01, 2004.35, 2017.24, 121.6393550605, 1.673, -29.1930273322, 3.968
0804-351,   3, 12.2, 2006.23, 2002.09, 2014.25, 121.6865263708, 0.354, -35.3281823027, 0.687
0805+046,  36, 24.1, 2010.06, 1995.54, 2019.59, 121.9897437418, 0.180,  +4.5429253524, 0.341
0805+072,   3,  3.5, 2016.86, 2014.92, 2018.42, 121.9865074583, 0.297,  +7.1444996001, 0.896
0805+269,   3, 21.7, 2009.68, 1996.37, 2018.05, 122.1531871060, 0.408, +26.7768747300, 7.263
0805+410, 790, 28.8, 2006.33, 1992.27, 2021.08, 122.2360501764, 0.032, +40.8791358038, 0.025
0805+538,   2,  1.0, 2017.75, 2017.24, 2018.27, 122.4238864253, 0.280, +53.6903039210, 0.659
0805-077,  44, 31.7, 2005.58, 1988.04, 2019.72, 122.0647335169, 0.631,  -7.8527462866, 1.225
0805-119,   3, 21.3, 2010.13, 1997.35, 2018.61, 121.8999953024, 0.378, -12.1288092637, 0.174
0806+315,   2,  3.0, 2017.21, 2015.69, 2018.73, 122.3060180000, 2.750, +31.3730318995, 0.527
0806+524,   4, 12.7, 2013.76, 2005.52, 2018.27, 122.4549446151, 0.512, +52.3161810664, 0.406
0806+573,   4, 23.7, 2011.03, 1994.61, 2018.27, 122.7525385797, 0.465, +57.2368042943, 0.385
0806-153,   2, 10.4, 2013.43, 2008.25, 2018.61, 122.2807996230, 0.493, -15.5463539800, 0.396
0806-710,   1,  0.0, 2007.97, 2007.97, 2007.97, 121.6420591679, 0.000, -71.2043701812, 0.000
0807+083,   3,  1.9, 2017.39, 2016.51, 2018.42, 122.6723597650, 0.069,  +8.1667545996, 0.577
0807+103,   3, 13.0, 2012.05, 2005.52, 2018.51, 122.6100994582, 0.135, +10.1780551568, 1.094
0807+417,   2, 22.1, 2007.47, 1996.43, 2018.50, 122.7458090899, 0.551, +41.5674463995, 0.144
0808+019, 638, 33.6, 2011.75, 1987.50, 2021.07, 122.8612805015, 0.056,  +1.7811722407, 0.075
0808-132,   2,  4.1, 2016.64, 2014.60, 2018.67, 122.7392507146, 0.077, -13.3656815444, 0.177
0809+255,   2,  0.9, 2018.52, 2018.05, 2018.99, 123.1990931816, 1.055, +25.3783370388,11.827
0809-493,   4, 26.8, 2006.66, 1990.41, 2017.24, 122.7866831812, 9.730, -49.4954186567, 5.157
0810+247,   6, 23.5, 2010.44, 1996.00, 2019.54, 123.4464073765, 0.125, +24.5997639977, 0.214
0810+258,   5, 22.7, 2013.27, 1996.37, 2019.06, 123.2659751341, 0.287, +25.7030643990, 0.391
0810+563,   3,  1.6, 2018.19, 2017.32, 2018.97, 123.6338173993, 1.581, +56.1657463867, 0.991
0810+646,   2,  4.5, 2016.68, 2014.44, 2018.92, 123.6632928670, 0.260, +64.5227850984, 0.119
0810+812,   2,  2.3, 2017.24, 2016.11, 2018.38, 124.8512666769,16.450, +81.0925461567, 0.591
0810-180,   3, 21.2, 2010.26, 1997.50, 2018.67, 123.1188163240, 0.267, -18.1785591156, 0.212
0811-179,   4, 13.1, 2013.11, 2005.55, 2018.67, 123.5329197945, 0.435, -18.1072373075, 0.979
0812+020,  33, 13.2, 2015.53, 2007.07, 2020.30, 123.8456703266, 0.755,  +1.9165221710, 1.194
0812+100,   4, 14.1, 2013.26, 2004.35, 2018.42, 123.8728041331, 0.136,  +9.9113057702, 0.326
0812+367,  85, 36.4, 2011.67, 1984.20, 2020.61, 123.8581036556, 0.166, +36.5875413921, 0.197
0812-252,   4, 19.8, 2006.73, 1997.50, 2017.32, 123.7297090826, 0.521, -25.3622012018, 0.720
0813+557,   4, 14.0, 2013.48, 2004.35, 2018.33, 124.4209161237, 1.705, +55.6259116905, 2.121
0813+758,   2,  1.0, 2016.62, 2016.11, 2017.14, 124.9604957462, 0.153, +75.6443234366, 0.390
0814+201,   2,  0.1, 2018.63, 2018.57, 2018.70, 124.2728887292, 0.924, +19.9785830115, 1.757
0814+240,   6, 14.3, 2015.83, 2005.52, 2019.79, 124.2939486023, 0.310, +23.8733203879, 0.582
0814+326,   3, 22.4, 2009.85, 1996.37, 2018.73, 124.3689263590, 0.372, +32.4508132275, 0.370
0814+425, 316, 38.7, 2006.02, 1982.46, 2021.15, 124.5666650689, 0.067, +42.3792819187, 0.053
0814-029,   4, 21.5, 2011.94, 1997.35, 2018.84, 124.3645248098, 0.097,  -3.1270308215, 0.611
0814-241,   3, 13.0, 2012.03, 2004.33, 2017.32, 124.1683847972, 0.133, -24.3518249873, 0.117
0815+326,   3, 22.5, 2009.88, 1996.37, 2018.84, 124.7597023660, 0.182, +32.4436710423, 0.539
0815-094,   4, 13.4, 2013.99, 2005.52, 2018.88, 124.4572893781, 0.119,  -9.5584795089, 0.311
0815-294,   3, 12.0, 2012.37, 2005.36, 2017.32, 124.4952093101, 0.927, -29.6087277760, 1.915
0816+054,   5, 14.1, 2012.18, 2004.33, 2018.42, 124.7343201071, 0.096,  +5.2936850723, 0.533
0816+279,   3, 12.5, 2012.74, 2005.55, 2018.07, 124.8285653305, 1.343, +27.7918581704, 1.374
0817-063,   4, 13.5, 2014.01, 2005.42, 2018.88, 124.9026980157, 0.187,  -6.5133798614, 0.118
0818-128,  37, 31.9, 2005.60, 1988.96, 2020.90, 125.2393650011, 0.074, -12.9831024985, 0.146
0819+408,   2, 22.1, 2007.47, 1996.43, 2018.51, 125.7398166097, 0.422, +40.6971570742, 0.864
0819-032,   4, 21.5, 2011.99, 1997.35, 2018.88, 125.4168234391, 0.217,  -3.3868162044, 0.310
0820+225,   3, 19.0, 2002.39, 1996.00, 2014.97, 125.8531632178, 0.155, +22.3842468149, 0.228
0820+296,   2, 18.6, 2005.67, 1996.37, 2014.97, 125.9213831514, 0.309, +29.4744998944, 0.307
0820+560,  83, 30.8, 1997.39, 1987.50, 2018.33, 126.1968181309, 0.375, +55.8785192308, 0.509
0820-578,   2,  7.7, 2012.57, 2008.70, 2016.44, 125.3355311980, 0.193, -58.0052086958, 1.612
0821+248,   5, 21.3, 2003.79, 1996.00, 2017.28, 126.1375387891, 0.188, +24.6453103494, 0.559
0821+394, 299, 30.3, 2015.66, 1990.83, 2021.12, 126.2311828115, 0.074, +39.2783066244, 0.066
0821+411,   2,  2.8, 2017.10, 2015.69, 2018.51, 126.1625105108, 0.169, +40.9521556667, 0.097
0821+621,  20, 25.6, 2002.85, 1994.19, 2019.77, 126.4108841513, 0.389, +61.9579387124, 0.205
0821-094,   4, 13.4, 2014.03, 2005.50, 2018.88, 125.9667648192, 0.331,  -9.6571984708, 0.173
0821-182,   4, 13.2, 2013.98, 2005.52, 2018.72, 126.0169419791, 0.170, -18.4613440620, 2.086
0822+086,   4, 12.9, 2013.91, 2005.55, 2018.44, 126.2699012988, 0.583,  +8.5197476508, 0.957
0822+137,   6, 22.6, 2002.23, 1996.00, 2018.57, 126.2995455777, 0.153, +13.5423718644, 0.488
0822-152,   4, 11.8, 2013.17, 2006.96, 2018.72, 126.2150895923, 0.201, -15.4627541627, 0.409
0822-243,   3, 11.8, 2012.48, 2005.52, 2017.32, 126.2052503052, 0.351, -24.4812649005, 0.406
0823+033,1789, 37.8, 2003.74, 1983.36, 2021.15, 126.4597431306, 0.023,  +3.1568111239, 0.041
0823-223,  53, 33.1, 2014.46, 1987.22, 2020.35, 126.5065539154, 0.414, -22.5075563935, 0.837
0823-321,   3, 13.9, 2013.33, 2004.40, 2018.27, 126.4640523176, 1.573, -32.3064536304, 1.868
0823-500,   9, 29.4, 2004.57, 1990.74, 2020.10, 126.3619532042, 1.112, -50.1773587457, 1.493
0824+110,   2,  4.1, 2016.50, 2014.44, 2018.57, 126.7771360002, 0.303, +10.8733757637, 0.627
0824+131,   2,  0.5, 2018.81, 2018.57, 2019.06, 126.7269810277, 0.114, +12.9505820290, 0.389
0824+355,   3, 22.4, 2006.37, 1996.43, 2018.84, 126.9107843203, 0.187, +35.4180769614, 0.440
0824+509,   2,  1.0, 2017.83, 2017.32, 2018.33, 127.1516361003, 0.338, +50.8073672892, 0.136
0824+524,   3, 23.7, 2010.09, 1994.61, 2018.33, 126.9737422139, 0.334, +52.2995267606, 0.078
0826+180,   3, 11.6, 2011.64, 2006.96, 2018.58, 127.2701194278, 3.182, +17.9044064623, 3.174
0826+404,   2,  4.1, 2016.53, 2014.48, 2018.57, 127.3982341168, 0.596, +40.3164652924, 0.166
0826-373, 181, 32.1, 2011.91, 1988.96, 2021.07, 127.0199175141, 0.273, -37.5184115567, 0.295
0827+243, 291, 33.4, 2011.80, 1987.62, 2021.03, 127.7170258024, 0.050, +24.1832833660, 0.056
0828+065,   3,  1.9, 2017.43, 2016.51, 2018.44, 127.7339995256, 0.251,  +6.4035760565, 0.218
0828+493,  33, 22.4, 1998.24, 1987.62, 2010.01, 128.0967364146, 0.122, +49.2225106181, 0.060
0828-064,   4,  4.4, 2017.42, 2014.60, 2018.99, 127.7072668523, 0.633,  -6.6055529740, 0.363
0828-222,   2,  7.1, 2011.04, 2007.48, 2014.60, 127.7881207179, 0.170, -22.4741114301, 1.081
0829+046,  39, 26.4, 2003.14, 1992.07, 2018.44, 127.9536539496, 0.209,  +4.4941904426, 0.319
0829+089,   7,  9.0, 2017.24, 2011.78, 2020.74, 127.9795479378, 0.045,  +8.7954588661, 0.219
0829+108,   3, 23.0, 2009.52, 1995.54, 2018.58, 128.1603216245, 0.371, +10.6721263223, 0.323
0829+187,   4, 22.6, 2006.31, 1996.00, 2018.58, 128.0668345556, 0.393, +18.5367036913, 0.362
0830+040,   4, 23.0, 2011.44, 1995.54, 2018.50, 128.3288040653, 0.257,  +3.8423199307, 0.265
0830+115,   3, 23.1, 2009.58, 1995.54, 2018.61, 128.3098612752, 0.167, +11.3933988387, 0.453
