iers_name, num_ses, obs_len, mean_epoch, beg_epoch, end_epoch, mean_ra, sigma_ra, mean_dec, sigma_dec, med_err_ra, med_err_dec
0532+255,   9,  2.9, 2018.15, 2016.75, 2019.63,  83.9581127039, 0.042, +25.5373685496, 0.083, 0.172, 0.312
0532+506,   5, 25.3, 2008.87, 1994.61, 2019.95,  84.0842997750, 0.313, +50.6406254745, 0.133, 0.089, 0.135
0532+826,   6, 14.0, 2013.55, 2005.52, 2019.53,  85.9118627744, 0.867, +82.6413232747, 0.128, 0.164, 0.239
0532-378,   6, 10.3, 2016.71, 2009.06, 2019.32,  83.5728606100, 0.239, -37.7904428855, 0.311, 0.365, 1.095
0532-398,   5,  4.9, 2017.55, 2014.44, 2019.32,  83.5437686919, 0.307, -39.8469048291, 0.552, 0.498, 1.417
0533+097,   6,  5.8, 2018.15, 2014.61, 2020.36,  84.1332418386, 2.158,  +9.7390652753, 2.189, 7.321, 9.091
0533+446,   5, 22.5, 2013.01, 1996.61, 2019.16,  84.3752526841, 0.181, +44.6843167387, 0.163, 0.333, 0.303
0534+510,   5, 14.4, 2015.26, 2005.55, 2019.95,  84.7283133888, 0.089, +51.1231686793, 0.071, 0.093, 0.134
0534-201,   6, 15.2, 2015.73, 2004.33, 2019.51,  84.0929213225, 0.064, -20.0920526067, 0.215, 0.318, 0.510
0534-340, 159, 19.0, 2014.18, 2002.09, 2021.11,  84.1184681453, 0.030, -34.0198523195, 0.054, 0.330, 0.645
0534-611,  51, 15.5, 2012.60, 2003.83, 2019.37,  83.6490520371, 0.065, -61.1019647761, 0.041, 0.351, 0.397
0535+001,   4,  2.3, 2019.14, 2018.05, 2020.36,  84.5394948315, 2.893,  +0.1447177623, 2.219, 3.256, 5.727
0535+331,   4,  4.0, 2017.52, 2015.21, 2019.19,  84.7902996552, 0.283, +33.1376365474, 0.142, 0.257, 0.403
0535+677,   5, 25.0, 2013.24, 1995.30, 2020.26,  85.3058209478, 0.426, +67.7564650905, 0.208, 0.492, 0.507
0536+145, 261, 29.6, 2012.97, 1991.88, 2021.48,  84.9265249719, 0.012, +14.5626560359, 0.016, 0.292, 0.355
0536+198,   4,  4.6, 2017.98, 2015.06, 2019.63,  84.9757238962, 0.051, +19.8625136801, 0.131, 0.157, 0.323
0537+251,   6, 23.3, 2014.23, 1996.37, 2019.63,  85.0597614100, 0.172, +25.1320412841, 0.086, 0.321, 0.436
0537+392,   4,  1.2, 2018.67, 2018.01, 2019.19,  85.1851605093, 0.112, +39.2700651859, 0.078, 0.145, 0.237
0537+531,   6, 25.4, 2014.25, 1994.61, 2020.06,  85.3173920152, 0.081, +53.2068985155, 0.067, 0.115, 0.134
0537+558,   5, 12.9, 2015.55, 2007.03, 2019.95,  85.3114906238, 0.094, +55.8454362947, 0.027, 0.117, 0.152
0537-052,   5,  4.9, 2017.53, 2014.61, 2019.53,  84.9997381029, 0.204,  -5.2448057859, 0.224, 0.420, 0.854
0537-158,  13, 21.2, 2004.71, 1997.03, 2018.23,  84.8833755567, 0.071, -15.8417557458, 0.233, 0.606, 0.560
0537-286, 506, 29.6, 2014.68, 1991.89, 2021.44,  84.9761728155, 0.015, -28.6655411324, 0.014, 0.284, 0.285
0537-441,2395, 34.0, 2009.59, 1987.44, 2021.48,  84.7098398144, 0.008, -44.0858163879, 0.007, 0.259, 0.300
0538+330,   4,  3.9, 2017.56, 2015.31, 2019.19,  85.4559786618, 0.127, +33.0255289637, 0.034, 0.175, 0.281
0538+474,   5, 22.6, 2013.04, 1996.61, 2019.19,  85.4551897263, 0.081, +47.4854473846, 0.075, 0.134, 0.171
0538-022,   1,  0.0, 2020.73, 2020.73, 2020.73,  85.3403999573, 0.000,  -2.1856660074, 0.000, 2.277, 6.114
0539-057,  41, 32.3, 2005.67, 1988.04, 2020.36,  85.4086807371, 0.044,  -5.6970634782, 0.086, 0.413, 0.753
0539-543,   6,  2.8, 2016.16, 2015.22, 2017.97,  85.1910334875, 0.079, -54.3061376935, 0.232, 0.115, 0.187
0540+456,   5, 22.6, 2013.04, 1996.61, 2019.19,  86.0048599307, 0.182, +45.6841090499, 0.177, 0.213, 0.275
0540+529,   6, 13.1, 2015.50, 2006.96, 2020.06,  86.0586490070, 0.420, +52.9684753148, 0.187, 0.698, 0.491
0540-092,   5, 14.3, 2015.14, 2005.36, 2019.63,  85.7328228094, 0.146,  -9.2252793208, 0.205, 0.174, 0.312
0540-270,   6, 10.4, 2016.63, 2008.96, 2019.32,  85.5529729146, 0.026, -26.9784831499, 0.167, 0.416, 1.101
0540-380,   3,  0.7, 2019.04, 2018.67, 2019.38,  85.6185578701, 0.315, -38.0560549770, 0.927, 0.571, 2.042
0541+269,   5,  1.1, 2018.97, 2018.50, 2019.63,  86.0410885119, 0.173, +26.9315482259, 0.222, 0.252, 0.373
0542+112,   5, 23.8, 2012.35, 1995.54, 2019.32,  86.2174986858, 0.248, +11.3138677071, 0.206, 1.341, 1.474
0542-227,   5, 13.1, 2012.44, 2005.42, 2018.51,  86.0315296361, 0.121, -22.6861059912, 0.121, 0.124, 0.286
0544+123,   4, 12.3, 2014.91, 2007.03, 2019.32,  86.7761512627, 0.064, +12.3961790591, 0.135, 0.167, 0.326
0544+273, 337, 31.8, 2014.37, 1989.69, 2021.48,  86.8922871771, 0.010, +27.3657896237, 0.013, 0.225, 0.278
0545+258,   5,  1.2, 2019.00, 2018.50, 2019.72,  87.1540510597, 0.132, +25.8535293565, 0.283, 0.386, 0.674
0545+276,   5,  1.2, 2019.00, 2018.50, 2019.72,  87.2772316654, 0.158, +27.6194463699, 0.167, 0.182, 0.238
0546+278,   4,  1.2, 2019.10, 2018.51, 2019.72,  87.4385989054, 0.149, +27.8835791132, 0.207, 0.595, 0.643
0546+308,   5, 13.7, 2015.10, 2005.50, 2019.19,  87.4757537343, 0.142, +30.9132222945, 0.076, 0.234, 0.377
0546+726,   5, 17.1, 2014.68, 2002.37, 2019.44,  88.2208309462, 0.494, +72.6791985257, 0.099, 0.198, 0.200
0547+234,  13, 17.8, 2007.55, 2002.09, 2019.85,  87.6974620583, 0.055, +23.4467158229, 0.073, 0.389, 0.533
0547+277,   2,  0.6, 2019.44, 2019.16, 2019.72,  87.6596867478, 0.259, +27.7258892779, 0.064, 0.197, 0.381
0547+281,   2,  0.7, 2019.52, 2019.19, 2019.85,  87.7149281385, 0.126, +28.2077811713, 0.069, 0.299, 0.516
0547-278,   5, 13.9, 2015.23, 2005.52, 2019.38,  87.3847792632, 0.119, -27.8774597469, 0.247, 0.139, 0.409
0548+084,  12, 15.7, 2016.68, 2005.42, 2021.15,  87.7967888832, 0.095,  +8.4864505059, 0.116, 0.280, 0.569
0548+378,  69, 24.5, 2013.54, 1996.44, 2020.98,  88.0747371633, 0.028, +37.9070229310, 0.026, 0.298, 0.382
0548+37A,   4,  2.5, 2017.91, 2016.71, 2019.20,  87.9945905165, 0.031, +37.8520652146, 0.121, 0.114, 0.166
0548+689,   6, 25.0, 2012.20, 1995.30, 2020.26,  88.5033624773, 0.175, +68.9651223835, 0.120, 0.191, 0.168
0548-090,   2,  2.0, 2019.37, 2018.38, 2020.36,  87.8336722088, 0.739,  -9.0005394580, 4.970,12.768,15.276
0549+192,   5, 17.8, 2012.66, 2002.09, 2019.85,  88.1078542083, 0.067, +19.2278521401, 0.118, 0.152, 0.312
0549+201,   6,  1.8, 2018.93, 2018.01, 2019.85,  88.0291723220, 0.091, +20.1221632783, 0.094, 0.120, 0.210
0549-191,   5, 14.0, 2015.14, 2005.52, 2019.51,  87.9802518810, 0.379, -19.1558248664, 0.355, 0.559, 1.068
0549-575,  69, 16.5, 2014.30, 2004.60, 2021.11,  87.5399174750, 0.063, -57.5401101591, 0.043, 0.237, 0.392
0550+032,   4, 23.7, 2012.63, 1995.54, 2019.20,  88.2087559741, 0.261,  +3.2242344050, 0.258, 0.130, 0.309
0550+356,   5, 12.2, 2015.41, 2007.03, 2019.20,  88.5397051992, 0.092, +35.6920558743, 0.084, 0.108, 0.181
0550-452,   4,  1.2, 2018.69, 2018.06, 2019.26,  87.9212405093, 0.181, -45.2615113087, 0.077, 0.413, 0.259
0550-453,  10,  2.7, 2018.05, 2016.57, 2019.29,  88.0418340557, 0.367, -45.3735198437, 0.186, 0.412, 0.482
0551-086,   5, 14.1, 2015.18, 2005.52, 2019.63,  88.4245467662, 0.089,  -8.6671935314, 0.384, 0.246, 0.530
0552+393,   5,  8.3, 2016.19, 2010.94, 2019.20,  88.9859070485, 0.106, +39.3688328959, 0.044, 0.072, 0.111
0552+398,4932, 41.5, 1998.21, 1979.90, 2021.40,  88.8783567384, 0.004, +39.8136569451, 0.004, 0.132, 0.158
0553+261,   3,  0.9, 2019.37, 2019.02, 2019.88,  89.0952014358, 0.065, +26.1744754148, 0.206, 0.208, 0.293
0553+266,   2,  0.7, 2019.54, 2019.20, 2019.88,  89.1992500986, 0.171, +26.6923629549, 0.019, 0.168, 0.285
0554+179,   4,  2.1, 2019.24, 2018.23, 2020.36,  89.3022712303, 0.210, +18.0012921879, 0.312, 2.894, 4.087
0554+242,  27, 23.9, 2001.81, 1995.95, 2019.88,  89.2696399537, 0.055, +24.2320274365, 0.068, 0.318, 0.467
0554+343,   5, 13.8, 2015.09, 2005.36, 2019.20,  89.5003692079, 0.118, +34.3134407811, 0.069, 0.099, 0.156
0554+580,   6, 25.4, 2014.29, 1994.61, 2020.06,  89.8058084041, 0.206, +58.0676239877, 0.069, 0.148, 0.151
0554-026,   5,  4.8, 2017.65, 2014.97, 2019.72,  89.2192625301, 0.488,  -2.6848658220, 0.718, 0.807, 0.982
0555+270,   2,  0.7, 2019.54, 2019.20, 2019.88,  89.6171243324, 0.123, +27.0207878108, 0.137, 0.234, 0.379
0555+378,   5, 22.9, 2013.33, 1996.44, 2019.30,  89.7518839622, 0.047, +37.8320888603, 0.067, 0.085, 0.132
0555-132,   4,  4.3, 2017.58, 2015.21, 2019.51,  89.5106113631, 0.061, -13.2947765371, 0.249, 0.094, 0.225
0556+238, 810, 32.7, 2006.75, 1988.68, 2021.38,  89.8834713945, 0.007, +23.8983129916, 0.011, 0.224, 0.373
0556-009,   5, 14.3, 2015.19, 2005.42, 2019.72,  89.6849649739, 0.094,  -0.9185913941, 0.207, 0.276, 0.461
0557-001,   4,  4.8, 2017.63, 2014.97, 2019.72,  90.0145974415, 0.172,  -0.0997318525, 0.371, 0.362, 0.748
0557-182,   5, 14.0, 2014.52, 2005.52, 2019.51,  89.9433481305, 0.142, -18.2965473386, 0.240, 0.201, 0.539
0557-454,  11,  8.7, 2017.61, 2010.59, 2019.26,  89.7981016311, 0.078, -45.4945298455, 0.139, 0.287, 0.327
0558+234,   6,  1.9, 2018.98, 2018.01, 2019.95,  90.4473209666, 0.085, +23.4148569544, 0.065, 0.127, 0.243
0558-396,   6, 11.3, 2016.38, 2008.06, 2019.38,  90.1309063329, 0.220, -39.6172766584, 0.343, 0.291, 0.682
0559+422,   4, 22.7, 2012.07, 1996.44, 2019.19,  90.7456003274, 0.026, +42.2027802254, 0.129, 0.117, 0.186
0559-200,   4,  4.2, 2017.67, 2015.21, 2019.38,  90.4701097633, 0.046, -20.0792256340, 0.146, 0.144, 0.346
0559-276,   6,  4.5, 2018.03, 2015.21, 2019.69,  90.4530013909, 0.352, -27.6061202706, 0.595, 0.539, 1.280
0600+063,   4, 13.8, 2014.31, 2005.36, 2019.20,  90.8098139169, 0.113,  +6.3744294401, 0.317, 0.160, 0.368
0600+177,  77, 29.5, 2009.50, 1991.88, 2021.40,  90.7880427691, 0.023, +17.7046695832, 0.033, 0.289, 0.408
0600+219,   7, 23.7, 2011.53, 1996.23, 2019.95,  90.9648208747, 0.055, +21.9938052824, 0.080, 0.123, 0.249
0600+299,   5, 23.5, 2013.31, 1996.37, 2019.85,  90.9827164834, 0.064, +29.9514881118, 0.195, 0.183, 0.356
0600+442,   4, 22.6, 2012.12, 1996.61, 2019.20,  91.1484532863, 0.118, +44.2329300635, 0.067, 0.149, 0.186
0600-000,   5,  4.8, 2017.67, 2014.97, 2019.72,  90.6787113267, 0.303,  -0.0742815215, 1.101, 0.945, 2.273
0601+242,   4,  1.4, 2019.22, 2018.57, 2019.95,  91.1666703737, 0.116, +24.2538600538, 0.080, 0.171, 0.435
0601+245,  27, 17.6, 2007.91, 2002.37, 2019.95,  91.2296725139, 0.067, +24.4986212750, 0.055, 0.370, 0.375
0601+578,   6, 25.4, 2014.31, 1994.61, 2020.06,  91.4259479162, 0.190, +57.8878767405, 0.141, 0.231, 0.219
0601-172,  13, 23.6, 2017.05, 1997.50, 2021.12,  90.9905518618, 0.055, -17.2745051073, 0.083, 0.279, 0.349
0601-706,   7,  2.1, 2018.54, 2017.64, 2019.72,  90.2968656989, 0.176, -70.6024421524, 0.102, 0.238, 0.262
0602+096,   4, 23.7, 2011.86, 1995.54, 2019.20,  91.2921378966, 0.049,  +9.6537807266, 0.139, 0.132, 0.298
0602+109,   5, 23.8, 2013.09, 1995.54, 2019.38,  91.2057067432, 0.116, +10.9278818727, 0.183, 0.129, 0.259
0602+405,  11, 22.8, 2008.07, 1996.44, 2019.25,  91.4618973970, 0.045, +40.5022509847, 0.037, 0.110, 0.138
0602+673,1125, 26.3, 2010.48, 1995.09, 2021.38,  91.9694650914, 0.008, +67.3487250358, 0.005, 0.111, 0.150
0602+780,   5, 12.5, 2015.65, 2006.96, 2019.44,  92.6011640189, 0.790, +78.0267209671, 0.141, 0.198, 0.206
0602-317,   5,  4.9, 2017.59, 2014.44, 2019.38,  90.9855312340, 0.192, -31.7420537736, 0.217, 0.436, 1.027
0602-424,   6, 17.1, 2012.03, 2002.09, 2019.16,  91.1048944316, 0.172, -42.4250261334, 0.467, 0.278, 0.817
0603+026,   1,  0.0, 2021.23, 2021.23, 2021.23,  91.4322472351, 0.000,  +2.6635403322, 0.000, 0.379, 0.696
0603+476,   4, 22.6, 2012.17, 1996.61, 2019.20,  91.8468958753, 0.090, +47.6630393937, 0.130, 0.126, 0.161
0603+882,   5, 12.8, 2014.33, 2005.52, 2018.35, 100.5255658969, 1.538, +88.1986154441, 0.109, 0.117, 0.127
0603-353,   6, 17.3, 2012.45, 2002.09, 2019.38,  91.2769381728, 0.143, -35.3715177949, 0.447, 0.451, 1.492
0604+728,   9, 24.1, 2014.72, 1995.30, 2019.44,  92.7036388821, 0.954, +72.8147732463, 0.133, 0.601, 0.737
0604-004,   5, 14.4, 2014.80, 2005.50, 2019.85,  91.7393482259, 0.095,  -0.4159620715, 0.260, 0.141, 0.307
0604-074,   8, 12.9, 2013.64, 2005.52, 2018.42,  91.6814431045, 0.111,  -7.4083974898, 0.194, 0.106, 0.229
0605-085,  85, 39.1, 2011.57, 1981.46, 2020.56,  91.9987468332, 0.042,  -8.5805494940, 0.027, 0.200, 0.295
0605-153,   6, 12.5, 2016.13, 2007.03, 2019.54,  92.0063830566, 0.039, -15.3436052177, 0.163, 0.181, 0.354
0605-247,   5,  6.7, 2016.64, 2012.64, 2019.38,  91.8180683169, 0.085, -24.7947116436, 0.241, 0.279, 0.692
0606-025,   4,  4.6, 2017.74, 2015.21, 2019.85,  92.3687983299, 0.178,  -2.5147028043, 0.273, 0.213, 0.549
0606-223, 369, 24.0, 2015.38, 1997.50, 2021.45,  92.2486951671, 0.027, -22.3391546438, 0.014, 0.234, 0.230
0606-272,   5, 14.0, 2015.19, 2005.36, 2019.41,  92.1884866724, 0.137, -27.2863421800, 0.290, 0.292, 0.680
0606-387,   5, 14.0, 2015.14, 2005.42, 2019.41,  92.0477572961, 0.124, -38.7907185791, 0.484, 0.588, 1.369
0607+624,   5, 13.2, 2015.60, 2007.03, 2020.26,  93.0430213890, 0.566, +62.4261145960, 0.192, 0.311, 0.298
0607-157, 969, 37.9, 2008.23, 1983.36, 2021.29,  92.4206230864, 0.010, -15.7112979774, 0.006, 0.150, 0.157
0608+042,   3,  4.3, 2017.11, 2014.97, 2019.30,  92.8184914981, 0.063,  +4.2304018283, 0.325, 0.333, 0.813
0608-187,   4,  7.4, 2016.83, 2012.11, 2019.53,  92.5745253951, 0.124, -18.7944698880, 0.236, 0.115, 0.282
0608-230,   5, 13.9, 2015.23, 2005.52, 2019.41,  92.6616141182, 0.072, -23.0293984848, 0.181, 0.097, 0.232
0609+413,   5, 22.8, 2013.15, 1996.44, 2019.20,  93.2132718233, 0.027, +41.3770577778, 0.094, 0.092, 0.142
0609+607,  37, 35.4, 1998.77, 1983.36, 2018.73,  93.5994424202, 0.062, +60.7727100032, 0.041, 0.217, 0.238
0609-119,   5, 14.0, 2014.95, 2005.52, 2019.53,  92.8961046509, 0.158, -11.9293971533, 0.296, 0.284, 0.655
0609-284,   6, 10.4, 2016.65, 2008.96, 2019.41,  92.9640225113, 0.170, -28.4666255269, 0.399, 0.215, 0.554
0610+171,   5, 17.0, 2011.55, 2002.37, 2019.38,  93.4015003441, 0.057, +17.1402628493, 0.133, 0.124, 0.248
0610+260,  20, 24.1, 2005.90, 1995.95, 2020.06,  93.4589131979, 0.091, +26.0768666308, 0.044, 0.315, 0.394
0610+510,   4, 22.2, 2011.94, 1996.61, 2018.84,  93.7048305708, 0.162, +51.0369772611, 0.169, 0.151, 0.169
0610+782,   5, 14.0, 2015.34, 2005.42, 2019.44,  94.4872204182, 0.520, +78.2687206235, 0.055, 0.175, 0.147
0610-316,   5, 15.1, 2014.96, 2004.35, 2019.41,  93.1236015503, 0.151, -31.6494988368, 0.441, 0.230, 0.733
0610-436,   5, 17.1, 2011.26, 2002.09, 2019.16,  93.1191885747, 0.326, -43.6301058669, 0.350, 0.314, 0.881
0611+131,  28, 31.7, 2006.02, 1989.69, 2021.39,  93.4903864631, 0.028, +13.1126113660, 0.064, 0.147, 0.287
0611+483,   5, 22.6, 2013.18, 1996.61, 2019.20,  93.7668889011, 0.112, +48.3179803253, 0.063, 0.153, 0.162
0611-001,   2,  0.9, 2019.92, 2019.48, 2020.36,  93.3996436605, 0.139,  -0.1427066057, 0.264, 0.147, 0.365
0612-255,   5, 13.9, 2015.23, 2005.52, 2019.41,  93.5717117844, 0.130, -25.6148679044, 0.190, 0.094, 0.230
0613+200,   4,  1.8, 2020.12, 2019.32, 2021.07,  94.1488480224, 0.176, +20.0813671585, 0.531, 0.384, 0.623
0613+282,   3,  0.7, 2019.81, 2019.32, 2020.06,  94.2759084655, 0.937, +28.2707946267, 0.536, 1.216, 1.002
0613+570, 316, 26.9, 2017.64, 1994.61, 2021.48,  94.3205107226, 0.010, +57.0212286700, 0.007, 0.136, 0.134
0613-030,   5, 14.4, 2015.28, 2005.42, 2019.85,  94.0330889833, 0.036,  -3.1135703026, 0.236, 0.129, 0.296
0613-312,   5,  4.8, 2017.65, 2014.61, 2019.41,  93.8300491899, 0.168, -31.2893271370, 0.123, 0.486, 1.186
0614+421,   5, 12.3, 2015.28, 2006.96, 2019.30,  94.5359162582, 0.170, +42.1332907024, 0.100, 0.119, 0.155
0614+463,   5, 13.8, 2015.00, 2005.52, 2019.30,  94.5341822147, 0.130, +46.3378366733, 0.074, 0.150, 0.184
0614+761,   5, 24.2, 2012.79, 1995.30, 2019.51,  95.3283014133, 0.769, +76.0845986413, 0.091, 0.606, 0.262
0614-106,   5, 14.1, 2014.96, 2005.50, 2019.63,  94.1741983388, 0.033, -10.6856820098, 0.094, 0.138, 0.311
0614-219,   5, 13.9, 2015.24, 2005.50, 2019.41,  94.2585114548, 0.038, -22.0078256956, 0.098, 0.110, 0.251
0614-349,   6, 15.2, 2013.34, 2004.17, 2019.41,  94.1499197756, 0.198, -34.9379355830, 0.625, 0.567, 1.574
0615+820,  58, 33.8, 2003.67, 1987.61, 2021.38,  96.5125262120, 0.228, +82.0404355463, 0.022, 0.256, 0.301
0615-142,   5,  4.6, 2017.65, 2015.06, 2019.63,  94.5389026790, 0.082, -14.3129215080, 0.111, 0.145, 0.365
0615-172,   5, 14.1, 2014.97, 2005.55, 2019.63,  94.3892438807, 0.093, -17.2569680284, 0.179, 0.167, 0.442
0615-365,   7, 27.0, 2013.39, 1992.40, 2019.41,  94.3847026814, 1.460, -36.5707915067, 3.464, 1.629, 5.845
0616+076,   5, 15.0, 2014.75, 2004.33, 2019.30,  94.7915460520, 0.139,  +7.6114500428, 0.065, 0.242, 0.351
0616-116,   5, 15.2, 2014.76, 2004.40, 2019.63,  94.7670940388, 0.071, -11.6819139174, 0.046, 0.103, 0.240
0616-244,   5,  8.9, 2016.78, 2010.48, 2019.41,  94.5943968045, 0.099, -24.4438741027, 0.191, 0.236, 0.540
0617+210,  11, 24.1, 2012.89, 1996.01, 2020.06,  95.0813687475, 0.355, +21.0415403265, 0.547, 0.179, 0.325
0617+279,   4,  1.0, 2020.06, 2019.38, 2020.39,  95.0983972604, 0.112, +27.9036234728, 0.126, 0.188, 0.248
0618+588,   5, 25.5, 2013.18, 1994.61, 2020.14,  95.8407466589, 0.089, +58.8171880366, 0.063, 0.126, 0.134
0618-061,   4,  4.6, 2017.75, 2015.21, 2019.85,  95.2931853015, 0.016,  -6.1650570596, 0.048, 0.247, 0.564
0618-252,   6, 22.2, 2010.92, 1997.50, 2019.69,  95.1338206931, 0.046, -25.2548572113, 0.204, 0.119, 0.289
0618-284,   5, 14.1, 2015.21, 2005.36, 2019.41,  95.1223279521, 0.066, -28.4600234615, 0.165, 0.097, 0.237
0619+334,   5, 13.7, 2015.15, 2005.55, 2019.30,  95.7175915298, 0.100, +33.4362252806, 0.091, 0.111, 0.203
0619-140,   1,  0.0, 2020.77, 2020.77, 2020.77,  95.4367978412, 0.000, -14.0482216513, 0.000, 1.074, 1.456
0620+227,   7, 23.9, 2014.26, 1996.20, 2020.14,  95.8242230730, 0.277, +22.6932708638, 0.289, 0.559, 0.664
0620+385,   5, 13.8, 2015.03, 2005.52, 2019.30,  95.8705815426, 0.090, +38.5138357330, 0.040, 0.100, 0.159
0620+389,  26, 24.5, 2003.58, 1994.11, 2018.57,  96.0792553575, 0.083, +38.9468711369, 0.053, 0.206, 0.234
0620+459,   5, 22.7, 2013.22, 1996.61, 2019.30,  95.9854660614, 0.113, +45.9109748952, 0.047, 0.153, 0.181
0620-011,   5, 14.1, 2012.21, 2004.40, 2018.50,  95.7414267508, 0.107,  -1.1575327821, 0.284, 0.172, 0.393
0620-069,   2,  0.5, 2019.71, 2019.48, 2019.95,  95.7418580892, 0.049,  -6.9477695912, 0.013, 0.243, 0.542
0620-194,   5, 12.7, 2015.30, 2007.03, 2019.72,  95.6189046231, 0.033, -19.4550511436, 0.203, 0.123, 0.313
0621+446,   5, 21.7, 2012.45, 1996.61, 2018.33,  96.3261057391, 0.071, +44.6671183776, 0.077, 0.129, 0.150
0621-010,   5, 14.5, 2015.28, 2005.36, 2019.88,  96.0070211551, 0.088,  -1.0578179722, 0.382, 0.181, 0.420
0622+147,   5, 17.0, 2014.34, 2002.37, 2019.38,  96.4413423909, 0.560, +14.6721511074, 1.843, 0.208, 0.482
0622+336,   1,  0.0, 2020.52, 2020.52, 2020.52,  96.5459021079, 0.000, +33.6566682722, 0.000, 0.167, 0.227
0622-441,   6, 28.4, 2008.31, 1990.74, 2019.16,  95.8824425090, 0.339, -44.2173737757, 0.579, 2.362, 1.939
0622-645,   9,  3.1, 2018.48, 2016.57, 2019.72,  95.7820679955, 0.208, -64.6057562458, 0.114, 0.324, 0.511
0623+264,   5,  1.6, 2019.17, 2018.58, 2020.14,  96.7287494860, 0.037, +26.3888368853, 0.094, 0.204, 0.366
0623+803,   1,  0.0, 2006.12, 2006.12, 2006.12,  98.0411659345, 0.000, +80.3410411702, 0.000, 0.408, 0.966
0623-115,   2,  0.5, 2019.71, 2019.48, 2019.95,  96.4555706939, 0.073, -11.5567639436, 0.012, 0.209, 0.438
0624+185,   2,  0.8, 2019.76, 2019.38, 2020.14,  96.8355295165, 0.058, +18.5177806407, 0.715, 0.251, 0.577
0624-151,   5,  4.7, 2017.67, 2015.06, 2019.72,  96.6394197294, 0.136, -15.2100121394, 0.307, 0.235, 0.524
0624-546,   4,  0.8, 2018.18, 2017.64, 2018.43,  96.4676279513, 0.149, -54.6474184276, 0.148, 0.136, 0.228
0625+034,   4,  4.1, 2017.42, 2015.21, 2019.30,  96.9095148978, 0.139,  +3.4165238997, 0.259, 0.173, 0.348
0625+202,   2,  0.8, 2019.80, 2019.41, 2020.20,  97.0429180951, 0.117, +20.1763360566, 0.153, 0.220, 0.428
0625+286,   5, 14.4, 2015.13, 2005.42, 2019.85,  97.2096615140, 0.072, +28.5973412491, 0.100, 0.110, 0.182
0625-354,   5, 11.4, 2015.46, 2008.06, 2019.41,  96.7780391746, 0.238, -35.4875942129, 0.338, 0.177, 0.519
0626-280,   5, 13.2, 2012.34, 2005.50, 2018.67,  97.1803294156, 0.127, -28.0887175750, 0.087, 0.217, 0.517
0627+176,   5, 22.3, 2008.44, 1996.01, 2018.33,  97.5302437924, 0.038, +17.6369255105, 0.160, 0.121, 0.197
0627+330,   1,  0.0, 2020.52, 2020.52, 2020.52,  97.7186550784, 0.000, +33.0090249910, 0.000, 0.163, 0.237
0627+532,   5, 25.5, 2013.05, 1994.61, 2020.14,  97.8945222822, 0.230, +53.1910424952, 0.190, 0.158, 0.150
0627+814,   6, 14.0, 2012.77, 2005.52, 2019.53,  99.4307363190, 0.853, +81.4243590929, 0.204, 0.378, 0.445
0627-050,   5, 14.5, 2015.29, 2005.36, 2019.88,  97.4792952123, 0.142,  -5.0833532565, 0.207, 0.261, 0.589
0627-199, 255, 23.7, 2015.34, 1997.50, 2021.23,  97.3490077618, 0.013, -19.9888121252, 0.014, 0.252, 0.244
0628+203,   7, 24.2, 2011.56, 1996.01, 2020.20,  97.7544273526, 0.111, +20.3497808265, 0.142, 0.171, 0.250
0628-133,   5, 15.3, 2014.79, 2004.40, 2019.72,  97.7245961383, 0.060, -13.3929146295, 0.128, 0.103, 0.254
0628-627,   7, 16.4, 2012.12, 2003.68, 2020.10,  97.2395326331, 0.457, -62.8124289433, 0.179, 0.666, 0.326
0628-671,   2, 11.4, 2014.40, 2008.70, 2020.10,  97.1650326829, 0.421, -67.2131680804, 0.374, 0.421, 0.486
0629+104,   3,  1.1, 2018.90, 2018.33, 2019.41,  98.0638584988, 0.138, +10.3671437737, 0.176, 0.229, 0.314
0629+159,   2,  0.7, 2019.87, 2019.52, 2020.23,  98.1396491725, 0.023, +15.9062729226, 0.307, 0.217, 0.238
0629+160,   8, 22.3, 2005.51, 1996.01, 2018.35,  98.1797313158, 0.089, +15.9993389088, 0.176, 0.234, 0.491
0629+320,   5, 22.9, 2013.20, 1996.37, 2019.30,  98.1282620369, 0.083, +32.0148976118, 0.052, 0.131, 0.213
0629+362,   1,  0.0, 2020.52, 2020.52, 2020.52,  98.3112588158, 0.000, +36.2019538674, 0.000, 0.124, 0.167
0629-128,   5, 12.9, 2015.54, 2006.96, 2019.85,  98.0068534169, 0.044, -12.8424393487, 0.147, 0.104, 0.252
0629-141,   5, 14.3, 2015.20, 2005.42, 2019.72,  97.8342757991, 0.052, -14.1754842885, 0.088, 0.086, 0.216
0629-418,  30, 28.3, 2004.10, 1989.31, 2017.59,  97.7999918563, 0.144, -41.9074851427, 0.227, 0.749, 1.456
0630+367,   5, 13.8, 2014.39, 2005.55, 2019.32,  98.3933825669, 0.112, +36.7138175776, 0.104, 0.152, 0.232
0630+497,   5, 22.7, 2013.29, 1996.61, 2019.30,  98.4675279016, 0.099, +49.7294233823, 0.085, 0.237, 0.249
0630-261,   9, 15.6, 2016.18, 2005.50, 2021.05,  98.0270908419, 0.157, -26.2372316804, 0.264, 0.285, 0.605
0631+258,   5,  2.7, 2018.73, 2017.47, 2020.20,  98.6154150987, 0.348, +25.8480882764, 0.143, 0.401, 0.530
