iers_name, num_ses, obs_len, mean_epoch, beg_epoch, end_epoch, mean_ra, sigma_ra, mean_dec, sigma_dec, med_err_ra, med_err_dec
0000+212,   5, 22.5, 2008.64, 1996.01, 2018.50,   0.8306250193, 0.049, +21.4956967344, 0.137, 0.107, 0.214
0000-006,   2,  0.4, 2019.29, 2019.07, 2019.51,   0.7382305136, 0.061,  -0.4131320392, 0.562, 0.272, 0.636
0000-160,   4,  4.5, 2017.59, 2015.31, 2019.85,   0.8636006562, 0.136, -15.7848487990, 0.469, 0.230, 0.584
0000-197,   6, 22.4, 2010.80, 1997.50, 2019.85,   0.8278125997, 0.115, -19.4562099054, 0.259, 0.326, 0.656
0000-199,   5, 12.9, 2015.29, 2006.96, 2019.85,   0.8164558681, 0.116, -19.6973338825, 0.157, 0.234, 0.473
0001+459,   5, 22.9, 2013.27, 1996.61, 2019.51,   1.0671985287, 0.027, +46.2549918907, 0.073, 0.119, 0.159
0001+478,   4,  5.0, 2017.37, 2014.44, 2019.44,   0.9418398558, 0.568, +48.1178153833, 0.152, 0.367, 0.466
0001-120,   2,  0.0, 2004.34, 2004.33, 2004.35,   1.0204791970, 0.245, -11.8162181767, 0.660, 0.792, 1.403
0002+051,   8, 24.0, 2015.34, 1995.54, 2019.54,   1.3342312635, 0.081,  +5.4030008812, 0.174, 0.206, 0.320
0002+200,   5, 16.1, 2009.23, 2002.37, 2018.50,   1.1489928385, 0.054, +20.3284216157, 0.083, 0.161, 0.261
0002+541,   5, 23.7, 2011.48, 1994.61, 2018.27,   1.2681805982, 0.146, +54.4735901414, 0.089, 0.214, 0.184
0002-018,   2,  0.5, 2019.31, 2019.08, 2019.53,   1.2794658834, 0.022,  -1.5458708134, 0.210, 0.212, 0.546
0002-170,   3, 22.4, 2010.66, 1997.50, 2019.88,   1.3247241015, 0.090, -16.8012995272, 0.275, 0.178, 0.471
0002-350,   5,  5.0, 2017.44, 2014.61, 2019.63,   1.2746879162, 0.096, -34.7637931493, 0.457, 0.256, 0.641
0002-478,  68, 26.0, 2011.65, 1993.94, 2019.93,   1.1485645033, 0.073, -47.6054455568, 0.081, 0.347, 0.635
0003+123,   5, 12.0, 2015.24, 2007.03, 2019.07,   1.5960670062, 0.139, +12.5980827926, 0.084, 0.090, 0.173
0003+158,   4,  3.0, 2017.68, 2016.05, 2019.07,   1.4968240491, 0.053, +16.1636171587, 0.128, 0.111, 0.223
0003+340,   5,  7.5, 2016.46, 2011.97, 2019.44,   1.5307606709, 0.048, +34.3723349581, 0.098, 0.142, 0.302
0003+380,  30, 26.2, 2003.90, 1992.27, 2018.51,   1.4882307748, 0.048, +38.3375413911, 0.035, 0.207, 0.193
0003-066,1725, 33.4, 2007.00, 1988.04, 2021.48,   1.5578870247, 0.006,  -6.3931486960, 0.009, 0.259, 0.464
0003-302,   5, 17.1, 2014.42, 2002.37, 2019.51,   1.5046806519, 0.131, -29.9305824779, 0.133, 0.354, 0.824
0004+240,   5, 22.5, 2008.64, 1996.01, 2018.50,   1.7032891828, 0.024, +24.3767756005, 0.103, 0.085, 0.169
0005+021,   3,  0.8, 2019.51, 2019.08, 2019.91,   1.9326675960, 0.513,  +2.4422910339, 0.824, 0.694, 2.129
0005+114,   5, 16.7, 2014.31, 2002.37, 2019.08,   2.0034927244, 0.072, +11.7335485650, 0.115, 0.195, 0.316
0005+568,   5, 24.8, 2012.71, 1994.61, 2019.44,   1.9519525825, 0.071, +57.1028998060, 0.115, 0.154, 0.149
0005+683,   6, 24.3, 2012.08, 1995.30, 2019.63,   2.1394701782, 0.699, +68.6227913250, 0.093, 0.380, 0.429
0005-239,   8, 22.0, 2011.78, 1997.50, 2019.51,   2.0015400635, 0.087, -23.6550416823, 0.220, 0.294, 0.568
0005-262,   6, 22.0, 2010.82, 1997.50, 2019.51,   2.1093854073, 0.078, -25.9865390732, 0.180, 0.386, 0.923
0006+061,   5, 16.5, 2013.16, 2002.37, 2018.84,   2.2663827012, 0.071,  +6.4725667416, 0.143, 0.138, 0.283
0006+397,   5, 23.1, 2013.23, 1996.44, 2019.51,   2.2673899281, 0.124, +40.0296404748, 0.060, 0.140, 0.164
0006+771,   4,  2.0, 2018.16, 2017.32, 2019.30,   2.4295498096, 1.121, +77.4116679031, 0.293, 0.584, 0.476
0006-363,   6, 14.2, 2014.91, 2005.50, 2019.72,   2.1402546580, 0.371, -36.0236206841, 0.920, 0.727, 2.067
0007+016,   5,  1.4, 2018.92, 2018.14, 2019.53,   2.4944071754, 0.141,  +1.9653193289, 0.235, 0.303, 0.557
0007+171,  29, 28.3, 2002.10, 1990.11, 2018.38,   2.6416276407, 0.151, +17.4052114769, 0.058, 0.294, 0.328
0007+205,   4,  4.9, 2017.41, 2014.42, 2019.30,   2.6197626812, 0.073, +20.7971634474, 0.118, 0.179, 0.373
0007+439,   5, 12.5, 2015.34, 2006.96, 2019.51,   2.6251936266, 0.095, +44.2118069328, 0.110, 0.129, 0.182
0007+757,   4,  2.0, 2018.17, 2017.32, 2019.30,   2.4509760413, 1.553, +76.0550457057, 0.301, 0.876, 0.529
0007-048,   7,  4.7, 2016.92, 2015.22, 2019.95,   2.5016194290, 0.050,  -4.5634741027, 0.124, 0.142, 0.280
0007-325,   6, 10.4, 2016.78, 2009.37, 2019.72,   2.3981573209, 0.074, -32.2769248156, 0.256, 0.264, 0.599
0008+006,   6,  5.2, 2018.11, 2014.44, 2019.63,   2.8766800768, 0.034,  +0.9644102846, 0.149, 0.096, 0.207
0008+704,   5, 24.0, 2013.05, 1995.30, 2019.30,   2.8829284587, 0.144, +70.7587849678, 0.083, 0.141, 0.108
0008-222,   5, 20.9, 2009.09, 1997.50, 2018.42,   2.7235416047, 0.070, -21.9511722599, 0.196, 0.112, 0.298
0008-264, 358, 33.3, 2015.51, 1988.12, 2021.39,   2.7551947516, 0.017, -26.2092714128, 0.019, 0.491, 0.371
0008-300,   4, 12.6, 2015.58, 2006.96, 2019.53,   2.6882389803, 0.096, -29.7536604839, 0.224, 0.250, 0.843
0008-307,   5, 17.6, 2014.50, 2002.09, 2019.72,   2.6489258538, 0.096, -30.4631717944, 0.130, 0.135, 0.355
0008-311,   5,  7.6, 2017.38, 2012.11, 2019.72,   2.6454571954, 0.183, -30.9042501081, 0.210, 0.336, 0.858
0008-421,  11, 28.3, 2010.58, 1990.74, 2019.07,   2.7188229083, 1.274, -41.8863276457, 1.804, 0.821, 2.605
0009+081,   7, 23.3, 2014.73, 1995.54, 2018.88,   2.8969567056, 0.043,  +8.3987739516, 0.064, 0.109, 0.165
0009+467,   5, 14.0, 2015.07, 2005.55, 2019.51,   3.1220953760, 0.041, +47.0763160734, 0.164, 0.163, 0.189
0009+655,   5, 15.2, 2014.92, 2004.40, 2019.63,   3.1569622706, 2.143, +65.8530063818, 0.521, 0.517, 0.501
0009-148,  10, 14.4, 2018.56, 2007.03, 2021.47,   2.9185660526, 0.148, -14.5679541414, 0.119, 0.652, 0.454
0010+336,   5, 14.1, 2014.94, 2005.36, 2019.44,   3.1974256942, 0.084, +33.8940199148, 0.120, 0.140, 0.216
0010+405,  97, 29.8, 2012.41, 1991.49, 2021.24,   3.3797091502, 0.016, +40.8603178245, 0.016, 0.135, 0.186
0010+463,   5, 22.9, 2013.28, 1996.61, 2019.53,   3.3187035275, 0.106, +46.6024084764, 0.083, 0.136, 0.146
0010-155,   4, 12.9, 2014.89, 2006.96, 2019.88,   3.3362575489, 0.040, -15.2299402900, 0.176, 0.198, 0.428
0010-401,  19, 17.8, 2016.47, 2002.09, 2019.93,   3.2496243000, 0.080, -39.9072376102, 0.153, 0.367, 0.583
0011+189,   5, 22.4, 2008.47, 1996.01, 2018.38,   3.4849004539, 0.108, +19.1783099003, 0.105, 0.126, 0.270
0011-046,   6,  6.1, 2017.34, 2014.01, 2020.06,   3.4755457399, 0.049,  -4.3978597497, 0.069, 0.154, 0.243
0012+077,   3,  1.9, 2018.71, 2017.61, 2019.53,   3.8577244409, 0.206,  +8.0345029714, 0.566, 0.184, 0.349
0012+319,   5, 14.0, 2014.96, 2005.42, 2019.44,   3.7756142226, 0.069, +32.2703637525, 0.069, 0.142, 0.198
0012+610,   5, 17.3, 2014.33, 2002.37, 2019.63,   3.7033005029, 0.223, +61.2954284772, 0.111, 0.135, 0.187
0012-008,   2,  0.5, 2019.38, 2019.13, 2019.63,   3.7641541204, 0.346,  -0.5831493134, 1.498, 0.280, 0.686
0012-184,   5, 20.6, 2009.02, 1997.50, 2018.11,   3.7603834650, 0.076, -18.2141342010, 0.169, 0.134, 0.328
0013-005,  94, 30.9, 2008.40, 1990.13, 2021.04,   4.0462022989, 0.021,  -0.2534570309, 0.035, 0.293, 0.496
0013-184,   5, 12.8, 2015.37, 2007.03, 2019.88,   3.8930188991, 0.054, -18.1237739903, 0.250, 0.180, 0.407
0013-240,   4,  5.1, 2017.46, 2014.44, 2019.53,   4.0239110814, 0.204, -23.7311666214, 0.193, 0.355, 0.843
0014+813,1350, 33.7, 2003.57, 1987.62, 2021.37,   4.2853119647, 0.022, +81.5855934954, 0.007, 0.178, 0.195
0015+145,   4,  3.0, 2017.72, 2016.11, 2019.08,   4.4037659887, 0.102, +14.8505222020, 0.173, 0.224, 0.412
0015+529,   5, 24.8, 2012.71, 1994.61, 2019.44,   4.4656659045, 0.127, +53.2053115610, 0.113, 0.155, 0.138
0015-028,   3,  1.2, 2019.68, 2019.13, 2020.29,   4.4684319738, 0.161,  -2.6053386540, 0.507, 0.153, 0.304
0015-054,   6, 12.8, 2014.60, 2005.52, 2018.33,   4.3992383198, 0.131,  -5.2116022507, 0.132, 0.275, 0.320
0015-280,   5, 14.0, 2015.11, 2005.55, 2019.53,   4.4958581693, 0.170, -27.8059926882, 0.418, 0.167, 0.464
0016+039,   2,  0.5, 2019.38, 2019.13, 2019.63,   4.6570754427, 0.066,  +4.2623084834, 0.694, 0.131, 0.284
0016+453,   2,  0.8, 2019.94, 2019.52, 2020.36,   4.8709493348, 0.258, +45.6286372236, 0.177, 0.225, 0.256
0016+731,1109, 37.9, 2007.06, 1983.57, 2021.48,   4.9407764743, 0.019, +73.4583382377, 0.003, 0.102, 0.102
0016-013,   2,  0.6, 2019.44, 2019.16, 2019.72,   4.8227865071, 0.044,  -1.0659960371, 0.110, 0.265, 0.693
0016-223,   6,  2.1, 2018.33, 2017.44, 2019.53,   4.8451171520, 0.086, -22.0910937606, 0.116, 0.241, 0.593
0017+200, 444, 25.4, 2017.23, 1996.01, 2021.40,   4.9077270413, 0.007, +20.3626790763, 0.005, 0.104, 0.080
0017+257,   5, 22.1, 2011.93, 1996.37, 2018.51,   4.9157524464, 0.041, +26.0478547854, 0.112, 0.084, 0.150
0017+296,   4,  4.9, 2017.41, 2014.42, 2019.30,   4.9074596362, 0.333, +29.9338672151, 0.360, 0.479, 0.730
0017-307,   5, 17.8, 2014.35, 2002.09, 2019.85,   4.9278137677, 0.085, -30.5220412977, 0.285, 0.183, 0.480
0018+715,   5, 24.0, 2013.06, 1995.30, 2019.32,   5.2617240397, 0.150, +71.8391029131, 0.016, 0.193, 0.145
0018+729,   5, 24.0, 2011.54, 1995.30, 2019.32,   5.3640632077, 0.228, +73.2116475388, 0.041, 0.311, 0.265
0019+058, 454, 33.1, 2016.07, 1988.39, 2021.48,   5.6351717067, 0.011,  +6.1345191655, 0.010, 0.261, 0.238
0019+451,   4, 21.8, 2011.72, 1996.61, 2018.42,   5.5275472549, 0.074, +45.4260723195, 0.065, 0.114, 0.131
0020+015,   5,  1.4, 2019.72, 2019.02, 2020.39,   5.6592713077, 0.146,  +1.7840073793, 0.091, 0.169, 0.303
0020+446,   5, 22.9, 2013.35, 1996.61, 2019.53,   5.8976769519, 0.076, +44.9432661746, 0.069, 0.112, 0.140
0021+040,   3,  0.8, 2019.60, 2019.16, 2019.91,   5.9090194544, 0.512,  +4.2834544625, 2.378, 0.964, 2.550
0021+243,   7, 16.9, 2009.92, 2002.37, 2019.30,   6.1138772302, 0.086, +24.6572859161, 0.218, 0.185, 0.333
0021+464,   5, 22.9, 2013.38, 1996.61, 2019.53,   6.0897401650, 0.050, +46.7350638187, 0.113, 0.107, 0.183
0021-084,   7, 15.7, 2014.29, 2004.40, 2020.06,   6.0028031275, 0.049,  -8.1861247023, 0.158, 0.168, 0.469
0022+390,   5, 23.1, 2013.17, 1996.44, 2019.51,   6.3589903304, 0.144, +39.3265109068, 0.168, 0.110, 0.173
0022-044,   7,  6.1, 2017.58, 2014.01, 2020.06,   6.1915966978, 0.065,  -4.2004302532, 0.074, 0.201, 0.415
0022-227,   5, 12.7, 2015.42, 2006.96, 2019.63,   6.3510308475, 0.140, -22.4632213165, 0.191, 0.139, 0.343
0022-423,  12, 28.3, 2009.88, 1990.74, 2019.07,   6.1791243797, 0.828, -42.0344301203, 1.135, 1.231, 1.035
0023-263,   5, 17.3, 2014.51, 2002.37, 2019.63,   6.4548179735, 0.145, -26.0368371990, 0.504, 0.349, 0.713
0023-354,   8,  5.2, 2018.05, 2014.61, 2019.85,   6.5682796196, 0.319, -35.2135536355, 0.139, 0.570, 0.565
0024+092,   5, 17.4, 2014.55, 2002.09, 2019.53,   6.7741403565, 0.102,  +9.4993788862, 0.190, 0.140, 0.239
0024+224,   7, 22.5, 2010.27, 1996.01, 2018.51,   6.8140480482, 0.057, +22.6994634415, 0.094, 0.417, 0.427
0024+597,   4, 23.7, 2011.07, 1994.61, 2018.33,   6.7636923819, 0.211, +59.9813776648, 0.124, 0.211, 0.207
0024-114,   5, 14.4, 2015.15, 2005.50, 2019.95,   6.7143466096, 0.358, -11.2145625120, 0.420, 0.626, 1.113
0025+197, 146, 25.5, 2016.72, 1996.01, 2021.48,   7.1242436550, 0.016, +20.0074289122, 0.017, 0.254, 0.259
0025+449,   5,  2.4, 2018.11, 2017.09, 2019.53,   6.9260948967, 0.206, +45.2491876626, 0.085, 0.252, 0.356
0026+048,   6, 24.3, 2014.29, 1995.54, 2019.85,   7.2649674438, 0.160,  +5.1596854024, 0.212, 0.158, 0.296
0026+324,   2,  0.8, 2019.94, 2019.52, 2020.36,   7.3875588284, 0.039, +32.7474425455, 0.632, 0.230, 0.365
0026+346,  18, 31.9, 2001.48, 1987.59, 2019.51,   7.3093432277, 0.483, +34.9422907419, 0.319, 1.964, 1.788
0026-015,   7, 15.7, 2016.16, 2004.33, 2020.05,   7.2541084414, 0.048,  -1.2282664991, 0.117, 0.148, 0.331
0027+056,  10, 24.3, 2015.35, 1995.54, 2019.85,   7.4412346446, 0.041,  +5.9113089501, 0.077, 0.184, 0.267
0027+05A,   2,  0.7, 2019.52, 2019.19, 2019.85,   7.5511125307, 0.060,  +5.9241418230, 0.345, 0.252, 0.569
0027+587,   3,  1.2, 2018.94, 2018.33, 2019.51,   7.6810592333, 0.151, +59.0721389771, 0.763, 0.324, 0.721
0027+703,   5, 24.0, 2013.08, 1995.30, 2019.32,   7.5600539168, 0.104, +70.6277947140, 0.050, 0.119, 0.110
0027-024,   5, 14.0, 2011.78, 2004.33, 2018.35,   7.6325989111, 0.058,  -2.1989257789, 0.187, 0.106, 0.221
0027-426,   5,  9.8, 2016.11, 2009.31, 2019.07,   7.5728860182, 0.225, -42.4129119407, 0.600, 0.227, 0.752
0028-017,   3,  1.0, 2019.77, 2019.20, 2020.23,   7.7302850763, 0.008,  -1.4753467161, 0.104, 0.226, 0.404
0028-396,   5, 17.5, 2014.01, 2002.37, 2019.85,   7.8513811904, 0.264, -39.3803798710, 0.537, 0.810, 2.199
0029-147,   5, 13.9, 2011.82, 2004.33, 2018.23,   7.9850491276, 0.126, -14.4387066396, 0.376, 0.178, 0.393
0029-414,   2,  0.3, 2020.19, 2020.02, 2020.36,   7.8669177498, 0.265, -41.1377452666, 0.094, 0.315, 1.138
0030+048,   2,  0.7, 2019.54, 2019.20, 2019.88,   8.2469491475, 0.298,  +5.1670845140, 0.022, 0.234, 0.515
0030+196,   5,  4.7, 2017.39, 2014.42, 2019.08,   8.1597434883, 5.595, +19.8982705337, 0.720, 1.778, 2.417
0031+211,   1,  0.0, 2020.38, 2020.38, 2020.38,   8.5701650019, 0.000, +21.4448883103, 0.000, 0.154, 0.279
0032+276,   4, 22.2, 2011.69, 1996.37, 2018.57,   8.6811920354, 0.293, +27.9071445946, 0.137, 0.133, 0.186
0032+612,   5, 16.7, 2012.74, 2002.95, 2019.63,   8.8554606980, 0.102, +61.5085447956, 0.047, 0.112, 0.125
0032-011,   5,  5.4, 2017.85, 2014.44, 2019.88,   8.6830082097, 0.102,  -0.9036207990, 0.136, 0.184, 0.394
0033+079,   3,  0.6, 2019.72, 2019.30, 2019.95,   9.0671878009, 0.159,  +8.2511199531, 0.235, 0.266, 0.542
0033+082,   2,  0.7, 2019.54, 2019.20, 2019.88,   8.9312841558, 0.270,  +8.5377355472, 0.036, 0.290, 0.645
0033+098,   6,  1.7, 2019.69, 2018.72, 2020.39,   9.0990298141, 0.122, +10.1329073325, 0.048, 0.225, 0.175
0033+142,   5, 16.8, 2014.33, 2002.37, 2019.13,   9.1462879169, 0.087, +14.5676718740, 0.214, 0.179, 0.296
0033+143,   5, 12.0, 2015.26, 2007.03, 2019.08,   8.9336995575, 0.063, +14.6338812916, 0.076, 0.105, 0.202
0033-088,   6, 14.6, 2015.43, 2005.42, 2020.06,   8.9427099441, 0.088,  -8.5983450623, 0.140, 0.171, 0.459
0034+078,   7, 14.4, 2016.43, 2005.52, 2019.95,   9.3841548843, 0.054,  +8.1369603375, 0.099, 0.122, 0.203
0034+108,   5, 22.9, 2012.36, 1995.54, 2018.42,   9.3585059738, 0.096, +11.1641447721, 0.031, 0.204, 0.212
0034+214,   1,  0.0, 2020.38, 2020.38, 2020.38,   9.3480867825, 0.000, +21.6980902763, 0.000, 0.128, 0.223
0034+393,   4,  2.4, 2018.25, 2017.09, 2019.51,   9.4030239444, 0.125, +39.6366096895, 0.222, 0.195, 0.296
0034-220,   5, 12.7, 2014.83, 2006.96, 2019.63,   9.3117745865, 0.122, -21.7568649456, 0.471, 0.178, 0.389
0035+121,   5, 22.4, 2008.51, 1996.01, 2018.42,   9.5750690890, 0.058, +12.4586800990, 0.067, 0.116, 0.225
0035+186,   1,  0.0, 2020.38, 2020.38, 2020.38,   9.6203823620, 0.000, +18.9382309743, 0.000, 0.126, 0.233
0035+238,   5, 11.8, 2015.45, 2007.52, 2019.32,   9.4929157143, 0.329, +24.1199635285, 0.522, 0.601, 0.859
0035+367,   5, 23.1, 2013.18, 1996.44, 2019.53,   9.4422624496, 0.096, +36.9863565066, 0.160, 0.180, 0.290
0035+413,  57, 25.6, 2011.12, 1994.19, 2019.79,   9.6035149321, 0.030, +41.6183334275, 0.026, 0.203, 0.237
0035+503,   5, 21.7, 2010.90, 1996.61, 2018.33,   9.6183899763, 0.145, +50.5905094474, 0.082, 0.172, 0.212
0035-024,   5, 13.1, 2015.40, 2007.07, 2020.14,   9.5855389719, 0.071,  -2.1279296710, 0.059, 0.108, 0.252
0035-037,   7, 14.6, 2016.18, 2005.55, 2020.14,   9.5866431313, 0.038,  -3.4997115996, 0.105, 0.169, 0.236
0035-252, 125, 24.0, 2012.90, 1997.50, 2021.48,   9.5613979112, 0.019, -24.9839542396, 0.026, 0.318, 0.336
0035-340,   3,  0.7, 2020.39, 2020.02, 2020.77,   9.3702685348, 0.084, -33.7451151591, 0.121, 0.241, 0.690
0035-534,   1,  0.0, 2017.97, 2017.97, 2017.97,   9.3973323774, 0.000, -53.1261561961, 0.000, 0.632, 1.076
0036-099,   5, 13.2, 2015.50, 2006.96, 2020.14,   9.7762152536, 0.077,  -9.7130248052, 0.175, 0.123, 0.263
0036-191,   5, 14.4, 2015.18, 2005.52, 2019.95,   9.8205190286, 0.070, -18.9015577454, 0.387, 0.218, 0.589
0036-216,   6, 22.1, 2010.89, 1997.50, 2019.63,   9.6248117642, 0.118, -21.3344497357, 0.426, 0.271, 0.616
0037+011,   5,  5.3, 2017.90, 2014.61, 2019.95,  10.0563560099, 0.062,  +1.4295415584, 0.076, 0.140, 0.271
0037+094,   5,  2.4, 2018.70, 2017.47, 2019.91,  10.0762674631, 0.265,  +9.7116060927, 0.578, 0.827, 2.928
0037+139,   8, 22.4, 2005.22, 1996.01, 2018.44,   9.9150816427, 0.041, +14.1993213203, 0.082, 0.307, 0.494
0037+487,   5, 23.0, 2013.39, 1996.61, 2019.63,   9.9458285765, 0.067, +49.0092152576, 0.068, 0.100, 0.138
0037-329,   4, 17.8, 2013.43, 2002.09, 2019.88,  10.0730862672, 0.198, -32.7243960001, 0.461, 0.201, 0.507
0037-593,  12, 15.9, 2013.88, 2003.68, 2019.60,  10.0327047580, 0.306, -59.0646568404, 0.259, 0.770, 1.268
0038+133,   5, 12.1, 2015.32, 2007.03, 2019.13,  10.3217122959, 0.130, +13.6576463012, 0.067, 0.173, 0.286
0038+319,   4,  8.8, 2016.56, 2010.71, 2019.53,  10.3163916924, 0.053, +32.1854352662, 0.118, 0.167, 0.249
0038-019,   5,  4.2, 2017.93, 2015.92, 2020.14,  10.3583702202, 0.139,  -1.7210225243, 0.191, 0.258, 0.695
0038-020,   5,  4.9, 2015.77, 2013.56, 2018.42,  10.2400482133, 0.086,  -1.7755627570, 0.188, 0.135, 0.276
0038-326,  16, 18.1, 2018.02, 2002.09, 2020.20,  10.1277285717, 0.165, -32.4223136360, 0.355, 1.059, 3.198
0039+211,   3,  0.8, 2018.98, 2018.57, 2019.32,  10.4226971196, 0.305, +21.4028081713, 0.622, 0.530, 1.153
0039+230,  24, 26.5, 2004.18, 1992.81, 2019.32,  10.5189381917, 0.058, +23.3336283401, 0.083, 0.156, 0.257
0039+568,   6, 24.7, 2012.57, 1994.61, 2019.34,  10.5810486949, 0.110, +57.1434961308, 0.062, 0.164, 0.249
0039-407,   4,  0.7, 2018.98, 2018.56, 2019.26,  10.5051021329, 0.309, -40.5110393750, 0.151, 0.503, 0.270
0040+098,   6, 22.9, 2013.20, 1995.54, 2018.44,  10.6848821029, 0.113, +10.1636688059, 0.143, 0.178, 0.213
0041+047,   5,  1.4, 2019.80, 2019.02, 2020.39,  10.9447111517, 0.074,  +5.0488992980, 0.101, 0.168, 0.323
0041+677,   5, 14.2, 2014.97, 2005.52, 2019.72,  11.2114983478, 0.059, +68.0507461142, 0.041, 0.114, 0.114
0042+186,   5, 14.8, 2014.78, 2004.33, 2019.13,  11.1759494137, 0.073, +18.9180651364, 0.127, 0.193, 0.401
0042+456,   3,  1.2, 2019.02, 2018.44, 2019.63,  11.2501422313, 0.073, +45.9209092449, 0.049, 0.111, 0.158
0042-373,   5,  4.9, 2017.53, 2014.97, 2019.88,  11.3002753642, 0.048, -37.0967964866, 0.116, 0.151, 0.396
0043+044,   3,  0.7, 2019.81, 2019.32, 2020.06,  11.5523295384, 0.116,  +4.7249474216, 0.273, 0.480, 1.108
0043+246,   5, 15.0, 2014.82, 2004.33, 2019.32,  11.5326072639, 0.032, +24.9423678743, 0.077, 0.098, 0.167
0043-268,   4, 10.7, 2016.18, 2009.06, 2019.72,  11.5574006153, 0.035, -26.5317925731, 0.412, 0.185, 0.435
0043-392,   3, 10.8, 2015.39, 2009.06, 2019.88,  11.3771210073, 0.062, -39.0008139471, 0.187, 0.264, 0.648
0044+030,   8,  3.4, 2018.37, 2016.71, 2020.06,  11.7746613556, 0.063,  +3.3318849031, 0.137, 0.165, 0.373
0044+085,   4,  0.7, 2019.83, 2019.32, 2020.06,  11.8132506679, 0.325,  +8.7930002929, 0.338, 0.480, 0.797
0044+387,   5, 23.1, 2013.20, 1996.44, 2019.53,  11.6982427147, 0.080, +39.0130967103, 0.071, 0.126, 0.201
0044+566,   4, 23.7, 2011.07, 1994.61, 2018.35,  11.7517868136, 0.156, +56.9617762699, 0.075, 0.119, 0.179
0044-846,   6,  5.0, 2016.60, 2015.36, 2020.38,  11.1112052426, 0.265, -84.3777743442, 0.039, 0.320, 0.402
0045+079,   2,  0.8, 2019.76, 2019.38, 2020.14,  12.0982402515, 0.062,  +8.1808732646, 0.197, 0.366, 0.708
0045+243,   5, 22.6, 2008.56, 1996.01, 2018.58,  11.9327973240, 0.050, +24.5877760355, 0.164, 0.115, 0.225
0045-000,   4,  0.9, 2019.91, 2019.32, 2020.23,  12.0796744962, 0.096,  +0.2492051099, 0.131, 0.210, 0.374
0046+063,   7, 15.8, 2014.08, 2004.33, 2020.14,  12.2446796829, 0.161,  +6.6684648616, 0.323, 0.193, 0.350
0046+511,   9, 23.7, 2010.39, 1994.61, 2018.35,  12.4082966806, 0.057, +51.4704701063, 0.095, 0.123, 0.159
0046+861,   4, 13.9, 2013.28, 2005.55, 2019.41,  13.1369016572, 1.417, +86.4622923189, 0.085, 0.192, 0.146
0046-315,   5, 17.9, 2013.79, 2002.09, 2019.95,  12.3454203184, 0.133, -31.2742567892, 0.254, 0.269, 0.716
0047+023,  45, 24.7, 2015.42, 1995.54, 2020.26,  12.4301497276, 0.026,  +2.6177162901, 0.050, 0.194, 0.389
0047-051,   4,  5.6, 2017.66, 2014.61, 2020.20,  12.5897282932, 0.038,  -4.8723874815, 0.136, 0.089, 0.192
0047-579,  39, 31.4, 2004.87, 1988.01, 2019.37,  12.4978042737, 0.145, -57.6409277473, 0.073, 0.311, 0.459
0048+447,   5, 23.0, 2013.41, 1996.61, 2019.63,  12.9019739243, 0.134, +44.9933218260, 0.042, 0.109, 0.151
0048-071,   4,  5.6, 2017.67, 2014.61, 2020.20,  12.7842076042, 0.044,  -6.8339525849, 0.079, 0.085, 0.184
0048-097,1913, 39.8, 2002.61, 1981.46, 2021.27,  12.6721557535, 0.005,  -9.4847806330, 0.006, 0.284, 0.400
0048-427, 202, 19.4, 2014.49, 2002.09, 2021.48,  12.7895909341, 0.031, -42.4425814723, 0.047, 0.435, 0.639
0049+003,   5,  2.5, 2018.66, 2017.61, 2020.14,  13.0232041712, 0.186,  +0.5939302121, 0.241, 0.459, 0.544
0049+162,   2,  0.9, 2019.92, 2019.48, 2020.36,  13.1506849870, 0.360, +16.5501229578, 0.009, 0.221, 0.444
0049+437,   5, 22.1, 2008.77, 1996.44, 2018.50,  13.1159411050, 0.096, +44.0484767250, 0.077, 0.113, 0.152
0050-287,   5, 14.2, 2014.57, 2005.55, 2019.72,  13.2189849609, 0.103, -28.4317180175, 0.181, 0.131, 0.330
0051+291,   4,  5.9, 2017.22, 2013.47, 2019.38,  13.4346812242, 0.086, +29.4186389168, 0.124, 0.102, 0.173
0051+679,   4, 23.1, 2011.23, 1995.30, 2018.38,  13.5734238670, 0.164, +68.1864377768, 0.085, 0.313, 0.126
0051+706,   5, 24.0, 2013.08, 1995.30, 2019.32,  13.5736876290, 0.217, +70.8990606039, 0.081, 0.164, 0.115
0051-077,   5, 14.7, 2015.24, 2005.52, 2020.20,  13.4021487754, 0.127,  -7.4582280954, 0.217, 0.166, 0.326
0052+044,   2,  0.8, 2019.80, 2019.41, 2020.20,  13.8259594698, 0.183,  +4.7356900752, 0.407, 0.341, 0.826
0052+076,   2,  0.8, 2019.80, 2019.41, 2020.20,  13.7783137039, 0.195,  +7.9237154755, 0.232, 0.237, 0.496
0052-125,   5, 14.4, 2015.18, 2005.50, 2019.95,  13.7990940870, 0.026, -12.2991937046, 0.156, 0.103, 0.253
0052-201,   5, 12.8, 2012.28, 2005.42, 2018.23,  13.6372853086, 0.113, -19.8836116977, 0.245, 0.142, 0.343
0054+078,   6,  2.7, 2018.93, 2017.47, 2020.20,  14.3281932009, 0.414,  +8.0935873828, 0.712, 0.781, 1.758
0054+161, 184, 25.2, 2015.67, 1996.20, 2021.37,  14.2303930231, 0.012, +16.4203724967, 0.013, 0.233, 0.279
