iers_name, year, num_ses, ra, ra_err, dec, dec_err, ra_dec_corr
0002+051, 2019,   3,    1.3342312291,  0.173,   +5.4030009028,  0.237, -0.096
0002-478, 2003,   3,    1.1485647626,  1.249,  -47.6054453698,  0.841, -0.732
0002-478, 2004,   3,    1.1485643924,  0.353,  -47.6054455234,  0.650,  0.621
0002-478, 2005,   3,    1.1485645639,  0.242,  -47.6054455775,  0.519,  0.722
0002-478, 2007,   3,    1.1485643325,  0.226,  -47.6054457378,  0.444,  0.705
0002-478, 2011,   3,    1.1485647586,  0.514,  -47.6054454564,  1.434, -0.725
0002-478, 2012,   3,    1.1485645129,  0.461,  -47.6054454426,  0.611,  0.412
0002-478, 2013,   3,    1.1485644032,  0.273,  -47.6054456279,  0.408,  0.320
0002-478, 2014,   5,    1.1485646026,  0.237,  -47.6054455290,  0.425,  0.031
0002-478, 2015,   4,    1.1485645288,  0.236,  -47.6054454551,  0.408,  0.288
0002-478, 2016,   4,    1.1485644343,  0.231,  -47.6054457077,  0.363, -0.002
0002-478, 2017,   6,    1.1485646295,  0.238,  -47.6054455715,  0.480, -0.288
0002-478, 2018,   5,    1.1485643997,  0.489,  -47.6054455632,  0.759,  0.018
0002-478, 2019,  10,    1.1485644302,  0.238,  -47.6054455117,  0.429,  0.167
0003+380, 2001,   3,    1.4882308299,  0.759,  +38.3375414279,  0.942,  0.315
0003+380, 2005,   4,    1.4882307506,  0.091,  +38.3375413772,  0.134, -0.058
0003+380, 2008,   4,    1.4882306989,  0.109,  +38.3375413958,  0.169,  0.148
0003-066, 1992,   8,    1.5578870530,  0.644,   -6.3931486973,  2.758, -0.972
0003-066, 1993,   3,    1.5578871639,  0.348,   -6.3931486323,  0.842, -0.940
0003-066, 1996,  56,    1.5578870389,  0.122,   -6.3931487887,  0.238, -0.217
0003-066, 1997,  75,    1.5578870191,  0.101,   -6.3931487541,  0.243, -0.081
0003-066, 1998,  89,    1.5578870602,  0.132,   -6.3931486641,  0.267,  0.168
0003-066, 1999,  88,    1.5578870267,  0.113,   -6.3931486547,  0.225,  0.098
0003-066, 2000,  73,    1.5578870183,  0.102,   -6.3931486839,  0.198, -0.055
0003-066, 2001, 107,    1.5578870227,  0.131,   -6.3931487268,  0.243, -0.132
0003-066, 2002,  92,    1.5578869828,  0.125,   -6.3931487031,  0.170, -0.065
0003-066, 2003,  90,    1.5578870232,  0.104,   -6.3931487005,  0.202, -0.129
0003-066, 2004,  80,    1.5578870256,  0.119,   -6.3931486922,  0.209,  0.040
0003-066, 2005, 118,    1.5578870405,  0.147,   -6.3931486613,  0.202, -0.130
0003-066, 2006,  81,    1.5578869995,  0.173,   -6.3931486514,  0.248, -0.145
0003-066, 2007,  70,    1.5578870129,  0.170,   -6.3931486905,  0.302, -0.283
0003-066, 2008,  87,    1.5578870252,  0.159,   -6.3931487600,  0.257,  0.175
0003-066, 2009,  70,    1.5578869973,  0.233,   -6.3931487469,  0.466,  0.056
0003-066, 2010,  40,    1.5578870055,  0.184,   -6.3931487503,  0.679,  0.032
0003-066, 2011,  29,    1.5578870545,  0.139,   -6.3931486625,  0.224,  0.217
0003-066, 2012,  26,    1.5578870597,  0.133,   -6.3931486145,  0.280,  0.062
0003-066, 2013,  42,    1.5578870923,  0.175,   -6.3931485563,  0.298,  0.215
0003-066, 2014,  76,    1.5578870807,  0.174,   -6.3931486070,  0.263,  0.324
0003-066, 2015,  71,    1.5578870271,  0.118,   -6.3931486835,  0.088,  0.032
0003-066, 2016,  44,    1.5578870232,  0.136,   -6.3931487163,  0.097, -0.128
0003-066, 2017,  41,    1.5578870219,  0.091,   -6.3931486916,  0.089,  0.080
0003-066, 2018,  51,    1.5578870212,  0.099,   -6.3931486886,  0.073,  0.020
0003-066, 2019,  31,    1.5578870238,  0.077,   -6.3931487038,  0.083,  0.072
0003-066, 2020,  51,    1.5578870124,  0.109,   -6.3931487204,  0.107,  0.287
0005+021, 2019,   3,    1.9326676028,  0.727,   +2.4422910196,  1.832,  0.187
0005-239, 2017,   3,    2.0015400333,  0.125,  -23.6550416728,  0.294, -0.200
0007+016, 2018,   3,    2.4944071988,  0.212,   +1.9653192685,  0.405,  0.077
0007+171, 2002,   3,    2.6416277225,  3.546,  +17.4052115385,  2.453, -0.948
0007+171, 2006,   3,    2.6416278061,  0.174,  +17.4052114528,  0.166, -0.040
0007-048, 2015,   4,    2.5016194922,  0.178,   -4.5634740792,  0.322,  0.158
0007-325, 2017,   3,    2.3981573249,  0.192,  -32.2769247585,  0.451, -0.376
0008-264, 1997,   3,    2.7551947016,  0.115,  -26.2092714169,  0.329, -0.171
0008-264, 2003,   5,    2.7551948615,  0.427,  -26.2092714904,  0.285, -0.005
0008-264, 2005,   4,    2.7551947647,  0.435,  -26.2092715019,  0.272, -0.363
0008-264, 2006,   3,    2.7551947623,  0.296,  -26.2092714225,  0.249, -0.230
0008-264, 2007,   4,    2.7551946429,  0.290,  -26.2092713703,  0.281,  0.960
0008-264, 2008,   4,    2.7551946160,  0.271,  -26.2092714586,  0.253,  0.531
0008-264, 2009,   3,    2.7551947528,  0.328,  -26.2092714539,  0.175,  0.242
0008-264, 2010,   3,    2.7551947051,  0.114,  -26.2092713120,  0.218,  0.032
0008-264, 2012,   6,    2.7551947688,  0.125,  -26.2092713980,  0.196, -0.130
0008-264, 2013,   7,    2.7551947387,  0.210,  -26.2092713834,  0.238, -0.078
0008-264, 2014,  29,    2.7551947482,  0.167,  -26.2092714102,  0.223,  0.012
0008-264, 2015,  40,    2.7551947622,  0.302,  -26.2092713843,  0.215,  0.322
0008-264, 2016,  39,    2.7551947364,  0.323,  -26.2092714065,  0.220, -0.124
0008-264, 2017,  86,    2.7551947500,  0.129,  -26.2092714351,  0.236, -0.210
0008-264, 2018,  51,    2.7551947579,  0.150,  -26.2092714224,  0.248,  0.056
0008-264, 2019,  31,    2.7551946922,  0.199,  -26.2092713928,  0.260, -0.233
0008-264, 2020,  16,    2.7551947062,  0.253,  -26.2092713701,  0.274, -0.054
0008-421, 2017,   4,    2.7188235877,  0.593,  -41.8863272010,  1.636, -0.385
0009+081, 2018,   3,    2.8969567311,  0.076,   +8.3987739441,  0.127,  0.072
0009-148, 2019,   3,    2.9185660262,  0.185,  -14.5679539883,  0.437, -0.335
0010+405, 1998,   3,    3.3797091665,  0.052,  +40.8603178078,  0.079, -0.163
0010+405, 2008,   3,    3.3797091687,  0.111,  +40.8603178207,  0.137, -0.001
0010+405, 2009,   3,    3.3797091774,  0.072,  +40.8603177866,  0.127, -0.257
0010+405, 2010,   5,    3.3797092018,  0.261,  +40.8603178685,  0.369, -0.101
0010+405, 2011,   3,    3.3797090297,  0.262,  +40.8603178601,  0.314,  0.266
0010+405, 2012,   5,    3.3797091629,  0.094,  +40.8603178473,  0.128, -0.231
0010+405, 2013,   5,    3.3797091332,  0.146,  +40.8603178187,  0.190, -0.494
0010+405, 2014,   8,    3.3797091493,  0.089,  +40.8603178471,  0.131, -0.265
0010+405, 2015,   5,    3.3797091435,  0.080,  +40.8603178506,  0.103, -0.082
0010+405, 2016,   8,    3.3797091649,  0.073,  +40.8603178291,  0.095, -0.163
0010+405, 2017,   9,    3.3797091596,  0.088,  +40.8603178229,  0.114, -0.139
0010+405, 2018,  13,    3.3797091654,  0.102,  +40.8603177975,  0.136, -0.274
0010+405, 2019,   6,    3.3797091452,  0.168,  +40.8603178222,  0.195, -0.277
0010-401, 2017,   5,    3.2496243233,  0.122,  -39.9072375508,  0.351,  0.121
0010-401, 2018,   6,    3.2496243195,  0.170,  -39.9072376488,  0.313, -0.123
0010-401, 2019,   4,    3.2496242823,  0.256,  -39.9072376298,  0.501,  0.234
0013-005, 1990,   3,    4.0462034053,  5.631,   -0.2534581189,  5.511, -0.999
0013-005, 1996,   9,    4.0462022843,  0.274,   -0.2534569356,  0.498, -0.117
0013-005, 1997,   8,    4.0462022519,  0.237,   -0.2534570923,  0.451, -0.059
0013-005, 1998,   6,    4.0462023379,  0.105,   -0.2534569926,  0.223, -0.020
0013-005, 1999,   7,    4.0462023292,  0.329,   -0.2534569765,  0.703, -0.216
0013-005, 2010,   3,    4.0462022633,  0.327,   -0.2534570454,  0.148,  0.147
0013-005, 2011,   3,    4.0462023082,  0.083,   -0.2534570783,  0.137,  0.079
0013-005, 2012,   5,    4.0462022904,  0.185,   -0.2534570181,  0.160,  0.185
0013-005, 2013,   5,    4.0462022610,  0.244,   -0.2534571095,  0.334,  0.073
0013-005, 2014,   5,    4.0462022990,  0.303,   -0.2534570360,  0.255, -0.172
0013-005, 2017,   7,    4.0462022973,  0.148,   -0.2534570853,  0.311, -0.128
0013-005, 2018,   6,    4.0462022877,  0.127,   -0.2534570009,  0.277, -0.050
0013-005, 2019,  11,    4.0462023054,  0.119,   -0.2534570320,  0.260, -0.161
0013-005, 2020,   6,    4.0462022829,  0.163,   -0.2534570021,  0.261, -0.387
0014+813, 1991,   3,    4.2853126668,  0.392,  +81.5855934778,  0.479,  0.118
0014+813, 1992,   3,    4.2853123116,  0.269,  +81.5855934681,  0.268, -0.037
0014+813, 1993,  15,    4.2853118734,  0.144,  +81.5855934974,  0.176,  0.043
0014+813, 1994,  19,    4.2853120848,  0.145,  +81.5855934990,  0.164, -0.018
0014+813, 1995,  59,    4.2853119540,  0.113,  +81.5855934539,  0.119,  0.024
0014+813, 1996,  64,    4.2853120650,  0.118,  +81.5855934707,  0.140, -0.040
0014+813, 1997,  65,    4.2853119764,  0.057,  +81.5855934779,  0.062, -0.024
0014+813, 1998,  59,    4.2853119988,  0.065,  +81.5855934968,  0.071, -0.055
0014+813, 1999,  59,    4.2853120466,  0.074,  +81.5855935264,  0.086,  0.007
0014+813, 2000,  56,    4.2853119467,  0.048,  +81.5855935318,  0.055,  0.027
0014+813, 2001,  60,    4.2853120491,  0.052,  +81.5855935469,  0.054,  0.014
0014+813, 2002,  88,    4.2853119478,  0.074,  +81.5855935368,  0.080, -0.009
0014+813, 2003, 126,    4.2853119479,  0.092,  +81.5855935278,  0.105, -0.048
0014+813, 2004, 114,    4.2853119469,  0.118,  +81.5855935014,  0.127, -0.035
0014+813, 2005, 155,    4.2853119648,  0.101,  +81.5855934896,  0.106,  0.011
0014+813, 2006, 121,    4.2853120412,  0.165,  +81.5855934642,  0.165,  0.028
0014+813, 2007,  83,    4.2853120327,  0.187,  +81.5855934519,  0.187, -0.022
0014+813, 2008,  82,    4.2853119536,  0.184,  +81.5855934600,  0.182, -0.045
0014+813, 2009,  21,    4.2853119150,  0.066,  +81.5855935206,  0.070,  0.043
0014+813, 2010,  18,    4.2853119024,  0.040,  +81.5855935214,  0.049, -0.023
0014+813, 2011,   7,    4.2853120518,  0.090,  +81.5855935444,  0.106, -0.136
0014+813, 2012,  11,    4.2853119718,  0.085,  +81.5855934899,  0.105,  0.068
0014+813, 2014,  17,    4.2853120230,  0.032,  +81.5855933701,  0.044, -0.040
0014+813, 2015,   5,    4.2853119637,  0.068,  +81.5855932997,  0.080,  0.013
0014+813, 2017,   6,    4.2853120718,  0.087,  +81.5855933267,  0.090, -0.029
0014+813, 2019,   6,    4.2853121461,  0.100,  +81.5855932139,  0.109,  0.030
0014+813, 2020,   4,    4.2853118439,  0.226,  +81.5855933118,  0.192,  0.090
0015-054, 2016,   3,    4.3992384886,  0.352,   -5.2116023123,  0.190,  0.618
0016+731, 1988,   3,    4.9407757561,  0.368,  +73.4583379548,  0.313, -0.033
0016+731, 1989,   3,    4.9407764773,  0.097,  +73.4583382386,  0.093, -0.061
0016+731, 1990,  44,    4.9407765952,  0.213,  +73.4583382189,  0.202,  0.037
0016+731, 1991,  34,    4.9407765659,  0.113,  +73.4583382377,  0.125,  0.009
0016+731, 1992, 109,    4.9407766749,  0.120,  +73.4583382158,  0.117, -0.015
0016+731, 1993, 150,    4.9407767517,  0.130,  +73.4583382166,  0.126, -0.090
0016+731, 1994,  52,    4.9407766586,  0.158,  +73.4583382491,  0.147, -0.192
0016+731, 1995,   7,    4.9407765998,  0.112,  +73.4583381379,  0.113, -0.033
0016+731, 1996,   9,    4.9407767956,  0.108,  +73.4583381088,  0.111, -0.031
0016+731, 1997,   5,    4.9407767116,  0.144,  +73.4583381413,  0.117, -0.297
0016+731, 1999,   3,    4.9407762297,  0.095,  +73.4583382375,  0.117, -0.192
0016+731, 2005,   5,    4.9407764893,  0.156,  +73.4583382386,  0.165,  0.442
0016+731, 2006,   3,    4.9407763750,  0.148,  +73.4583382182,  0.137,  0.367
0016+731, 2007,   3,    4.9407766055,  0.076,  +73.4583382615,  0.075,  0.091
0016+731, 2008,   4,    4.9407765447,  0.082,  +73.4583382270,  0.089, -0.032
0016+731, 2009,  20,    4.9407764568,  0.039,  +73.4583382292,  0.041, -0.053
0016+731, 2010,  32,    4.9407763027,  0.048,  +73.4583382597,  0.047, -0.093
0016+731, 2011,  69,    4.9407763140,  0.040,  +73.4583382629,  0.040, -0.088
0016+731, 2012,  47,    4.9407763605,  0.045,  +73.4583382578,  0.047, -0.103
0016+731, 2013,  43,    4.9407764495,  0.045,  +73.4583382504,  0.046, -0.035
0016+731, 2014,  56,    4.9407764971,  0.030,  +73.4583382508,  0.030, -0.056
0016+731, 2015,  33,    4.9407765467,  0.037,  +73.4583382457,  0.036, -0.085
0016+731, 2016,  48,    4.9407766493,  0.050,  +73.4583382345,  0.052, -0.059
0016+731, 2017,  88,    4.9407766918,  0.046,  +73.4583382314,  0.047, -0.077
0016+731, 2018,  76,    4.9407765631,  0.058,  +73.4583382540,  0.057, -0.055
0016+731, 2019,  72,    4.9407763445,  0.036,  +73.4583382425,  0.034, -0.053
0016+731, 2020,  69,    4.9407763220,  0.045,  +73.4583382533,  0.042, -0.062
0016-223, 2017,   3,    4.8451171121,  0.105,  -22.0910937475,  0.266, -0.353
0017+200, 2013,  20,    4.9077270644,  0.120,  +20.3626790610,  0.092, -0.024
0017+200, 2014,  57,    4.9077270567,  0.072,  +20.3626790714,  0.068, -0.018
0017+200, 2015,  51,    4.9077270516,  0.061,  +20.3626790660,  0.049,  0.074
0017+200, 2016,  65,    4.9077270459,  0.077,  +20.3626790628,  0.063,  0.060
0017+200, 2017,  78,    4.9077270516,  0.065,  +20.3626790744,  0.053,  0.038
0017+200, 2018,  56,    4.9077270490,  0.088,  +20.3626790631,  0.060,  0.056
0017+200, 2019,  53,    4.9077270167,  0.058,  +20.3626790657,  0.056,  0.048
0017+200, 2020,  49,    4.9077270284,  0.101,  +20.3626790810,  0.080,  0.067
0019+058, 1997,   5,    5.6351717387,  0.257,   +6.1345191709,  0.445, -0.233
0019+058, 1999,   3,    5.6351717255,  0.177,   +6.1345190451,  0.351, -0.242
0019+058, 2008,   3,    5.6351716829,  0.103,   +6.1345192324,  0.194, -0.101
0019+058, 2009,  12,    5.6351717004,  0.107,   +6.1345191394,  0.161,  0.237
0019+058, 2010,  24,    5.6351717444,  0.153,   +6.1345191915,  0.210,  0.147
0019+058, 2011,  21,    5.6351717013,  0.232,   +6.1345191374,  0.192,  0.213
0019+058, 2012,  35,    5.6351717020,  0.167,   +6.1345191601,  0.151,  0.034
0019+058, 2013,  14,    5.6351717052,  0.299,   +6.1345191232,  0.434,  0.172
0019+058, 2014,  10,    5.6351717370,  0.270,   +6.1345191647,  0.483,  0.317
0019+058, 2015,  27,    5.6351717047,  0.228,   +6.1345191375,  0.222, -0.092
0019+058, 2016,  35,    5.6351717080,  0.245,   +6.1345191775,  0.223,  0.136
0019+058, 2017,  62,    5.6351717272,  0.094,   +6.1345191465,  0.134, -0.041
0019+058, 2018,  44,    5.6351717190,  0.150,   +6.1345191477,  0.127,  0.100
0019+058, 2019,  29,    5.6351717119,  0.100,   +6.1345191508,  0.102, -0.017
0019+058, 2020,  78,    5.6351717126,  0.086,   +6.1345191559,  0.073,  0.071
0020+015, 2019,   3,    5.6592712882,  0.140,   +1.7840073715,  0.315, -0.152
0021+040, 2019,   3,    5.9090194601,  0.993,   +4.2834544645,  2.403, -0.585
0021+243, 2004,   3,    6.1138772367,  0.350,  +24.6572858890,  0.307, -0.024
0022-423, 2017,   4,    6.1791241373,  0.384,  -42.0344302724,  0.747, -0.519
0023-354, 2018,   4,    6.5682797070,  0.623,  -35.2135536087,  0.282,  0.436
0024+224, 2017,   3,    6.8140480133,  0.129,  +22.6994634351,  0.206, -0.119
0025+197, 2011,   9,    7.1242436686,  0.117,  +20.0074288948,  0.160, -0.026
0025+197, 2012,  11,    7.1242436560,  0.120,  +20.0074288655,  0.208, -0.104
0025+197, 2013,   6,    7.1242436628,  0.083,  +20.0074289135,  0.136, -0.021
0025+197, 2014,   9,    7.1242436908,  0.073,  +20.0074288883,  0.140,  0.067
0025+197, 2015,  23,    7.1242436750,  0.135,  +20.0074288983,  0.144, -0.140
0025+197, 2017,  13,    7.1242436785,  0.197,  +20.0074288938,  0.234,  0.057
0025+197, 2018,  13,    7.1242436656,  0.125,  +20.0074288921,  0.130, -0.085
0025+197, 2019,  19,    7.1242436513,  0.165,  +20.0074288828,  0.163, -0.061
0025+197, 2020,  22,    7.1242436389,  0.120,  +20.0074289066,  0.093,  0.200
0025+449, 2017,   3,    6.9260948755,  0.328,  +45.2491876916,  0.444,  0.078
0026+346, 1989,   3,    7.3093445419,  1.610,  +34.9422914165,  2.140,  0.826
0027+056, 2019,   4,    7.4412346663,  0.115,   +5.9113089661,  0.253,  0.149
0033+079, 2019,   3,    9.0671877970,  0.232,   +8.2511199482,  0.533, -0.553
0033+098, 2019,   3,    9.0990297864,  0.209,  +10.1329073302,  0.147, -0.131
0034+078, 2019,   3,    9.3841548806,  0.112,   +8.1369603705,  0.198, -0.390
0035+413, 1998,   3,    9.6035149385,  0.055,  +41.6183334799,  0.059, -0.017
0035+413, 2005,   3,    9.6035149251,  0.210,  +41.6183334438,  0.253, -0.025
0035+413, 2006,   3,    9.6035149262,  0.131,  +41.6183334086,  0.141, -0.001
0035+413, 2009,   3,    9.6035149619,  0.065,  +41.6183333980,  0.103, -0.002
0035+413, 2010,   3,    9.6035149194,  0.089,  +41.6183333975,  0.107,  0.152
0035+413, 2011,   3,    9.6035148671,  0.193,  +41.6183334420,  0.280, -0.350
0035+413, 2012,   5,    9.6035148889,  0.112,  +41.6183334267,  0.119,  0.078
0035+413, 2013,   3,    9.6035149863,  0.149,  +41.6183334524,  0.214,  0.470
0035+413, 2014,   6,    9.6035149138,  0.235,  +41.6183334534,  0.224,  0.273
0035+413, 2015,   3,    9.6035149480,  0.157,  +41.6183333363,  0.307, -0.451
0035+413, 2016,   4,    9.6035148324,  0.213,  +41.6183334240,  0.315,  0.348
0035+413, 2017,   6,    9.6035149647,  0.128,  +41.6183334138,  0.177,  0.322
0035-252, 2009,  12,    9.5613979445,  0.118,  -24.9839542132,  0.199,  0.029
0035-252, 2010,  25,    9.5613979170,  0.205,  -24.9839542382,  0.182, -0.167
0035-252, 2011,  31,    9.5613979002,  0.165,  -24.9839542212,  0.182,  0.100
0035-252, 2012,   7,    9.5613979407,  0.106,  -24.9839543270,  0.198, -0.286
0035-252, 2013,  15,    9.5613979046,  0.115,  -24.9839542358,  0.267,  0.252
0035-252, 2014,   3,    9.5613978409,  0.197,  -24.9839541916,  0.267, -0.573
0035-252, 2018,   3,    9.5613979037,  0.154,  -24.9839544167,  0.364,  0.510
0035-252, 2019,   8,    9.5613979449,  0.126,  -24.9839543353,  0.338, -0.384
0035-252, 2020,   7,    9.5613978865,  0.077,  -24.9839542370,  0.171, -0.116
0035-340, 2020,   3,    9.3702685474,  0.189,  -33.7451151519,  0.637, -0.322
0037-593, 2018,   5,   10.0327048215,  0.398,  -59.0646568354,  0.708,  0.199
0038-326, 2019,   9,   10.1277285665,  0.585,  -32.4223135662,  1.464, -0.050
0038-326, 2020,   4,   10.1277286970,  1.268,  -32.4223142902,  3.865,  0.444
0039+230, 2004,   3,   10.5189381594,  0.097,  +23.3336283123,  0.143, -0.125
0039+230, 2006,   3,   10.5189381987,  0.150,  +23.3336284331,  0.178,  0.059
0041+047, 2019,   3,   10.9447111514,  0.131,   +5.0488992804,  0.306, -0.434
0042-373, 2017,   3,   11.3002753628,  0.181,  -37.0967964747,  0.464, -0.211
0044+030, 2017,   3,   11.7746613592,  0.184,   +3.3318848921,  0.395, -0.450
0044-846, 2015,   4,   11.1112053466,  0.257,  -84.3777743441,  0.291,  0.148
0045-000, 2020,   3,   12.0796744890,  0.175,   +0.2492051261,  0.308, -0.277
0047+023, 2010,   4,   12.4301497321,  0.151,   +2.6177162252,  0.297,  0.107
0047+023, 2015,   4,   12.4301497771,  0.181,   +2.6177163305,  0.318, -0.045
0047+023, 2016,   4,   12.4301497448,  0.098,   +2.6177162899,  0.179, -0.005
0047+023, 2018,   4,   12.4301495387,  0.424,   +2.6177164535,  0.500, -0.663
0047+023, 2019,  10,   12.4301497272,  0.114,   +2.6177162354,  0.260, -0.554
0047+023, 2020,   5,   12.4301497145,  0.110,   +2.6177163086,  0.247, -0.207
0047-579, 1992,   4,   12.4978044604,  0.343,  -57.6409276523,  0.677,  0.344
0047-579, 2004,   4,   12.4978046096,  0.315,  -57.6409277540,  0.341,  0.052
0047-579, 2005,   7,   12.4978043720,  0.224,  -57.6409277444,  0.353,  0.492
0047-579, 2006,   3,   12.4978041859,  0.255,  -57.6409277522,  0.179, -0.109
