iers_name, num_cln, num_outl, outl_ra, outl_dec, ra, dec, pmra, pmdec, pmra_err, pmdec_err, pmra_pmdec_cor
0000+212,   5,   0,   0,   0,   0.831,  21.496,  -0.01425,  +0.03982, 0.01637, 0.03612,-0.37796
0000-197,   6,   0,   0,   0,   0.828, -19.456,  +0.00253,  -0.05496, 0.01144, 0.02455,-0.18587
0000-199,   5,   0,   0,   0,   0.816, -19.697,  +0.09114,  -0.18340, 0.03524, 0.09212,-0.21850
0001+459,   5,   0,   0,   0,   1.067,  46.255,  -0.00277,  +0.03165, 0.00533, 0.01461, 0.08220
0002+051,   8,   0,   0,   0,   1.334,   5.403,  -0.00451,  +0.00717, 0.05658, 0.07322, 0.02756
0002+200,   5,   0,   0,   0,   1.149,  20.328,  -0.00956,  +0.02275, 0.00863, 0.01240, 0.04068
0002+541,   5,   0,   0,   0,   1.268,  54.474,  -0.04467,  -0.06931, 0.01999, 0.04509, 0.32181
0002-350,   5,   0,   0,   0,   1.275, -34.764,  -0.03782,  +0.23182, 0.07570, 0.23770, 0.35015
0002-478,  68,   0,   0,   0,   1.149, -47.605,  -0.00758,  +0.00454, 0.00695, 0.01807, 0.26837
0003+123,   5,   0,   0,   0,   1.596,  12.598,  -0.14348,  -0.05113, 0.03601, 0.06083,-0.00827
0003+340,   5,   0,   0,   0,   1.531,  34.372,  +0.01407,  +0.01323, 0.01527, 0.03918, 0.00909
0003+380,  30,   0,   0,   0,   1.488,  38.338,  -0.01216,  -0.00232, 0.00516, 0.00854,-0.18080
0003-066,1692,   3,   1,   2,   1.558,  -6.393,  +0.00036,  -0.00236, 0.00073, 0.00097,-0.03115
0003-302,   5,   0,   0,   0,   1.505, -29.931,  +0.03478,  -0.12113, 0.05517, 0.14082, 0.64158
0004+240,   5,   0,   0,   0,   1.703,  24.377,  -0.01688,  -0.00274, 0.02274, 0.03880, 0.11862
0005+114,   5,   0,   0,   0,   2.003,  11.734,  -0.04728,  -0.02298, 0.02543, 0.03798,-0.15238
0005+568,   5,   0,   0,   0,   1.952,  57.103,  +0.02160,  +0.16028, 0.01929, 0.03492,-0.00068
0005+683,   6,   0,   0,   0,   2.139,  68.623,  +0.05300,  +0.01194, 0.08791, 0.19994,-0.18005
0005-239,   8,   0,   0,   0,   2.002, -23.655,  -0.02517,  +0.05170, 0.01201, 0.02738,-0.68552
0005-262,   6,   0,   0,   0,   2.109, -25.987,  -0.00195,  +0.02530, 0.01390, 0.03736, 0.31873
