iers_name, num_cln, num_outl, outl_ra, outl_dec, ra, dec, pmra, pmdec, pmra_err, pmdec_err, pmra_pmdec_cor
0000+212,   2,   3,   2,   2,   0.831,  21.496,,,,,
0000-197,   2,   4,   2,   2,   0.828, -19.456,,,,,
0000-199,   3,   2,   2,   0,   0.816, -19.697,,,,,
0001+459,   2,   3,   0,   3,   1.067,  46.255,,,,,
0002+051,   2,   6,   4,   5,   1.334,   5.403,,,,,
0002+200,   2,   3,   3,   1,   1.149,  20.328,,,,,
0002+541,   0,   5,   4,   2,   1.268,  54.474,,,,,
0002-350,   2,   3,   1,   3,   1.275, -34.764,,,,,
0002-478,  19,  49,  40,  27,   1.149, -47.605,  -0.00458,  -0.00554, 0.00587, 0.01202,-0.01107
0003+123,   2,   3,   3,   2,   1.596,  12.598,,,,,
0003+340,   4,   1,   1,   0,   1.531,  34.372,,,,,
0003+380,   8,  22,  20,  10,   1.488,  38.338,  -0.00365,  -0.00005, 0.00232, 0.00407,-0.16413
0003-066, 612,1083, 725, 739,   1.558,  -6.393,  +0.00020,  -0.00247, 0.00069, 0.00089,-0.03752
0003-302,   2,   3,   3,   0,   1.505, -29.931,,,,,
0004+240,   3,   2,   0,   2,   1.703,  24.377,,,,,
0005+114,   3,   2,   1,   1,   2.003,  11.734,,,,,
0005+568,   2,   3,   3,   3,   1.952,  57.103,,,,,
0005+683,   3,   3,   3,   0,   2.139,  68.623,,,,,
0005-239,   2,   6,   5,   3,   2.002, -23.655,,,,,
0005-262,   4,   2,   1,   2,   2.109, -25.987,,,,,
0006+061,   2,   3,   2,   2,   2.266,   6.473,,,,,
0006+397,   3,   2,   1,   1,   2.267,  40.030,,,,,
0006-363,   0,   6,   4,   3,   2.140, -36.024,,,,,
0007+016,   3,   2,   1,   1,   2.494,   1.965,,,,,
0007+171,   6,  23,  17,  15,   2.642,  17.405,  +0.02747,  -0.01355, 0.03569, 0.03887, 0.23927
0007+439,   0,   5,   3,   2,   2.625,  44.212,,,,,
0007-048,   3,   4,   3,   3,   2.502,  -4.563,,,,,
0007-325,   3,   3,   2,   2,   2.398, -32.277,,,,,
0008+006,   3,   3,   2,   2,   2.877,   0.964,,,,,
0008+704,   0,   5,   4,   3,   2.883,  70.759,,,,,
0008-222,   0,   5,   4,   3,   2.724, -21.951,,,,,
0008-264, 136, 215, 156, 141,   2.755, -26.209,  -0.03200,  +0.08321, 0.01269, 0.01389,-0.15316
0008-307,   2,   3,   3,   1,   2.649, -30.463,,,,,
0008-311,   2,   3,   3,   0,   2.645, -30.904,,,,,
0008-421,   1,  10,   9,   8,   2.719, -41.886,,,,,
0009+081,   2,   5,   4,   2,   2.897,   8.399,,,,,
0009+467,   2,   3,   0,   3,   3.122,  47.076,,,,,
0009+655,   1,   4,   4,   2,   3.157,  65.853,,,,,
0009-148,   3,   4,   4,   1,   2.919, -14.568,,,,,
0010+336,   2,   3,   1,   2,   3.197,  33.894,,,,,
0010+405,  40,  54,  44,  33,   3.380,  40.860,  -0.00128,  +0.00191, 0.00114, 0.00206,-0.15379
0010+463,   2,   3,   2,   2,   3.319,  46.602,,,,,
