iers_name, num_cln, num_outl, outl_ra, outl_dec, ra, dec, pmra, pmdec, pmra_err, pmdec_err, pmra_pmdec_cor
0000-197,   6,   0,   0,   0,   0.828, -19.456,  -0.00137,  -0.06834, 0.01105, 0.02372,-0.18415
0000-199,   5,   0,   0,   0,   0.816, -19.697,  +0.09394,  -0.18147, 0.03382, 0.08855,-0.21931
0001+459,   5,   0,   0,   0,   1.067,  46.255,  -0.00242,  +0.03584, 0.00651, 0.01786, 0.08300
0001-120,   5,   0,   0,   0,   1.020, -11.816,  +0.00899,  -0.03128, 0.00383, 0.00877,-0.16731
0002+051,   7,   1,   0,   1,   1.334,   5.403,  -0.01108,  -0.00760, 0.05093, 0.06595, 0.02897
0002+200,   5,   0,   0,   0,   1.149,  20.328,  -0.01176,  +0.02391, 0.00825, 0.01188, 0.03912
0002+541,   3,   2,   2,   0,   1.268,  54.474,,,,,
0002-170,   5,   0,   0,   0,   1.325, -16.801,  -0.00897,  +0.03115, 0.01158, 0.02761,-0.53290
0002-350,   5,   0,   0,   0,   1.275, -34.764,  -0.04257,  +0.23174, 0.07404, 0.23216, 0.35164
0002-478,  56,  12,  11,   1,   1.149, -47.605,  -0.01091,  -0.00825, 0.00568, 0.01454, 0.24979
0003+123,   4,   1,   1,   0,   1.596,  12.598,,,,,
0003+380,  27,   3,   3,   0,   1.488,  38.338,  -0.00963,  +0.00208, 0.00450, 0.00750,-0.19061
0003-066,1564, 154,  80, 104,   1.558,  -6.393,  +0.00177,  -0.00211, 0.00072, 0.00092,-0.03517
0003-302,   5,   0,   0,   0,   1.505, -29.931,  +0.02101,  -0.16148, 0.05485, 0.14007, 0.64790
0005+114,   5,   0,   0,   0,   2.003,  11.734,  -0.04369,  -0.02307, 0.03022, 0.04503,-0.15305
0005+568,   4,   1,   0,   1,   1.952,  57.103,,,,,
0005+683,   4,   2,   2,   0,   2.139,  68.623,,,,,
0005-239,   7,   1,   0,   1,   2.002, -23.655,  -0.02353,  +0.03773, 0.01134, 0.02589,-0.68308
0005-262,   6,   0,   0,   0,   2.109, -25.987,  -0.00479,  +0.01889, 0.01147, 0.03080, 0.31949
0006+061,   5,   0,   0,   0,   2.266,   6.473,  -0.00977,  +0.04493, 0.01271, 0.02825, 0.09563
0006+397,   4,   1,   1,   0,   2.267,  40.030,,,,,
0006-363,   6,   0,   0,   0,   2.140, -36.024,  -0.24663,  -0.00958, 0.10687, 0.49879, 0.52678
0007+171,  18,  12,  12,   0,   2.642,  17.405,  +0.04282,  -0.00807, 0.01522, 0.02757, 0.19043
0007+439,   4,   1,   1,   0,   2.625,  44.212,,,,,
0007-048,   7,   0,   0,   0,   2.502,  -4.563,  -0.02164,  -0.09583, 0.03474, 0.06645, 0.03860
0007-325,   6,   0,   0,   0,   2.398, -32.277,  -0.03880,  +0.03376, 0.03146, 0.07500,-0.72486
0008+006,   4,   1,   0,   1,   2.877,   0.964,,,,,
0008+704,   3,   2,   2,   0,   2.883,  70.759,,,,,
0008-222,   5,   0,   0,   0,   2.724, -21.951,  -0.00668,  +0.00346, 0.00912, 0.02455,-0.25690
0008-264, 337,  15,  10,   8,   2.755, -26.209,  -0.01049,  +0.04349, 0.00597, 0.00836,-0.14429
0008-307,   5,   0,   0,   0,   2.649, -30.463,  -0.05739,  +0.05268, 0.03061, 0.08664, 0.43178
0008-311,   5,   0,   0,   0,   2.645, -30.904,  +0.05491,  -0.04355, 0.03530, 0.10907,-0.12134
0008-421,   4,   7,   6,   4,   2.719, -41.886,,,,,
0009+081,   8,   0,   0,   0,   2.897,   8.399,  -0.00894,  -0.02719, 0.01014, 0.02025,-0.35846
0009+467,   5,   0,   0,   0,   3.122,  47.076,  -0.01020,  -0.05483, 0.02756, 0.06706,-0.23219
0009+655,   2,   3,   3,   1,   3.157,  65.853,,,,,
0009-148,   9,   0,   0,   0,   2.919, -14.568,  -0.00662,  -0.05835, 0.03124, 0.04980, 0.17464
0010+336,   5,   0,   0,   0,   3.197,  33.894,  -0.04730,  +0.03794, 0.01575, 0.03213,-0.51213
0010+405,  90,   5,   4,   1,   3.380,  40.860,  -0.00062,  +0.00423, 0.00167, 0.00323,-0.17633
0010+463,   5,   0,   0,   0,   3.319,  46.602,  -0.02592,  +0.04544, 0.02821, 0.04365,-0.43314
0010-155,   5,   0,   0,   0,   3.336, -15.230,  +0.00422,  -0.07257, 0.02394, 0.05815,-0.10130
0010-401,  17,   2,   1,   1,   3.250, -39.907,  +0.00034,  +0.07343, 0.01465, 0.04702, 0.17822
0011+189,   5,   0,   0,   0,   3.485,  19.178,  +0.00427,  +0.01847, 0.01178, 0.02780, 0.05373
