iers_name, num_cln, num_outl, outl_ra, outl_dec, ra, dec, pmra, pmdec, pmra_err, pmdec_err, pmra_pmdec_cor
0000+212,   5,   0,   0,   0,   0.831,  21.496,  -0.01431,  +0.03821, 0.01626, 0.03587,-0.37794
0000-197,   6,   0,   0,   0,   0.828, -19.456,  +0.00267,  -0.05803, 0.01166, 0.02504,-0.19226
0000-199,   5,   0,   0,   0,   0.816, -19.697,  +0.09075,  -0.18199, 0.03282, 0.08579,-0.21875
0001+459,   5,   0,   0,   0,   1.067,  46.255,  -0.00347,  +0.02444, 0.00538, 0.01473, 0.08242
0002+051,   8,   0,   0,   0,   1.334,   5.403,  -0.00631,  -0.00459, 0.05785, 0.07479, 0.02764
0002+200,   5,   0,   0,   0,   1.149,  20.328,  -0.01071,  +0.02225, 0.00882, 0.01270, 0.04018
0002+541,   5,   0,   0,   0,   1.268,  54.474,  -0.04285,  -0.07126, 0.01962, 0.04422, 0.32179
0002-350,   5,   0,   0,   0,   1.275, -34.764,  -0.02760,  +0.21533, 0.07440, 0.23382, 0.35188
0002-478,  68,   0,   0,   0,   1.149, -47.605,  -0.01125,  +0.00747, 0.00671, 0.01758, 0.27135
0003+123,   5,   0,   0,   0,   1.596,  12.598,  -0.13743,  -0.04585, 0.03490, 0.05896,-0.01126
0003+340,   5,   0,   0,   0,   1.531,  34.372,  +0.01004,  +0.01839, 0.01512, 0.03919, 0.00928
0003+380,  30,   0,   0,   0,   1.488,  38.338,  -0.01255,  -0.00186, 0.00518, 0.00857,-0.19134
0003-066,1692,   3,   2,   2,   1.558,  -6.393,  +0.00089,  -0.00302, 0.00070, 0.00094,-0.03229
0003-302,   5,   0,   0,   0,   1.505, -29.931,  +0.03558,  -0.10952, 0.05443, 0.13891, 0.64189
0004+240,   5,   0,   0,   0,   1.703,  24.377,  -0.01452,  -0.00228, 0.02292, 0.03918, 0.11846
0005+114,   5,   0,   0,   0,   2.003,  11.734,  -0.02944,  -0.01263, 0.02657, 0.03966,-0.15461
0005+568,   5,   0,   0,   0,   1.952,  57.103,  +0.01372,  +0.14765, 0.02594, 0.04694,-0.00266
0005+683,   6,   0,   0,   0,   2.139,  68.623,  +0.06501,  +0.02052, 0.08758, 0.20038,-0.18666
0005-239,   8,   0,   0,   0,   2.002, -23.655,  -0.02579,  +0.04171, 0.01393, 0.03184,-0.68355
0005-262,   6,   0,   0,   0,   2.109, -25.987,  -0.00376,  +0.02164, 0.01391, 0.03737, 0.32273
0006+061,   5,   0,   0,   0,   2.266,   6.473,  -0.00985,  +0.04199, 0.01222, 0.02717, 0.09424
0006+397,   5,   0,   0,   0,   2.267,  40.030,  +0.00033,  +0.03325, 0.01577, 0.03541,-0.27058
0006-363,   6,   0,   0,   0,   2.140, -36.024,  -0.24117,  +0.02808, 0.11056, 0.51596, 0.52769
0007+016,   5,   0,   0,   0,   2.494,   1.965,  +0.06003,  +1.55619, 0.64473, 1.06100,-0.17691
0007+171,  27,   2,   2,   0,   2.642,  17.405,  +0.09797,  +0.01574, 0.01107, 0.01791,-0.01136
0007+439,   5,   0,   0,   0,   2.625,  44.212,  +0.02248,  +0.08030, 0.02022, 0.05837, 0.16520
0007-048,   7,   0,   0,   0,   2.502,  -4.563,  -0.06307,  -0.08381, 0.03623, 0.07832,-0.01987
0007-325,   6,   0,   0,   0,   2.398, -32.277,  -0.03781,  +0.03902, 0.03248, 0.07741,-0.72631
0008+006,   6,   0,   0,   0,   2.877,   0.964,  +0.03089,  -0.00774, 0.04294, 0.08434, 0.05326
0008+704,   5,   0,   0,   0,   2.883,  70.759,  +0.00573,  -0.01235, 0.00675, 0.03045, 0.03189
0008-222,   5,   0,   0,   0,   2.724, -21.951,  -0.00490,  +0.00202, 0.00851, 0.02285,-0.25086
