iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0003-066,1996,56,1.5578870389,0.122,-6.3931487887,0.238,-0.217
0013-005,1996,9,4.0462022843,0.274,-0.2534569356,0.498,-0.117
0014+813,1996,64,4.285312065,0.118,81.5855934707,0.14,-0.04
0016+731,1996,9,4.9407767956,0.108,73.4583381088,0.111,-0.031
0048-097,1996,136,12.6721557517,0.131,-9.4847805928,0.213,-0.168
0059+581,1996,140,15.690676538,0.059,58.4030935309,0.063,-0.003
0104-408,1996,75,16.6879498365,0.166,-40.5722111897,0.213,0.714
0106+013,1996,13,17.161546308,0.223,1.5834215319,0.346,-0.244
0110+495,1996,3,18.3625283347,0.093,49.8066787165,0.187,-0.316
0111+021,1996,29,18.4297706155,0.404,2.3714767474,0.574,-0.484
0119+041,1996,93,20.4869237198,0.112,4.373537337,0.191,-0.222
0119+115,1996,28,20.4233126538,0.154,11.8306703392,0.229,-0.11
0133+476,1996,51,24.244145032,0.082,47.8580833809,0.093,-0.043
0146+056,1996,10,27.3432119901,0.132,5.9315468355,0.211,-0.301
0149+218,1996,3,28.0752459903,0.099,22.1188054917,0.191,-0.241
0201+113,1996,32,30.9444043842,0.229,11.5792804997,0.352,-0.18
0202+149,1996,59,31.2100578984,0.105,15.2364009718,0.138,-0.152
0202+319,1996,3,31.2705223109,0.099,32.2083598569,0.168,-0.011
0208-512,1996,19,32.6925018083,0.334,-51.0171922223,0.376,-0.005
0215+015,1996,4,34.4539782022,0.2,1.7471386799,0.341,0.069
0229+131,1996,128,37.9412252077,0.109,13.381865619,0.159,-0.155
0234+285,1996,25,39.4683569751,0.133,28.8024972695,0.227,-0.409
0235+164,1996,47,39.6622087441,0.159,16.616465177,0.252,-0.164
0239+108,1996,11,40.6215452125,0.091,11.0168689522,0.183,-0.261
0306+102,1996,7,47.2650978555,0.32,10.4878724757,0.433,0.154
0317+188,1996,16,49.9635697103,0.182,19.0253585584,0.29,-0.329
0338-214,1996,6,55.148365973,0.485,-21.3253256775,0.609,0.302
0341+158,1996,5,56.0965506536,0.417,15.9953802047,0.746,0.574
0402-362,1996,25,60.9739578767,0.329,-36.0838648077,0.491,0.716
0405-385,1996,7,61.7459805727,0.484,-38.4411229085,0.659,0.546
0406+121,1996,3,62.3417028184,0.266,12.2944022105,0.378,-0.355
0420-014,1996,3,65.8158363597,0.172,-1.3425183375,0.254,-0.046
0430+289,1996,12,68.4076244295,0.193,29.0987436457,0.281,0.139
0434-188,1996,3,69.2561780276,0.298,-18.746837004,0.6,-0.191
0440+345,1996,5,70.8818133305,0.162,34.6851845328,0.296,-0.253
0454+844,1996,5,77.1765144895,0.245,84.5345955696,0.266,-0.013
0454-234,1996,106,74.2632467845,0.117,-23.4144500761,0.254,-0.092
