iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0002-478,1996,1,1.1485640761,0.572,-47.6054444986,1.148,-0.44
0010+405,1996,1,3.3797091208,0.082,40.8603178145,0.138,-0.459
0013-005,1996,9,4.046202293,0.273,-0.2534569528,0.496,-0.117
0016+731,1996,9,4.9407767988,0.108,73.4583380994,0.111,-0.031
0017+200,1996,2,4.9077270485,0.091,20.3626790513,0.178,-0.231
0048-097,1996,136,12.6721557529,0.131,-9.4847806107,0.212,-0.169
0054+161,1996,1,14.2303916933,5.028,16.4203714637,7.081,0.943
0059+581,1996,140,15.6906765564,0.059,58.4030935347,0.062,-0.005
0104-408,1996,75,16.6879498378,0.165,-40.572211178,0.21,0.713
0110+495,1996,3,18.3625283386,0.093,49.8066787059,0.187,-0.316
0133+476,1996,51,24.2441450172,0.081,47.8580833866,0.093,-0.048
0149+218,1996,3,28.0752459771,0.098,22.1188055133,0.189,-0.241
0202+319,1996,3,31.2705223108,0.097,32.2083598531,0.166,-0.018
0202-172,1996,1,31.2403097418,1.554,-17.0221770362,1.01,-0.305
0208-512,1996,19,32.6925018254,0.323,-51.0171922286,0.365,-0.053
0215+015,1996,4,34.4539782028,0.201,1.7471386981,0.342,0.07
0221+067,1996,1,36.118450607,0.359,6.9898171008,0.336,-0.037
0227+403,1996,1,37.6904616377,0.126,40.5480746141,0.267,-0.236
0230-790,1996,1,37.3956100205,0.719,-78.7960001564,0.725,-0.099
0235+164,1996,47,39.6622087576,0.157,16.6164651709,0.25,-0.164
0237-027,1996,2,39.9394676602,0.322,-2.5780318046,0.605,-0.274
0239+175,1996,2,40.6011179715,0.366,17.7163468295,0.661,-0.728
0300+470,1996,2,45.8968426217,0.113,47.2711876481,0.196,0.091
0307+380,1996,1,47.7078330503,0.058,38.2482880529,0.121,-0.111
0308-611,1996,2,47.483746424,0.238,-60.9775154927,0.391,0.227
0322+222,1996,2,51.4033931901,0.089,22.4001013658,0.183,-0.235
0332-403,1996,1,53.5568931759,0.919,-40.140388455,1.722,0.468
0400-319,1996,1,60.5886079955,1.364,-31.79054092,1.665,0.753
0402-362,1996,25,60.9739578755,0.342,-36.0838648042,0.519,0.716
0403-132,1996,1,61.3916806774,0.57,-13.1371361159,0.608,0.423
0415+398,1996,1,64.8439564,0.077,39.9247158719,0.15,0.115
0430+289,1996,12,68.4076244474,0.197,29.0987436494,0.282,0.136
0437-454,1996,1,69.7535613949,0.726,-45.3729342906,0.799,0.069
0454+844,1996,5,77.176514339,0.245,84.5345955698,0.266,-0.019
0454-234,1996,106,74.2632467836,0.116,-23.4144500651,0.254,-0.105
0454-810,1996,1,72.5226653,0.555,-81.0172866373,0.479,0.014
0458-020,1996,139,75.3033745185,0.093,-1.9872934054,0.185,-0.238
0507+179,1996,5,77.5098713399,0.246,18.011550467,0.301,-0.08
0515+208,1996,2,79.515935415,0.155,20.9145825524,0.328,-0.311
0529+483,1996,1,83.3161076248,0.1,48.3813355404,0.168,-0.054
0530-727,1996,5,82.3751759572,0.533,-72.7579187555,0.462,-0.252
0536+145,1996,1,84.9265250135,0.979,14.5626541803,5.516,-0.83
0537-286,1996,1,84.9761733535,0.902,-28.6655407628,1.86,0.547
0539-057,1996,1,85.4086804432,0.678,-5.6970632015,0.826,-0.398
0544+273,1996,9,86.8922871894,0.147,27.3657896495,0.193,0.069
0552+398,1996,154,88.8783562551,0.054,39.8136568655,0.062,-0.072
0556+238,1996,23,89.8834714364,0.157,23.8983130478,0.234,-0.15
0607-157,1996,1,92.4206229367,0.31,-15.7112978923,0.203,-0.11
0615+820,1996,1,96.5125262621,0.184,82.0404355141,0.332,0.046
0641+392,1996,1,101.2237898703,0.076,39.2465371176,0.16,-0.287
0646-306,1996,1,102.0587351194,0.702,-30.7387952839,1.845,0.188
0648-165,1996,1,102.6024241384,0.693,-16.6277022757,1.432,0.529
0657+172,1996,5,105.0063564771,0.183,17.1560281225,0.217,-0.229
