iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0300+470,1986,15,45.8968426611,0.328,47.2711875193,0.347,-0.042
0454-234,1986,5,74.2632467311,0.776,-23.4144500636,0.577,0.692
0458-020,1986,1,75.3033733688,6.356,-1.9872948244,4.009,0.86
0552+398,1986,150,88.878356554,0.191,39.8136571819,0.227,-0.292
0727-115,1986,6,112.5796351963,0.319,-11.6868335891,0.224,0.498
0743-006,1986,1,116.4753443127,18.07,-0.7382037643,19.304,0.994
0748+126,1986,1,117.7168582055,10.279,12.518009194,10.797,0.987
1144+402,1986,8,176.7429080579,0.224,39.9761956528,0.276,-0.164
1418+546,1986,1,214.9441550199,0.819,54.3874411431,0.666,-0.337
1502+106,1986,16,226.1040825805,0.218,10.4942218261,0.372,-0.802
1642+690,1986,1,250.5327024342,3.649,68.9443769253,3.333,0.823
1741-038,1986,18,265.9952338507,0.196,-3.8346158402,0.378,-0.976
1749+096,1986,10,267.8867440822,0.177,9.65020243,0.254,-0.086
1921-293,1986,28,291.2127358295,0.946,-29.2416994694,0.972,0.676
2216-038,1986,34,334.7168238707,0.204,-3.5935775915,0.472,-0.774
