iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0002-478,2017,6,1.1485646192,0.239,-47.6054455669,0.483,-0.314
0010+405,2017,9,3.3797091479,0.088,40.8603178248,0.113,-0.138
0013-005,2017,7,4.0462022933,0.148,-0.2534570749,0.311,-0.128
0016+731,2017,88,4.9407767013,0.047,73.4583382235,0.048,-0.074
0017+200,2017,78,4.9077270404,0.064,20.3626790806,0.052,0.043
0035-252,2017,2,9.5613979509,0.127,-24.9839542814,0.399,-0.085
0038-326,2017,1,10.1277286533,0.478,-32.4223137433,1.402,0.565
0044-846,2017,1,11.1112048683,0.072,-84.3777742879,0.08,0.256
0047+023,2017,2,12.4301497866,0.124,2.6177162358,0.216,-0.752
0048-097,2017,65,12.6721557319,0.113,-9.4847806472,0.146,-0.139
0054+161,2017,14,14.2303930314,0.072,16.4203724817,0.138,-0.293
0059+581,2017,111,15.6906765505,0.044,58.403093518,0.05,-0.012
0104-408,2017,111,16.6879498584,0.111,-40.5722111925,0.168,-0.008
0107-610,2017,4,17.314480041,0.203,-60.8301278716,0.437,-0.244
0110+495,2017,4,18.3625283756,0.128,49.8066786796,0.143,0.398
0133+476,2017,80,24.2441450298,0.049,47.8580833865,0.066,-0.156
0149+218,2017,8,28.0752460044,0.204,22.1188055725,0.137,-0.154
0159+723,2017,7,30.8891041425,0.1,72.5482409111,0.114,0.133
0202+319,2017,96,31.2705223498,0.05,32.2083598691,0.05,0.028
0202-172,2017,23,31.2403097291,0.104,-17.0221780395,0.091,0.122
0208-512,2017,9,32.6925019122,0.166,-51.0171920672,0.281,0.215
0215+015,2017,22,34.453978101,0.136,1.7471386179,0.121,-0.105
0221+067,2017,20,36.1184507825,0.13,6.9898171418,0.103,-0.03
0227+403,2017,2,37.690461573,0.069,40.5480746638,0.108,-0.265
0227-369,2017,15,37.3685378024,0.223,-36.7324507121,0.457,-0.663
0230-790,2017,6,37.3956106829,0.136,-78.7960003227,0.165,0.134
0234-301,2017,18,39.1298725534,0.114,-29.8987612681,0.306,-0.233
0235+164,2017,11,39.6622087633,0.083,16.6164651794,0.046,0.102
0235-618,2017,3,39.2218572731,0.294,-61.6042176188,0.418,0.396
0237-027,2017,98,39.9394678045,0.093,-2.5780318249,0.115,-0.03
0239+175,2017,1,40.6011126768,85.036,17.7163439022,87.875,0.746
0256-005,2017,10,44.8688173409,0.133,-0.333326474,0.171,-0.393
0300+470,2017,9,45.8968425591,0.099,47.2711876397,0.105,-0.111
0302+625,2017,9,46.6777480552,0.094,62.7172289372,0.118,0.014
0307+380,2017,56,47.7078330117,0.066,38.248288306,0.091,-0.053
0308-611,2017,98,47.4837463529,0.164,-60.9775156685,0.238,0.255
0312+100,2017,6,48.8380825754,0.144,10.2119677318,0.239,0.01
0316-444,2017,4,49.4903311184,0.337,-44.2381012384,1.071,-0.29
0322+222,2017,80,51.4033931463,0.068,22.4001015775,0.088,-0.078
0332-403,2017,102,53.5568936599,0.136,-40.1403882995,0.153,-0.194
0334-131,2017,2,54.1459825855,0.119,-13.0346278214,0.299,-0.295
0346-279,2017,38,57.1589357232,0.135,-27.8204349014,0.282,-0.099
0347-211,2017,28,57.4909444574,0.165,-21.046594865,0.152,0.102
0400-319,2017,9,60.58860847,0.197,-31.7905405331,0.39,0.326
0402-362,2017,57,60.9739579262,0.094,-36.0838647487,0.142,0.121
0403-132,2017,38,61.3916807938,0.082,-13.1371363463,0.161,-0.321
0406-127,2017,4,62.2740404424,0.549,-12.6467065902,0.626,0.456
0415+398,2017,18,64.843956277,0.137,39.9247160151,0.112,-0.112
0420+022,2017,46,65.71756104,0.057,2.3241474511,0.084,-0.11
0430+289,2017,13,68.4076244441,0.2,29.098743675,0.298,-0.274
0437-454,2017,47,69.7535611036,0.138,-45.3729341928,0.243,0.066
0454+844,2017,41,77.1765146953,0.087,84.5345956229,0.099,0.171
0454-234,2017,118,74.2632467345,0.072,-23.4144500767,0.079,-0.04
0454-810,2017,27,72.522667478,0.069,-81.0172864989,0.072,-0.003
0458-020,2017,117,75.3033745505,0.06,-1.987293485,0.061,-0.044
0506+101,2017,13,77.3644045116,0.497,10.1957222359,0.332,-0.114
0506-612,2017,5,76.6832865966,0.329,-61.1613872236,0.311,0.141
0507+179,2017,5,77.5098713528,0.07,18.0115504364,0.092,-0.317
0510+559,2017,3,78.5779150526,0.116,56.0364036011,0.138,-0.076
0515+208,2017,8,79.5159354612,0.104,20.9145826149,0.157,-0.179
0522-611,2017,7,80.643439371,0.384,-61.1325372163,0.834,-0.057
0524+034,2017,11,81.8862726778,0.116,3.5254212996,0.294,-0.184
0524-485,2017,4,81.569463782,0.123,-48.510219965,0.277,0.339
0529+483,2017,77,83.3161074777,0.05,48.3813355205,0.061,-0.029
0530-727,2017,46,82.3751757217,0.218,-72.757918792,0.246,0.103
0534-340,2017,23,84.1184681668,0.151,-34.0198522778,0.446,0.137
0536+145,2017,44,84.9265249616,0.09,14.5626560319,0.172,-0.07
0537-286,2017,50,84.9761728081,0.156,-28.6655411248,0.267,-0.161
0544+273,2017,47,86.8922871733,0.063,27.3657896377,0.111,0.002
0552+398,2017,68,88.878356877,0.068,39.8136570106,0.065,-0.086
0556+238,2017,14,89.883471398,0.129,23.8983129999,0.278,-0.073
0605-085,2017,12,91.9987469145,0.16,-8.5805495652,0.161,0.002
0607-157,2017,11,92.4206230319,0.128,-15.7112979313,0.242,0.203
0613+570,2017,37,94.3205107149,0.058,57.0212286705,0.061,-0.057
0615+820,2017,2,96.5125262286,0.074,82.0404356207,0.074,-0.114
0627-199,2017,33,97.3490077374,0.161,-19.9888121213,0.168,0.085
0641+392,2017,39,101.2237899788,0.132,39.2465372185,0.196,0.148
0642-349,2017,1,101.105337605,0.162,-34.9949858194,0.432,0.218
0646-306,2017,77,102.0587352722,0.116,-30.7387943866,0.226,0.013
0648-165,2017,61,102.6024244099,0.079,-16.6277015572,0.143,-0.123
0657+172,2017,49,105.0063564351,0.124,17.1560281589,0.112,-0.076
0700-197,2017,19,105.6787527476,0.096,-19.8561209593,0.108,0.111
0700-465,2017,2,105.3939439962,1.047,-46.5768396333,8.25,-0.495
0716+714,2017,57,110.472702001,0.057,71.3434342818,0.06,-0.025
0727-115,2017,141,112.5796353054,0.063,-11.6868335191,0.061,-0.002
0736+017,2017,58,114.8251412425,0.06,1.6179493869,0.096,-0.109
0738+491,2017,31,115.5114539586,0.048,49.0043358066,0.069,-0.06
0738-674,2017,1,114.7354011827,0.434,-67.5974516741,0.742,0.689
