iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0002-478,2002,2,1.1485649157,0.747,-47.6054455388,0.521,-0.704
0038-326,2002,1,10.1277294528,3.593,-32.4223153212,11.578,0.62
0048-097,2002,107,12.6721557568,0.159,-9.4847806703,0.182,0.031
0059+581,2002,146,15.6906765482,0.049,58.4030934921,0.056,-0.009
0104-408,2002,40,16.6879498669,0.282,-40.5722111691,0.345,-0.304
0133+476,2002,95,24.2441450013,0.056,47.8580833508,0.069,-0.044
0149+218,2002,1,28.0752461068,0.547,22.1188051926,0.694,0.399
0202+319,2002,1,31.2705223426,0.051,32.2083599559,0.075,-0.069
0202-172,2002,1,31.2403096296,0.338,-17.0221773554,1.528,-0.462
0208-512,2002,7,32.6925014084,0.772,-51.0171919974,0.499,-0.758
0215+015,2002,2,34.4539781011,0.218,1.7471385362,0.419,0.243
0227-369,2002,2,37.3685378291,0.244,-36.7324507399,0.624,0.303
0230-790,2002,1,37.3956114955,1.081,-78.7959992669,4.774,-0.188
0235+164,2002,79,39.662208766,0.065,16.616465192,0.077,0.034
0308-611,2002,2,47.4837462868,0.361,-60.9775156858,0.448,-0.246
0400-319,2002,1,60.5886083217,0.547,-31.7905403506,0.55,-0.5
0402-362,2002,29,60.9739579644,0.176,-36.0838648304,0.326,0.119
0403-132,2002,1,61.3916807551,0.058,-13.137136312,0.144,0.017
0430+289,2002,1,68.4076243982,0.096,29.0987435856,0.121,0.147
0437-454,2002,2,69.7535614686,1.769,-45.3729333493,1.517,-0.002
0454+844,2002,5,77.1765144503,0.189,84.5345956352,0.22,0.012
0454-234,2002,116,74.2632467845,0.147,-23.4144500619,0.132,-0.019
0454-810,2002,3,72.522667308,0.443,-81.017286568,0.408,-0.176
0458-020,2002,136,75.3033744978,0.153,-1.9872934328,0.21,-0.152
0507+179,2002,1,77.5098714401,0.09,18.0115504455,0.135,-0.137
0534-340,2002,1,84.1184682283,0.143,-34.0198528322,0.415,-0.222
0536+145,2002,2,84.9265250075,0.179,14.5626560664,0.28,-0.493
0537-286,2002,3,84.9761730723,0.586,-28.6655409996,0.612,-0.112
0544+273,2002,2,86.8922871665,0.128,27.3657896169,0.262,0.017
0552+398,2002,164,88.8783566136,0.051,39.8136567989,0.065,-0.003
0556+238,2002,54,89.8834713862,0.166,23.8983129688,0.284,-0.087
0605-085,2002,1,91.9987467732,0.06,-8.5805494443,0.138,-0.066
0607-157,2002,51,92.4206230168,0.121,-15.7112980004,0.09,-0.049
0615+820,2002,1,96.5125258238,0.051,82.0404355671,0.045,0.138
0642-349,2002,1,101.1053375425,0.313,-34.9949858364,0.996,-0.126
0646-306,2002,1,102.0587351388,0.654,-30.7387947166,0.94,0.31
0648-165,2002,2,102.6024242416,0.177,-16.627701586,0.184,-0.124
0657+172,2002,4,105.0063565069,0.364,17.1560280965,0.371,-0.245
0716+714,2002,1,110.4727019737,0.053,71.3434342853,0.056,-0.039
0727-115,2002,162,112.5796353115,0.117,-11.6868334874,0.117,-0.145
0743+259,2002,49,116.6078090719,0.12,25.8172596287,0.128,0.029
0748+126,2002,8,117.7168571912,0.149,12.5180078266,0.213,-0.171
0749+540,2002,48,118.2557690381,0.061,53.8832325206,0.077,0.061
0800+618,2002,1,121.3257480341,0.147,61.7399168628,0.131,-0.688
0804+499,2002,116,122.1652762027,0.084,49.8434806618,0.104,-0.091
0805+410,2002,51,122.2360501708,0.078,40.8791357843,0.137,0.103
0808+019,2002,50,122.861280473,0.108,1.7811722687,0.098,0.122
0826-373,2002,4,127.0199174209,0.343,-37.5184114962,0.7,-0.047
0834-201,2002,2,129.1633969927,0.106,-20.2831955503,0.24,-0.38
0920+390,2002,2,140.8102205061,0.266,38.8277527981,0.328,-0.591
0955+476,2002,159,149.5819651706,0.058,47.4188451142,0.074,-0.013
1012+232,2002,2,153.6961059988,0.465,23.021269561,0.479,-0.615
1016-311,2002,1,154.6198060297,0.16,-31.3982909878,0.468,-0.393
